################################################################################
# WEBOBS OVPF
#
# PROC: {PROC.CO2} CO2 OVPF
# TITLE: PCRN: "CO2 Plaine des Cafres" {RCSPCRN}
# FILENAME: RCSPCRN_all.txt
#
#
# CREATED: 09-Mar-2022 13:20:51 by sysop@pitondescalumets
# COPYRIGHT: 2022, (c) OVPF-IPGP
################################################################################
#
year month day hour minute second CO2_raw_mol CO2_corr_mol CO2_filter7_mol CO2_filter15_mol CO2_filter31_mol CO2_filterSG_1au CO2_filterSG_2au
2015 08 04 00 00 00 0.940341 0.702564 0.790319 0.850277 0.821644 0.743552 0.042103
2015 08 05 00 00 00 0.980218 0.917797 0.813049 0.847723 0.819125 0.743336 0.038972
2015 08 06 00 00 00 0.962151 0.970618 0.864541 0.840143 0.815324 0.743102 0.036218
2015 08 07 00 00 00 0.949806 0.964809 0.899870 0.840150 0.810254 0.742851 0.033969
2015 08 08 00 00 00 0.977872 0.950726 0.930591 0.842246 0.809116 0.742582 0.031373
2015 08 09 00 00 00 1.015341 0.891100 0.922781 0.844731 0.807422 0.742295 0.029792
2015 08 10 00 00 00 1.002996 0.901476 0.901504 0.860088 0.809652 0.741993 0.028349
2015 08 11 00 00 00 0.982769 0.917610 0.890076 0.867392 0.808280 0.741674 0.027954
2015 08 12 00 00 00 0.897274 0.863131 0.878676 0.870203 0.804659 0.741340 0.026672
2015 08 13 00 00 00 0.888570 0.821674 0.869788 0.858670 0.800337 0.740993 0.025277
2015 08 14 00 00 00 0.984395 0.884812 0.849723 0.840234 0.791964 0.740635 0.024678
2015 08 15 00 00 00 0.975341 0.870927 0.827740 0.816883 0.785819 0.740265 0.024461
2015 08 16 00 00 00 0.989436 0.828886 0.810826 0.797636 0.784845 0.739886 0.022988
2015 08 17 00 00 00 0.969127 0.761019 0.799845 0.783465 0.786794 0.739499 0.028080
2015 08 18 00 00 00 0.962049 0.763729 0.772596 0.778722 0.796932 0.739106 0.035742
2015 08 19 00 00 00 0.942727 0.744737 0.735969 0.764812 0.801927 0.738709 0.036970
2015 08 20 00 00 00 0.934723 0.744804 0.712131 0.755143 0.807164 0.738311 0.038253
2015 08 21 00 00 00 0.936884 0.694071 0.700349 0.751530 0.805067 0.737913 0.038841
2015 08 22 00 00 00 0.935052 0.614537 0.709862 0.737594 0.799292 0.737517 0.040067
2015 08 23 00 00 00 0.927727 0.662022 0.704752 0.725814 0.793221 0.737124 0.041280
2015 08 24 00 00 00 0.925381 0.678546 0.700938 0.724508 0.787143 0.736734 0.041519
2015 08 25 00 00 00 0.916369 0.830319 0.711423 0.730576 0.785545 0.736347 0.040274
2015 08 26 00 00 00 0.940875 0.708963 0.720172 0.735989 0.784262 0.735965 0.039897
2015 08 27 00 00 00 0.917069 0.718106 0.724773 0.740274 0.780360 0.735588 0.039915
2015 08 28 00 00 00 0.892850 0.767467 0.743450 0.748281 0.779230 0.735217 0.042679
2015 08 29 00 00 00 0.910957 0.675780 0.746553 0.758864 0.775498 0.734852 0.044461
2015 08 30 00 00 00 0.926143 0.694231 0.765977 0.770666 0.764804 0.734492 0.043570
2015 08 31 00 00 00 0.915670 0.809284 0.778964 0.778307 0.754742 0.734138 0.043378
2015 09 01 00 00 00 0.927727 0.852043 0.792883 0.783889 0.747358 0.733789 0.042038
2015 09 02 00 00 00 0.922172 0.844932 0.818175 0.784639 0.742328 0.733442 0.041376
2015 09 03 00 00 00 0.921143 0.809013 0.832080 0.794822 0.739308 0.733097 0.041230
2015 09 04 00 00 00 0.905566 0.864901 0.827415 0.800059 0.739153 0.732752 0.039601
2015 09 05 00 00 00 0.921472 0.852820 0.814592 0.804100 0.742466 0.732408 0.039348
2015 09 06 00 00 00 0.920937 0.791570 0.814111 0.806115 0.745008 0.732067 0.039739
2015 09 07 00 00 00 0.906204 0.776624 0.821640 0.796719 0.747500 0.731729 0.041363
2015 09 08 00 00 00 0.902213 0.762287 0.811890 0.780034 0.750718 0.731398 0.043493
2015 09 09 00 00 00 0.892007 0.841562 0.808357 0.763230 0.754052 0.731073 0.045715
2015 09 10 00 00 00 0.905011 0.861716 0.796132 0.747239 0.753597 0.730755 0.047783
2015 09 11 00 00 00 0.895525 0.796649 0.764229 0.737979 0.755914 0.730445 0.049640
2015 09 12 00 00 00 0.893693 0.828092 0.735188 0.729648 0.757717 0.730142 0.051693
2015 09 13 00 00 00 0.853117 0.705994 0.700677 0.729293 0.758258 0.729847 0.054875
2015 09 14 00 00 00 0.864702 0.553304 0.664014 0.728048 0.761758 0.729560 0.057332
2015 09 15 00 00 00 0.875998 0.558997 0.645936 0.722392 0.764107 0.729282 0.059140
2015 09 16 00 00 00 0.853302 0.599983 0.633343 0.722358 0.763782 0.729015 0.060552
2015 09 17 00 00 00 0.852870 0.605076 0.653558 0.718380 0.765751 0.728758 0.060680
2015 09 18 00 00 00 0.860772 0.670102 0.684927 0.715347 0.767633 0.728511 0.060864
2015 09 19 00 00 00 0.794474 0.739942 0.703897 0.714290 0.769603 0.728276 0.059901
2015 09 20 00 00 00 0.828302 0.847500 0.727009 0.710683 0.775147 0.728051 0.061456
2015 09 21 00 00 00 0.849804 0.772891 0.752270 0.715901 0.777634 0.727837 0.062836
2015 09 22 00 00 00 0.885772 0.691783 0.773144 0.731299 0.775805 0.727634 0.062896
2015 09 23 00 00 00 0.893982 0.761771 0.778980 0.745169 0.778215 0.727445 0.065449
2015 09 24 00 00 00 0.894517 0.781900 0.768479 0.758450 0.779638 0.727268 0.064080
2015 09 25 00 00 00 0.880834 0.816222 0.770103 0.778983 0.783915 0.727105 0.064390
2015 09 26 00 00 00 0.899023 0.780795 0.783316 0.794528 0.786111 0.726956 0.064212
2015 09 27 00 00 00 0.881636 0.773992 0.784071 0.803205 0.788282 0.726821 0.064692
2015 09 28 00 00 00 0.892850 0.784257 0.786541 0.815822 0.788641 0.726701 0.066907
2015 09 29 00 00 00 0.889085 0.784278 0.800377 0.826290 0.793219 0.726595 0.070085
2015 09 30 00 00 00 0.884784 0.767051 0.817875 0.829163 0.803165 0.726506 0.072990
2015 10 01 00 00 00 0.862768 0.799195 0.831603 0.835135 0.813028 0.726435 0.076162
2015 10 02 00 00 00 0.835648 0.913074 0.867674 0.836768 0.821566 0.726383 0.079582
2015 10 03 00 00 00 0.832500 0.903275 0.888479 0.847295 0.828968 0.726350 0.082450
2015 10 04 00 00 00 0.796429 0.870094 0.883883 0.857229 0.834780 0.726337 0.085923
2015 10 05 00 00 00 0.859372 1.036753 0.891333 0.863226 0.837956 0.726343 0.091135
2015 10 06 00 00 00 0.870257 0.929914 0.876094 0.866890 0.838091 0.726365 0.094597
2015 10 07 00 00 00 0.829228 0.734874 0.886217 0.871133 0.841212 0.726403 0.096537
2015 10 08 00 00 00 0.892192 0.851349 0.894746 0.877438 0.848947 0.726454 0.097867
2015 10 09 00 00 00 0.767087 0.806401 0.870060 0.881808 0.854488 0.726517 0.093428
2015 10 10 00 00 00 0.809413 0.974132 0.857102 0.878581 0.854539 0.726590 0.087237
2015 10 11 00 00 00 0.807787 0.929799 0.873251 0.873998 0.855414 0.726671 0.081881
2015 10 12 00 00 00 0.819289 0.863953 0.874720 0.872677 0.858583 0.726762 0.081961
2015 10 13 00 00 00 0.871862 0.839208 0.883055 0.859455 0.860249 0.726862 0.082431
2015 10 14 00 00 00 0.861903 0.847917 0.867418 0.854239 0.861772 0.726971 0.082676
2015 10 15 00 00 00 0.865833 0.861629 0.853809 0.863223 0.861328 0.727088 0.083338
2015 10 16 00 00 00 0.886286 0.864751 0.851855 0.868572 0.861449 0.727212 0.083813
2015 10 17 00 00 00 0.872233 0.864667 0.851741 0.877047 0.862140 0.727343 0.085852
2015 10 18 00 00 00 0.855730 0.834537 0.852280 0.864337 0.861364 0.727482 0.088576
2015 10 19 00 00 00 0.883406 0.850275 0.853423 0.858574 0.861816 0.727626 0.090984
2015 10 20 00 00 00 0.872027 0.838416 0.862969 0.859578 0.864311 0.727777 0.091055
2015 10 21 00 00 00 0.852479 0.851686 0.872807 0.858674 0.852383 0.727935 0.089239
2015 10 22 00 00 00 0.827417 0.869631 0.865513 0.857577 0.840894 0.728098 0.087560
2015 10 23 00 00 00 0.844907 0.931576 0.864524 0.851504 0.839170 0.728265 0.089523
2015 10 24 00 00 00 0.674350 0.933527 0.870324 0.845241 0.836418 0.728437 0.089907
2015 10 25 00 00 00 0.620542 0.783481 0.866605 0.842303 0.836214 0.728610 0.093821
2015 10 26 00 00 00 0.632641 0.843354 0.861152 0.845936 0.828573 0.728786 0.097042
2015 10 27 00 00 00 0.819207 0.879016 0.838146 0.850403 0.823181 0.728963 0.099242
2015 10 28 00 00 00 0.813837 0.825651 0.814900 0.857670 0.819005 0.729140 0.095783
2015 10 29 00 00 00 0.817952 0.831460 0.820202 0.845358 0.813985 0.729317 0.085530
2015 10 30 00 00 00 0.826985 0.770534 0.826727 0.825634 0.808524 0.729491 0.076467
2015 10 31 00 00 00 0.816779 0.770803 0.832194 0.808955 0.801532 0.729660 0.063336
2015 11 01 00 00 00 0.843117 0.820599 0.849590 0.797791 0.792524 0.729822 0.045956
2015 11 02 00 00 00 0.837088 0.889027 0.826096 0.798896 0.784522 0.729974 0.030921
2015 11 03 00 00 00 0.824043 0.917287 0.797987 0.791823 0.777511 0.730116 0.018594
2015 11 04 00 00 00 0.715399 0.947422 0.785215 0.784066 0.767111 0.730248 0.003595
2015 11 05 00 00 00 0.719823 0.666998 0.777425 0.777989 0.758172 0.730370 -0.009055
2015 11 06 00 00 00 0.734782 0.573770 0.764714 0.768130 0.750719 0.730482 -0.016653
2015 11 07 00 00 00 0.806491 0.681402 0.738995 0.762004 0.743811 0.730583 -0.021215
2015 11 08 00 00 00 0.820298 0.766065 0.712601 0.753609 0.736060 0.730674 -0.026370
2015 11 09 00 00 00 0.804413 0.800054 0.722243 0.737935 0.730301 0.730754 -0.024831
2015 11 10 00 00 00 0.825030 0.737255 0.737930 0.719774 0.728414 0.730825 -0.023410
2015 11 11 00 00 00 0.791553 0.762664 0.737537 0.699768 0.726871 0.730885 -0.022445
2015 11 12 00 00 00 0.627374 0.734490 0.720224 0.671799 0.721691 0.730934 -0.027354
2015 11 13 00 00 00 0.469079 0.683582 0.689572 0.664752 0.716858 0.730971 -0.031337
2015 11 14 00 00 00 0.495726 0.678648 0.672336 0.667877 0.711868 0.730996 -0.036249
2015 11 15 00 00 00 0.373235 0.644877 0.651557 0.666149 0.710732 0.731008 -0.038932
2015 11 16 00 00 00 0.261649 0.585488 0.622040 0.661164 0.711686 0.731008 -0.040178
2015 11 17 00 00 00 0.319880 0.616603 0.604570 0.658161 0.708378 0.730994 -0.046292
2015 11 18 00 00 00 0.386836 0.617208 0.596284 0.657342 0.706207 0.730967 -0.050305
2015 11 19 00 00 00 0.331156 0.527874 0.597799 0.659533 0.704116 0.730926 -0.051138
2015 11 20 00 00 00 0.392041 0.561294 0.612916 0.658462 0.702159 0.730872 -0.047436
2015 11 21 00 00 00 0.528586 0.620644 0.632687 0.657946 0.710706 0.730804 -0.044650
2015 11 22 00 00 00 0.597147 0.655485 0.648082 0.657821 0.719997 0.730723 -0.044497
2015 11 23 00 00 00 0.595809 0.691302 0.686318 0.663851 0.723266 0.730628 -0.049614
2015 11 24 00 00 00 0.632477 0.755003 0.708765 0.678177 0.721624 0.730522 -0.057176
2015 11 25 00 00 00 0.574698 0.724970 0.716650 0.684939 0.718988 0.730405 -0.064432
2015 11 26 00 00 00 0.572414 0.795526 0.719691 0.698573 0.718571 0.730276 -0.069983
2015 11 27 00 00 00 0.576591 0.718429 0.725981 0.720212 0.716922 0.730137 -0.074875
2015 11 28 00 00 00 0.599575 0.675838 0.732462 0.741910 0.714420 0.729986 -0.074855
2015 11 29 00 00 00 0.574513 0.676771 0.731472 0.762664 0.714100 0.729826 -0.069037
2015 11 30 00 00 00 0.652312 0.735330 0.735215 0.776419 0.717303 0.729656 -0.063925
2015 12 01 00 00 00 0.686387 0.800373 0.754362 0.782515 0.720861 0.729479 -0.056456
2015 12 02 00 00 00 0.561550 0.718037 0.784493 0.779859 0.724059 0.729294 -0.048674
2015 12 03 00 00 00 0.620501 0.821726 0.820948 0.779417 0.723692 0.729104 -0.044423
2015 12 04 00 00 00 0.705852 0.852458 0.839017 0.774670 0.723056 0.728908 -0.040375
2015 12 05 00 00 00 0.737745 0.886755 0.836498 0.774210 0.726738 0.728710 -0.033536
2015 12 06 00 00 00 0.713712 0.931954 0.836086 0.772950 0.729989 0.728513 -0.027602
2015 12 07 00 00 00 0.647106 0.861814 0.821318 0.772742 0.731415 0.728318 -0.027913
2015 12 08 00 00 00 0.555541 0.782739 0.803012 0.775584 0.732287 0.728131 -0.033080
2015 12 09 00 00 00 0.493709 0.715159 0.777981 0.772571 0.727541 0.727950 -0.040262
2015 12 10 00 00 00 0.487495 0.718345 0.738693 0.770342 0.719978 0.727778 -0.047388
2015 12 11 00 00 00 0.561221 0.724320 0.711813 0.755908 0.715051 0.727615 -0.050686
2015 12 12 00 00 00 0.548402 0.711538 0.711129 0.738911 0.708408 0.727460 -0.053547
2015 12 13 00 00 00 0.536714 0.656935 0.716845 0.722596 0.705288 0.727314 -0.057310
2015 12 14 00 00 00 0.558361 0.673655 0.712026 0.704603 0.704759 0.727177 -0.061645
2015 12 15 00 00 00 0.563319 0.777953 0.695012 0.691472 0.701239 0.727050 -0.062421
2015 12 16 00 00 00 0.514101 0.755173 0.678721 0.684792 0.699236 0.726933 -0.064134
2015 12 17 00 00 00 0.412535 0.684607 0.676591 0.673392 0.696253 0.726825 -0.072155
2015 12 18 00 00 00 0.361712 0.605224 0.674934 0.660206 0.689802 0.726726 -0.082044
2015 12 19 00 00 00 0.422988 0.597498 0.658778 0.650067 0.676291 0.726635 -0.093353
2015 12 20 00 00 00 0.454635 0.642029 0.648401 0.641937 0.662281 0.726553 -0.106923
2015 12 21 00 00 00 0.488504 0.662059 0.628337 0.639590 0.649436 0.726479 -0.118107
2015 12 22 00 00 00 0.432762 0.664855 0.616240 0.638641 0.636144 0.726412 -0.126840
2015 12 23 00 00 00 0.352432 0.682536 0.612631 0.624622 0.632067 0.726354 -0.130038
2015 12 24 00 00 00 0.290415 0.544158 0.605140 0.619160 0.630084 0.726305 -0.129593
2015 12 25 00 00 00 0.330765 0.520546 0.599378 0.620712 0.629163 0.726262 -0.127210
2015 12 26 00 00 00 0.393667 0.572235 0.598602 0.614901 0.630954 0.726228 -0.125160
2015 12 27 00 00 00 0.407000 0.589588 0.582193 0.601927 0.629995 0.726200 -0.127590
2015 12 28 00 00 00 0.385436 0.621730 0.600633 0.587001 0.628521 0.726179 -0.131261
2015 12 29 00 00 00 0.392988 0.659422 0.627396 0.575435 0.631418 0.726165 -0.131933
2015 12 30 00 00 00 0.480623 0.567671 0.619656 0.565771 0.630461 0.726159 -0.135123
2015 12 31 00 00 00 0.531735 0.673238 0.592985 0.569297 0.625457 0.726161 -0.139524
2016 01 01 00 00 00 0.372638 0.707886 0.563900 0.581103 0.621644 0.726172 -0.141032
2016 01 02 00 00 00 0.192348 0.518059 0.539494 0.592175 0.621448 0.726192 -0.137986
2016 01 03 00 00 00 0.209652 0.402894 0.532668 0.605617 0.624774 0.726220 -0.134318
2016 01 04 00 00 00 0.227327 0.418134 0.541553 0.612617 0.626530 0.726253 -0.134475
2016 01 05 00 00 00 0.335559 0.488577 0.543462 0.615559 0.626799 0.726286 -0.137170
2016 01 06 00 00 00 0.389922 0.519886 0.567543 0.621379 0.625396 0.726315 -0.141383
2016 01 07 00 00 00 0.497290 0.735435 0.620538 0.626467 0.623575 0.726334 -0.142711
2016 01 08 00 00 00 0.521055 0.721247 0.660031 0.623106 0.620366 0.726338 -0.145175
2016 01 09 00 00 00 0.521755 0.686627 0.685357 0.618378 0.621725 0.726328 -0.143634
2016 01 10 00 00 00 0.507660 0.773859 0.717763 0.629076 0.622866 0.726302 -0.142945
2016 01 11 00 00 00 0.445026 0.694584 0.704699 0.649439 0.623515 0.726263 -0.144210
2016 01 12 00 00 00 0.396260 0.665861 0.690640 0.665025 0.622998 0.726208 -0.147103
2016 01 13 00 00 00 0.480191 0.746730 0.683545 0.675813 0.618455 0.726140 -0.150327
2016 01 14 00 00 00 0.426486 0.643981 0.669926 0.682390 0.613148 0.726058 -0.152168
2016 01 15 00 00 00 0.396630 0.622835 0.671890 0.673923 0.613548 0.725962 -0.151895
2016 01 16 00 00 00 0.439820 0.636968 0.669900 0.664709 0.613029 0.725852 -0.151973
2016 01 17 00 00 00 0.482125 0.678523 0.656137 0.658020 0.609993 0.725729 -0.148047
2016 01 18 00 00 00 0.453174 0.708332 0.652504 0.643490 0.616594 0.725594 -0.135973
2016 01 19 00 00 00 0.398297 0.651932 0.650445 0.636675 0.627779 0.725446 -0.124871
2016 01 20 00 00 00 0.353420 0.650392 0.642742 0.630522 0.637352 0.725287 -0.115381
2016 01 21 00 00 00 0.342164 0.618549 0.629566 0.612799 0.643276 0.725116 -0.111052
2016 01 22 00 00 00 0.377494 0.608420 0.607791 0.602862 0.648937 0.724933 -0.111348
2016 01 23 00 00 00 0.263377 0.583050 0.599281 0.600011 0.648468 0.724739 -0.114821
2016 01 24 00 00 00 0.326835 0.586288 0.588305 0.601355 0.651484 0.724534 -0.116050
2016 01 25 00 00 00 0.341938 0.555909 0.568639 0.597038 0.657175 0.724319 -0.115289
2016 01 26 00 00 00 0.345436 0.592361 0.552426 0.597996 0.655693 0.724094 -0.119164
2016 01 27 00 00 00 0.309386 0.573556 0.552000 0.604510 0.654655 0.723860 -0.125176
2016 01 28 00 00 00 0.278645 0.480891 0.562121 0.608809 0.651943 0.723617 -0.129522
2016 01 29 00 00 00 0.330209 0.494927 0.570387 0.612387 0.646038 0.723365 -0.135173
2016 01 30 00 00 00 0.484615 0.580068 0.589005 0.618185 0.644487 0.723104 -0.139532
2016 01 31 00 00 00 0.526117 0.657132 0.614161 0.627376 0.642538 0.722832 -0.143354
2016 02 01 00 00 00 0.492516 0.613770 0.647588 0.642605 0.640069 0.722549 -0.148324
2016 02 02 00 00 00 0.566282 0.722691 0.672915 0.663081 0.638093 0.722255 -0.154086
2016 02 03 00 00 00 0.555068 0.749647 0.689390 0.672119 0.635916 0.721951 -0.158760
2016 02 04 00 00 00 0.524471 0.714879 0.698500 0.678041 0.634946 0.721639 -0.161033
2016 02 05 00 00 00 0.474491 0.672216 0.727209 0.684767 0.632756 0.721321 -0.161547
2016 02 06 00 00 00 0.387268 0.695394 0.747260 0.689352 0.633273 0.721002 -0.160700
2016 02 07 00 00 00 0.397947 0.720904 0.744157 0.690406 0.635339 0.720685 -0.161066
2016 02 08 00 00 00 0.493072 0.814731 0.736658 0.684092 0.637946 0.720369 -0.157179
2016 02 09 00 00 00 0.557208 0.863048 0.723740 0.680537 0.641378 0.720056 -0.153895
2016 02 10 00 00 00 0.401177 0.727925 0.704926 0.673508 0.644311 0.719746 -0.149827
2016 02 11 00 00 00 0.274056 0.662391 0.687065 0.666255 0.647893 0.719438 -0.144755
2016 02 12 00 00 00 0.278686 0.581787 0.651021 0.660053 0.652710 0.719132 -0.138013
2016 02 13 00 00 00 0.323917 0.563694 0.607792 0.654072 0.659064 0.718830 -0.134838
2016 02 14 00 00 00 0.311999 0.595880 0.591983 0.650017 0.663603 0.718529 -0.135182
2016 02 15 00 00 00 0.300538 0.562422 0.588905 0.646788 0.664035 0.718232 -0.142356
2016 02 16 00 00 00 0.309880 0.560445 0.594628 0.636731 0.661249 0.717938 -0.152659
2016 02 17 00 00 00 0.329469 0.617260 0.597316 0.625373 0.659255 0.717647 -0.163974
2016 02 18 00 00 00 0.336074 0.640849 0.602842 0.619967 0.653418 0.717359 -0.178079
2016 02 19 00 00 00 0.357638 0.621842 0.618563 0.622701 0.646014 0.717074 -0.190161
2016 02 20 00 00 00 0.369325 0.582511 0.633338 0.632106 0.640078 0.716792 -0.200146
2016 02 21 00 00 00 0.402433 0.634568 0.644112 0.639718 0.637256 0.716513 -0.206332
2016 02 22 00 00 00 0.402474 0.672465 0.644969 0.642370 0.632584 0.716235 -0.208058
2016 02 23 00 00 00 0.422577 0.663872 0.656619 0.644439 0.627438 0.715960 -0.207722
2016 02 24 00 00 00 0.469820 0.692678 0.676670 0.645127 0.621132 0.715686 -0.211022
2016 02 25 00 00 00 0.511796 0.646845 0.682856 0.640772 0.613325 0.715414 -0.219071
2016 02 26 00 00 00 0.548936 0.703391 0.677598 0.634165 0.609619 0.715142 -0.219925
2016 02 27 00 00 00 0.567229 0.722871 0.667539 0.627384 0.608931 0.714870 -0.216710
2016 02 28 00 00 00 0.428297 0.677867 0.650123 0.623942 0.611778 0.714599 -0.214625
2016 03 01 00 00 00 0.317843 0.593462 0.613472 0.612493 0.619979 0.714057 -0.209860
2016 03 02 00 00 00 0.264221 0.570765 0.584507 0.605658 0.623380 0.713788 -0.207629
2016 03 03 00 00 00 0.200949 0.551928 0.563509 0.600765 0.624881 0.713520 -0.202929
2016 03 04 00 00 00 0.189755 0.541754 0.556233 0.599043 0.625636 0.713254 -0.198102
2016 03 05 00 00 00 0.242554 0.520116 0.550106 0.593020 0.628051 0.712989 -0.192968
2016 03 06 00 00 00 0.278131 0.530880 0.548762 0.587564 0.630973 0.712726 -0.188143
2016 03 07 00 00 00 0.346959 0.584725 0.558383 0.587044 0.637677 0.712466 -0.180601
2016 03 08 00 00 00 0.399037 0.550573 0.569706 0.593515 0.644498 0.712206 -0.176457
2016 03 09 00 00 00 0.474594 0.561357 0.582982 0.599355 0.647640 0.711949 -0.175945
2016 03 10 00 00 00 0.457948 0.619273 0.598719 0.605829 0.646571 0.711693 -0.177604
2016 03 11 00 00 00 0.375827 0.621018 0.610910 0.609498 0.645252 0.711438 -0.176859
2016 03 12 00 00 00 0.443750 0.613049 0.636932 0.616092 0.645785 0.711183 -0.173781
2016 03 13 00 00 00 0.443585 0.641038 0.654033 0.629133 0.647606 0.710929 -0.171355
2016 03 14 00 00 00 0.413935 0.670064 0.660976 0.641235 0.651224 0.710672 -0.166493
2016 03 15 00 00 00 0.479409 0.732721 0.658968 0.654942 0.655651 0.710413 -0.158241
2016 03 16 00 00 00 0.447536 0.681069 0.662913 0.674639 0.663629 0.710150 -0.146246
2016 03 17 00 00 00 0.442268 0.667875 0.673584 0.688541 0.675386 0.709883 -0.132232
2016 03 18 00 00 00 0.528751 0.606963 0.679633 0.689303 0.683581 0.709611 -0.119542
2016 03 19 00 00 00 0.552846 0.640659 0.687863 0.691356 0.693996 0.709334 -0.101579
2016 03 20 00 00 00 0.569492 0.715735 0.711427 0.694711 0.703937 0.709052 -0.083728
2016 03 21 00 00 00 0.582085 0.712407 0.726000 0.702629 0.717320 0.708764 -0.066921
2016 03 22 00 00 00 0.678609 0.790335 0.729393 0.713627 0.731248 0.708469 -0.051335
2016 03 23 00 00 00 0.606982 0.846017 0.730985 0.719120 0.737188 0.708169 -0.039630
2016 03 24 00 00 00 0.494944 0.769886 0.723505 0.732580 0.745395 0.707863 -0.030317
2016 03 25 00 00 00 0.448174 0.630713 0.730277 0.751918 0.752756 0.707552 -0.020503
2016 03 26 00 00 00 0.570254 0.651805 0.736663 0.766440 0.759517 0.707237 -0.010658
2016 03 27 00 00 00 0.684782 0.663371 0.732249 0.782050 0.768172 0.706917 -0.001066
2016 03 28 00 00 00 0.701819 0.759815 0.748403 0.790996 0.779823 0.706593 0.007938
2016 03 29 00 00 00 0.795750 0.835033 0.795150 0.805835 0.792421 0.706265 0.018850
2016 03 30 00 00 00 0.762046 0.815123 0.819863 0.817321 0.803102 0.705932 0.029210
2016 03 31 00 00 00 0.822952 0.882964 0.850068 0.812179 0.811242 0.705595 0.037439
2016 04 01 00 00 00 0.830545 0.957937 0.862941 0.814519 0.818492 0.705254 0.044498
2016 04 02 00 00 00 0.736079 0.824800 0.877221 0.825108 0.824825 0.704908 0.052908
2016 04 03 00 00 00 0.836512 0.874806 0.898294 0.836911 0.830479 0.704557 0.060558
2016 04 04 00 00 00 0.822088 0.849922 0.881997 0.851976 0.834583 0.704201 0.067734
2016 04 05 00 00 00 0.842726 0.934993 0.860145 0.866270 0.842011 0.703841 0.075202
2016 04 06 00 00 00 0.840689 0.962633 0.855109 0.879372 0.850863 0.703475 0.080898
2016 04 07 00 00 00 0.789433 0.768887 0.848545 0.891775 0.854062 0.703105 0.079546
2016 04 08 00 00 00 0.767581 0.804976 0.854177 0.898583 0.856488 0.702729 0.083726
2016 04 09 00 00 00 0.858755 0.789547 0.859782 0.895107 0.859488 0.702348 0.092874
2016 04 10 00 00 00 0.843076 0.828859 0.869629 0.897735 0.869218 0.701961 0.103557
2016 04 11 00 00 00 0.753157 0.889343 0.902812 0.891563 0.877680 0.701569 0.109820
2016 04 12 00 00 00 0.802787 0.974231 0.928541 0.886094 0.888172 0.701173 0.114068
2016 04 13 00 00 00 0.861759 1.031560 0.945148 0.886827 0.894718 0.700778 0.117573
2016 04 14 00 00 00 0.814989 1.001165 0.950199 0.888439 0.898643 0.700386 0.117822
2016 04 15 00 00 00 0.814331 0.985080 0.934899 0.896480 0.904389 0.700000 0.120488
2016 04 16 00 00 00 0.746161 0.905796 0.905419 0.904231 0.906026 0.699621 0.119349
2016 04 17 00 00 00 0.782684 0.864220 0.893195 0.909120 0.902838 0.699252 0.116949
2016 04 18 00 00 00 0.845380 0.782238 0.891145 0.916018 0.902996 0.698895 0.116541
2016 04 19 00 00 00 0.854475 0.767873 0.877491 0.917672 0.903477 0.698550 0.114614
2016 04 20 00 00 00 0.879702 0.945991 0.879699 0.918631 0.902531 0.698220 0.111439
2016 04 21 00 00 00 0.836780 0.986818 0.879506 0.914043 0.896400 0.697905 0.108807
2016 04 22 00 00 00 0.714185 0.889502 0.900949 0.911079 0.888752 0.697607 0.108526
2016 04 23 00 00 00 0.813323 0.921247 0.921845 0.911624 0.887631 0.697324 0.112064
2016 04 24 00 00 00 0.854558 0.862870 0.927934 0.913484 0.882060 0.697058 0.112076
2016 04 25 00 00 00 0.854681 0.932341 0.924494 0.913144 0.882132 0.696807 0.115372
2016 04 26 00 00 00 0.839084 0.914143 0.934096 0.916307 0.883413 0.696572 0.120124
2016 04 27 00 00 00 0.890504 0.988616 0.944381 0.924431 0.885460 0.696353 0.126849
2016 04 28 00 00 00 0.883982 0.962740 0.954500 0.916070 0.884660 0.696151 0.133596
2016 04 29 00 00 00 0.876595 0.956715 0.944041 0.899946 0.882311 0.695966 0.138297
2016 04 30 00 00 00 0.917501 0.993245 0.931974 0.889015 0.879410 0.695798 0.144714
2016 05 01 00 00 00 0.860154 0.933702 0.917847 0.876541 0.877679 0.695649 0.150570
2016 05 02 00 00 00 0.828467 0.859126 0.897540 0.861169 0.878726 0.695518 0.157512
2016 05 03 00 00 00 0.795627 0.829676 0.867288 0.851798 0.880225 0.695407 0.162279
2016 05 04 00 00 00 0.848961 0.889728 0.829044 0.848758 0.871040 0.695314 0.160982
2016 05 05 00 00 00 0.795894 0.820588 0.800535 0.846372 0.865592 0.695241 0.161905
2016 05 06 00 00 00 0.833426 0.744951 0.768129 0.845483 0.855271 0.695185 0.163354
2016 05 07 00 00 00 0.904332 0.725536 0.762715 0.845620 0.843183 0.695149 0.166208
2016 05 08 00 00 00 0.971575 0.734142 0.759689 0.840151 0.835612 0.695131 0.172751
2016 05 09 00 00 00 0.840524 0.632281 0.778580 0.839999 0.829672 0.695135 0.176815
2016 05 10 00 00 00 1.033634 0.791778 0.807789 0.845275 0.828297 0.695160 0.179635
2016 05 11 00 00 00 1.063243 0.868549 0.841106 0.850676 0.827357 0.695208 0.182542
2016 05 12 00 00 00 1.034622 0.952820 0.866403 0.824527 0.826399 0.695277 0.186152
2016 05 13 00 00 00 1.085013 0.949414 0.909137 0.809753 0.822129 0.695367 0.188661
