################################################################################
# WEBOBS OVPF
#
# PROC: {PROC.CO2} CO2 OVPF
# TITLE: PCRN: "CO2 Plaine des Cafres" {RCSPCRN}
# FILENAME: RCSPCRN_all.txt
#
#
# CREATED: 09-Mar-2022 13:20:51 by sysop@pitondescalumets
# COPYRIGHT: 2022, (c) OVPF-IPGP
################################################################################
#
year month day hour minute second CO2_raw_mol CO2_corr_mol CO2_filter7_mol CO2_filter15_mol CO2_filter31_mol CO2_filterSG_1au CO2_filterSG_2au
2017 12 04 00 00 00 0.395704 0.608245 0.718184 0.728779 0.701496 0.642357 0.014930
2017 12 05 00 00 00 0.485294 0.664517 0.710614 0.725095 0.698543 0.642633 0.013395
2017 12 06 00 00 00 0.567517 0.654815 0.677199 0.729043 0.696050 0.642901 0.013748
2017 12 07 00 00 00 0.568463 0.653214 0.683706 0.723327 0.691127 0.643161 0.013696
2017 12 08 00 00 00 0.573781 0.787953 0.699577 0.707949 0.688274 0.643414 0.010646
2017 12 09 00 00 00 0.706305 0.603081 0.707860 0.688452 0.685920 0.643659 0.005980
2017 12 10 00 00 00 0.639637 0.814119 0.724555 0.668364 0.685794 0.643897 0.000381
2017 12 11 00 00 00 0.498710 0.719342 0.723840 0.655351 0.684413 0.644130 -0.004195
2017 12 12 00 00 00 0.470993 0.722498 0.686285 0.656403 0.681922 0.644358 -0.008321
2017 12 13 00 00 00 0.464944 0.771678 0.678486 0.651522 0.677904 0.644582 -0.015492
2017 12 14 00 00 00 0.336197 0.648211 0.638708 0.651086 0.674859 0.644803 -0.022582
2017 12 15 00 00 00 0.306958 0.525065 0.617854 0.649120 0.671254 0.645021 -0.029239
2017 12 16 00 00 00 0.342885 0.548490 0.603787 0.638887 0.667608 0.645236 -0.034636
2017 12 17 00 00 00 0.391651 0.535669 0.578019 0.641553 0.660756 0.645447 -0.044421
2017 12 18 00 00 00 0.384572 0.573366 0.578027 0.635490 0.652722 0.645655 -0.054857
2017 12 19 00 00 00 0.433462 0.624029 0.592122 0.638021 0.646383 0.645859 -0.060124
2017 12 20 00 00 00 0.434882 0.591305 0.604404 0.632361 0.641108 0.646059 -0.064444
2017 12 21 00 00 00 0.504409 0.648264 0.619745 0.624462 0.632929 0.646255 -0.071837
2017 12 22 00 00 00 0.545809 0.623733 0.641148 0.622452 0.623664 0.646447 -0.084064
2017 12 23 00 00 00 0.521179 0.634462 0.660188 0.628928 0.614413 0.646634 -0.096912
2017 12 24 00 00 00 0.476508 0.643057 0.666801 0.635209 0.602190 0.646817 -0.110012
2017 12 25 00 00 00 0.473051 0.723184 0.667504 0.641399 0.598514 0.646994 -0.127149
2017 12 26 00 00 00 0.467577 0.757309 0.666694 0.642371 0.586552 0.647167 -0.141082
2017 12 27 00 00 00 0.387597 0.637596 0.664943 0.638906 0.578448 0.647335 -0.149700
2017 12 28 00 00 00 0.360251 0.653190 0.664893 0.629133 0.567753 0.647498 -0.157055
2017 12 29 00 00 00 0.345889 0.618059 0.651370 0.613314 0.560226 0.647656 -0.163801
2017 12 30 00 00 00 0.349366 0.622209 0.627174 0.596237 0.558461 0.647810 -0.166205
2017 12 31 00 00 00 0.373111 0.642706 0.617811 0.578369 0.560900 0.647959 -0.166985
2018 01 01 00 00 00 0.295929 0.628519 0.588029 0.562769 0.560891 0.648104 -0.166608
2018 01 02 00 00 00 0.229529 0.587939 0.558446 0.547165 0.561515 0.648245 -0.165024
2018 01 03 00 00 00 0.266645 0.572053 0.522070 0.526229 0.567815 0.648381 -0.161251
2018 01 04 00 00 00 0.199107 0.444716 0.482603 0.514932 0.572476 0.648513 -0.162411
2018 01 05 00 00 00 0.193870 0.410977 0.451251 0.497448 0.574539 0.648639 -0.165579
2018 01 06 00 00 00 0.126853 0.367577 0.437135 0.492135 0.574274 0.648761 -0.169851
2018 01 07 00 00 00 0.109322 0.366437 0.418739 0.490220 0.575469 0.648877 -0.174549
2018 01 08 00 00 00 0.107717 0.409059 0.422084 0.487419 0.576412 0.648988 -0.177752
2018 01 09 00 00 00 0.116056 0.489123 0.419220 0.482065 0.579386 0.649094 -0.179541
2018 01 10 00 00 00 0.149775 0.443283 0.443619 0.479870 0.581296 0.649195 -0.181978
2018 01 11 00 00 00 0.174693 0.468130 0.476054 0.492977 0.574697 0.649290 -0.187932
2018 01 12 00 00 00 0.187286 0.390934 0.503430 0.514564 0.572117 0.649378 -0.189756
2018 01 13 00 00 00 0.201319 0.538367 0.511870 0.530849 0.569277 0.649459 -0.191199
2018 01 14 00 00 00 0.208459 0.593480 0.527832 0.549014 0.568015 0.649533 -0.193336
2018 01 15 00 00 00 0.230949 0.600693 0.570764 0.568636 0.567561 0.649598 -0.195065
2018 01 16 00 00 00 0.304242 0.548204 0.624707 0.585612 0.564121 0.649654 -0.198906
2018 01 17 00 00 00 0.391980 0.555014 0.641404 0.602021 0.558405 0.649702 -0.200503
2018 01 18 00 00 00 0.454489 0.768658 0.648058 0.624628 0.556227 0.649740 -0.199246
2018 01 19 00 00 00 0.352253 0.768530 0.656638 0.630268 0.556202 0.649770 -0.196518
2018 01 20 00 00 00 0.293398 0.655250 0.673139 0.641382 0.561562 0.649792 -0.190020
2018 01 21 00 00 00 0.330847 0.640054 0.698887 0.643166 0.568983 0.649807 -0.181562
2018 01 22 00 00 00 0.361300 0.660755 0.700848 0.642196 0.576110 0.649814 -0.172026
2018 01 23 00 00 00 0.385416 0.663712 0.670020 0.642693 0.585703 0.649814 -0.161647
2018 01 24 00 00 00 0.387165 0.735248 0.656076 0.641884 0.591865 0.649807 -0.154153
2018 01 25 00 00 00 0.366280 0.782390 0.645373 0.634971 0.595797 0.649793 -0.144876
2018 01 26 00 00 00 0.254550 0.552733 0.633684 0.618422 0.602627 0.649773 -0.139257
2018 01 27 00 00 00 0.305538 0.557637 0.625746 0.605272 0.605365 0.649748 -0.137472
2018 01 28 00 00 00 0.292946 0.565138 0.597290 0.602314 0.610987 0.649717 -0.137387
2018 01 29 00 00 00 0.260167 0.578930 0.549995 0.602379 0.611648 0.649682 -0.137858
2018 01 30 00 00 00 0.279365 0.608147 0.545381 0.597563 0.611275 0.649642 -0.136344
2018 01 31 00 00 00 0.240805 0.536056 0.547329 0.597569 0.608856 0.649597 -0.135000
2018 02 01 00 00 00 0.236299 0.451325 0.553863 0.588558 0.608391 0.649549 -0.135302
2018 02 02 00 00 00 0.261443 0.520431 0.562735 0.577134 0.612078 0.649497 -0.135633
2018 02 03 00 00 00 0.347185 0.571279 0.559929 0.583953 0.609053 0.649441 -0.138361
2018 02 04 00 00 00 0.399470 0.610872 0.578180 0.583643 0.603084 0.649382 -0.136376
2018 02 05 00 00 00 0.457804 0.641038 0.599431 0.583650 0.604100 0.649321 -0.129280
2018 02 06 00 00 00 0.426980 0.588504 0.612374 0.582312 0.609826 0.649257 -0.125456
2018 02 07 00 00 00 0.438297 0.663811 0.624337 0.580563 0.610556 0.649192 -0.123911
2018 02 08 00 00 00 0.350107 0.600082 0.616066 0.579871 0.611825 0.649125 -0.121433
2018 02 09 00 00 00 0.416569 0.611032 0.605239 0.585369 0.610172 0.649056 -0.120843
2018 02 10 00 00 00 0.339860 0.655018 0.601003 0.595294 0.608954 0.648986 -0.120564
2018 02 11 00 00 00 0.248953 0.552979 0.589304 0.602202 0.610892 0.648914 -0.119175
2018 02 12 00 00 00 0.211998 0.565244 0.578675 0.600376 0.613078 0.648841 -0.118320
2018 02 13 00 00 00 0.211957 0.558856 0.567641 0.603424 0.614634 0.648769 -0.116055
2018 02 14 00 00 00 0.283686 0.581918 0.569683 0.618693 0.616624 0.648698 -0.113383
2018 02 15 00 00 00 0.303880 0.525680 0.587099 0.619998 0.614535 0.648630 -0.115040
2018 02 16 00 00 00 0.328995 0.533789 0.589706 0.626864 0.616160 0.648565 -0.112763
2018 02 17 00 00 00 0.418544 0.669316 0.607977 0.631728 0.619151 0.648505 -0.109939
2018 02 18 00 00 00 0.409367 0.674887 0.641637 0.637703 0.621995 0.648447 -0.108461
2018 02 19 00 00 00 0.455705 0.583495 0.664167 0.641691 0.621709 0.648394 -0.111391
2018 02 20 00 00 00 0.557640 0.686757 0.688350 0.645703 0.617294 0.648343 -0.114366
2018 02 21 00 00 00 0.495873 0.817537 0.690445 0.649337 0.613268 0.648295 -0.117972
2018 02 22 00 00 00 0.457767 0.683387 0.700411 0.653251 0.609549 0.648248 -0.117182
2018 02 23 00 00 00 0.512743 0.703073 0.704597 0.654431 0.608843 0.648203 -0.115745
2018 02 24 00 00 00 0.457660 0.683979 0.695835 0.657940 0.614801 0.648159 -0.111614
2018 02 25 00 00 00 0.428606 0.744648 0.666668 0.649588 0.616021 0.648116 -0.113148
2018 02 26 00 00 00 0.352699 0.612800 0.660560 0.645169 0.612706 0.648074 -0.116364
2018 02 27 00 00 00 0.388358 0.625424 0.637746 0.643764 0.616722 0.648032 -0.112024
2018 02 28 00 00 00 0.420669 0.613364 0.623810 0.629580 0.618812 0.647991 -0.106385
2018 03 01 00 00 00 0.401599 0.640630 0.595152 0.609493 0.619648 0.647949 -0.100228
2018 03 02 00 00 00 0.287740 0.543379 0.594551 0.595483 0.617759 0.647908 -0.098755
2018 03 03 00 00 00 0.372247 0.586425 0.585550 0.591405 0.614538 0.647865 -0.100978
2018 03 04 00 00 00 0.385848 0.544041 0.565642 0.598127 0.606972 0.647822 -0.110302
2018 03 05 00 00 00 0.370375 0.608596 0.547870 0.591739 0.599854 0.647778 -0.121157
2018 03 06 00 00 00 0.320571 0.562418 0.537849 0.587702 0.591901 0.647733 -0.130706
2018 03 07 00 00 00 0.372541 0.474006 0.545775 0.591174 0.587973 0.647687 -0.140342
2018 03 08 00 00 00 0.412330 0.516224 0.580170 0.592284 0.579909 0.647639 -0.152127
2018 03 09 00 00 00 0.518730 0.473236 0.585917 0.588560 0.568207 0.647590 -0.161199
2018 03 10 00 00 00 0.550912 0.641908 0.584465 0.587226 0.561556 0.647539 -0.168306
2018 03 11 00 00 00 0.547002 0.784802 0.613536 0.576520 0.554624 0.647487 -0.176103
2018 03 12 00 00 00 0.438482 0.648828 0.629792 0.560199 0.547080 0.647433 -0.180213
2018 03 13 00 00 00 0.310168 0.552249 0.645726 0.549537 0.538075 0.647378 -0.181642
2018 03 14 00 00 00 0.453915 0.677503 0.628792 0.540598 0.535155 0.647322 -0.179856
2018 03 15 00 00 00 0.457557 0.630015 0.577509 0.539781 0.536191 0.647264 -0.178358
2018 03 16 00 00 00 0.473935 0.584778 0.527568 0.534484 0.540388 0.647204 -0.178932
2018 03 17 00 00 00 0.400745 0.523368 0.512768 0.533252 0.540932 0.647141 -0.181957
2018 03 18 00 00 00 0.306773 0.425822 0.477174 0.522273 0.541841 0.647076 -0.184372
2018 03 19 00 00 00 0.112161 0.299240 0.453135 0.502497 0.537937 0.647007 -0.189741
2018 03 20 00 00 00 0.154734 0.448652 0.431992 0.489249 0.533898 0.646937 -0.194847
2018 03 21 00 00 00 0.186504 0.428344 0.422190 0.483466 0.528701 0.646865 -0.197051
2018 03 22 00 00 00 0.230578 0.461741 0.429533 0.473119 0.524333 0.646792 -0.199144
2018 03 23 00 00 00 0.266382 0.436777 0.456522 0.474953 0.521610 0.646719 -0.204068
2018 03 24 00 00 00 0.289304 0.454753 0.456730 0.485532 0.517619 0.646646 -0.208125
2018 03 25 00 00 00 0.312740 0.477224 0.462039 0.494475 0.515680 0.646574 -0.212430
2018 03 26 00 00 00 0.347144 0.488161 0.470689 0.504190 0.514058 0.646503 -0.213219
2018 03 27 00 00 00 0.407391 0.450112 0.502224 0.515268 0.508802 0.646434 -0.216230
2018 03 28 00 00 00 0.462557 0.465503 0.543469 0.513279 0.502248 0.646364 -0.219050
2018 03 29 00 00 00 0.487495 0.522289 0.569224 0.514556 0.500929 0.646296 -0.216571
2018 03 30 00 00 00 0.515418 0.657525 0.581137 0.512241 0.501667 0.646227 -0.213455
2018 03 31 00 00 00 0.484672 0.743468 0.583323 0.509094 0.506283 0.646160 -0.205075
2018 04 02 00 00 00 0.296889 0.571552 0.565968 0.500673 0.520017 0.646031 -0.188828
2018 04 03 00 00 00 0.290826 0.465417 0.533039 0.507569 0.536666 0.645968 -0.174317
2018 04 04 00 00 00 0.313563 0.418804 0.482483 0.519019 0.559475 0.645908 -0.153824
2018 04 05 00 00 00 0.388955 0.447501 0.444625 0.517696 0.572287 0.645849 -0.141109
2018 04 06 00 00 00 0.343543 0.427019 0.421996 0.516969 0.577814 0.645792 -0.134694
2018 04 07 00 00 00 0.308687 0.389578 0.440022 0.519824 0.579839 0.645736 -0.130659
2018 04 08 00 00 00 0.376383 0.392506 0.469032 0.521802 0.587027 0.645682 -0.123502
2018 04 09 00 00 00 0.476096 0.413145 0.468768 0.528781 0.587192 0.645629 -0.121751
2018 04 10 00 00 00 0.618320 0.591603 0.480819 0.542123 0.587038 0.645578 -0.118692
2018 04 11 00 00 00 0.546488 0.621871 0.525217 0.573892 0.588311 0.645529 -0.111503
2018 04 12 00 00 00 0.444872 0.445654 0.579591 0.613059 0.595306 0.645483 -0.099701
2018 04 13 00 00 00 0.481755 0.511376 0.629455 0.639614 0.606776 0.645440 -0.085358
2018 04 14 00 00 00 0.646222 0.700360 0.655182 0.651126 0.621816 0.645399 -0.068870
2018 04 15 00 00 00 0.813960 0.773129 0.700907 0.660121 0.633455 0.645362 -0.052418
2018 04 16 00 00 00 0.824681 0.762195 0.781002 0.677928 0.643189 0.645328 -0.035235
2018 04 17 00 00 00 0.749515 0.771687 0.828780 0.681043 0.654740 0.645297 -0.014403
2018 04 18 00 00 00 0.855813 0.941947 0.814399 0.673098 0.668040 0.645268 0.009466
2018 04 19 00 00 00 0.847376 1.006320 0.778881 0.666816 0.683306 0.645241 0.033341
2018 04 20 00 00 00 0.649535 0.845819 0.764226 0.681569 0.703798 0.645215 0.055650
2018 04 21 00 00 00 0.486590 0.599693 0.719682 0.702217 0.722560 0.645190 0.075447
2018 04 22 00 00 00 0.457392 0.524505 0.652607 0.721427 0.740196 0.645166 0.095608
2018 04 23 00 00 00 0.590357 0.659612 0.584224 0.737775 0.759780 0.645141 0.116696
2018 04 24 00 00 00 0.445915 0.459875 0.558671 0.756642 0.780152 0.645117 0.135313
2018 04 25 00 00 00 0.509965 0.472426 0.590300 0.772903 0.801493 0.645094 0.151482
2018 04 26 00 00 00 0.672292 0.527640 0.656588 0.775696 0.812678 0.645072 0.160148
2018 04 27 00 00 00 0.875216 0.666943 0.707835 0.771185 0.822245 0.645052 0.171926
2018 04 28 00 00 00 1.008757 0.821098 0.791453 0.785068 0.834188 0.645036 0.186444
2018 04 29 00 00 00 1.099684 0.988517 0.869049 0.813698 0.846286 0.645024 0.199527
2018 04 30 00 00 00 1.125919 1.018346 0.934221 0.843646 0.853573 0.645016 0.209246
2018 05 01 00 00 00 1.117195 1.045203 0.973038 0.866116 0.857751 0.645011 0.211783
2018 05 02 00 00 00 1.135740 1.015593 1.006318 0.903728 0.860503 0.645011 0.213352
2018 05 03 00 00 00 1.135240 0.983844 1.012121 0.943880 0.865378 0.645013 0.219127
2018 05 04 00 00 00 1.128676 0.938662 1.005748 0.971260 0.861612 0.645020 0.221470
2018 05 05 00 00 00 1.102174 1.054059 0.998814 0.988028 0.855187 0.645033 0.223816
2018 05 06 00 00 00 1.098985 1.029138 1.000022 0.987680 0.856889 0.645051 0.233273
2018 05 07 00 00 00 1.064066 0.973734 1.013002 0.980874 0.865452 0.645077 0.249239
2018 05 08 00 00 00 1.057132 0.996665 1.012957 0.974734 0.877293 0.645110 0.265694
2018 05 09 00 00 00 1.047323 1.024052 0.993585 0.965230 0.884507 0.645150 0.278174
2018 05 10 00 00 00 1.070198 1.074700 0.963119 0.954024 0.897944 0.645197 0.295675
2018 05 11 00 00 00 0.978901 0.938349 0.950646 0.949956 0.911383 0.645250 0.310831
2018 05 12 00 00 00 1.002625 0.918456 0.940587 0.942392 0.922406 0.645309 0.319934
2018 05 13 00 00 00 0.984991 0.815879 0.923243 0.925931 0.926527 0.645374 0.322157
2018 05 14 00 00 00 0.976431 0.886424 0.890787 0.917227 0.926823 0.645445 0.319158
2018 05 15 00 00 00 1.035650 0.926250 0.888568 0.909988 0.919282 0.645520 0.312921
2018 05 16 00 00 00 0.979744 0.902641 0.875248 0.902982 0.907381 0.645602 0.306511
2018 05 17 00 00 00 0.959394 0.847509 0.873998 0.893595 0.895403 0.645691 0.300302
2018 05 18 00 00 00 1.013572 0.922818 0.875736 0.880376 0.885676 0.645787 0.293042
2018 05 19 00 00 00 1.012420 0.825213 0.867006 0.877088 0.878874 0.645889 0.285672
2018 05 20 00 00 00 1.003057 0.807133 0.865425 0.873816 0.874086 0.645999 0.278877
2018 05 21 00 00 00 1.024663 0.898585 0.870531 0.872402 0.867576 0.646116 0.272464
2018 05 22 00 00 00 1.062605 0.865143 0.863902 0.868660 0.861792 0.646239 0.265396
2018 05 23 00 00 00 1.047770 0.891576 0.873018 0.857226 0.848593 0.646368 0.249016
2018 05 24 00 00 00 1.056782 0.883252 0.881910 0.840344 0.839423 0.646503 0.239245
2018 05 25 00 00 00 1.067276 0.876409 0.867065 0.828769 0.826157 0.646642 0.235303
2018 05 26 00 00 00 1.057914 0.889031 0.862087 0.814853 0.814515 0.646787 0.229551
2018 05 27 00 00 00 1.031926 0.869377 0.842538 0.811370 0.807479 0.646935 0.226286
2018 05 28 00 00 00 1.020938 0.794666 0.809132 0.810242 0.801424 0.647087 0.223684
2018 05 29 00 00 00 0.992028 0.830298 0.780201 0.807153 0.800443 0.647241 0.220826
2018 05 30 00 00 00 0.982049 0.754733 0.755207 0.806134 0.794347 0.647398 0.218176
2018 05 31 00 00 00 1.002481 0.649412 0.741436 0.784332 0.787381 0.647557 0.214431
2018 06 01 00 00 00 0.999559 0.673891 0.740800 0.772943 0.783677 0.647717 0.212089
2018 06 02 00 00 00 0.985115 0.714071 0.743935 0.755369 0.781236 0.647880 0.209642
2018 06 03 00 00 00 0.980753 0.772980 0.757523 0.743687 0.773998 0.648045 0.205509
2018 06 04 00 00 00 0.991617 0.790214 0.745401 0.733744 0.769692 0.648212 0.201499
2018 06 05 00 00 00 0.976576 0.852246 0.750905 0.729483 0.766157 0.648378 0.197791
2018 06 06 00 00 00 0.952686 0.849850 0.736437 0.726493 0.759029 0.648544 0.192521
2018 06 07 00 00 00 0.628793 0.564557 0.727983 0.722675 0.751958 0.648708 0.186678
2018 06 08 00 00 00 0.826491 0.712415 0.717985 0.726734 0.742054 0.648871 0.181616
2018 06 09 00 00 00 0.997123 0.612796 0.700629 0.734329 0.732808 0.649034 0.175071
2018 06 10 00 00 00 0.963695 0.713800 0.691428 0.738180 0.725675 0.649199 0.169108
2018 06 11 00 00 00 0.949250 0.720235 0.710414 0.733211 0.715743 0.649365 0.163143
2018 06 12 00 00 00 0.993345 0.730751 0.710112 0.726646 0.704470 0.649533 0.156733
2018 06 13 00 00 00 0.967542 0.785445 0.735115 0.716333 0.695917 0.649702 0.152005
2018 06 14 00 00 00 0.965191 0.697455 0.743407 0.704850 0.685794 0.649871 0.147286
2018 06 15 00 00 00 0.990197 0.710302 0.740293 0.710275 0.676187 0.650039 0.143742
2018 06 16 00 00 00 0.977514 0.787815 0.734721 0.701752 0.673171 0.650203 0.139393
2018 06 17 00 00 00 0.953640 0.771845 0.722164 0.700674 0.671527 0.650364 0.135138
2018 06 18 00 00 00 0.955309 0.698440 0.719328 0.696774 0.670610 0.650520 0.130357
2018 06 19 00 00 00 0.957720 0.691744 0.710133 0.687499 0.669578 0.650669 0.126914
2018 06 20 00 00 00 0.957501 0.697548 0.681098 0.673444 0.664401 0.650812 0.123115
2018 06 21 00 00 00 0.930361 0.677605 0.656066 0.656382 0.659345 0.650949 0.118540
2018 06 22 00 00 00 0.950245 0.645930 0.649902 0.644318 0.653174 0.651080 0.114998
2018 06 23 00 00 00 0.959264 0.584570 0.634098 0.627424 0.651961 0.651205 0.122518
2018 06 24 00 00 00 0.922085 0.596622 0.608723 0.611965 0.653254 0.651324 0.121746
2018 06 25 00 00 00 0.950376 0.655296 0.587568 0.602038 0.650447 0.651437 0.117014
2018 06 26 00 00 00 0.940822 0.581113 0.569076 0.601184 0.645885 0.651543 0.112827
2018 06 27 00 00 00 0.900875 0.519924 0.550838 0.604467 0.639469 0.651641 0.108691
2018 06 28 00 00 00 0.941820 0.529518 0.545025 0.599945 0.631102 0.651731 0.103063
2018 06 29 00 00 00 0.912936 0.516492 0.540401 0.601139 0.620089 0.651812 0.098851
2018 06 30 00 00 00 0.939017 0.456900 0.555334 0.601981 0.610788 0.651885 0.094459
2018 07 01 00 00 00 0.934055 0.555933 0.586915 0.598139 0.608302 0.651948 0.088337
2018 07 02 00 00 00 0.933592 0.622929 0.601229 0.608531 0.596049 0.652003 0.082683
2018 07 03 00 00 00 0.902215 0.685642 0.626802 0.599897 0.585970 0.652048 0.078195
2018 07 04 00 00 00 0.938608 0.740988 0.655610 0.599315 0.577332 0.652082 0.074493
2018 07 05 00 00 00 0.937481 0.629715 0.651470 0.599408 0.569253 0.652105 0.071018
2018 07 06 00 00 00 0.897383 0.695508 0.669980 0.595533 0.561818 0.652116 0.066216
2018 07 07 00 00 00 0.904433 0.658557 0.647142 0.590702 0.557494 0.652115 0.063072
2018 07 08 00 00 00 0.922307 0.526950 0.623058 0.587517 0.555390 0.652099 0.057974
2018 07 09 00 00 00 0.861756 0.752497 0.607573 0.592671 0.553097 0.652067 0.053843
2018 07 10 00 00 00 0.908353 0.525783 0.575556 0.578340 0.552669 0.652018 0.050843
2018 07 11 00 00 00 0.890413 0.572395 0.544909 0.563258 0.548094 0.651949 0.046979
2018 07 12 00 00 00 0.876092 0.521319 0.528076 0.542570 0.544981 0.651859 0.041972
2018 07 13 00 00 00 0.872381 0.471394 0.511041 0.530008 0.544893 0.651749 0.039176
2018 07 14 00 00 00 0.888894 0.444025 0.494209 0.514778 0.543433 0.651620 0.035396
2018 07 15 00 00 00 0.879229 0.409121 0.478068 0.507112 0.542796 0.651471 0.032763
2018 07 16 00 00 00 0.848841 0.633248 0.465118 0.510696 0.547206 0.651305 0.028704
2018 07 17 00 00 00 0.848776 0.407962 0.460816 0.494761 0.550058 0.651122 0.023181
2018 07 18 00 00 00 0.858998 0.459407 0.464107 0.498599 0.555098 0.650924 0.018447
2018 07 19 00 00 00 0.882768 0.430666 0.483313 0.494671 0.553961 0.650713 0.014653
2018 07 20 00 00 00 0.889816 0.441286 0.475808 0.492225 0.546388 0.650491 0.010148
2018 07 21 00 00 00 0.845850 0.467063 0.490882 0.495278 0.541111 0.650259 0.007337
2018 07 22 00 00 00 0.867377 0.543563 0.508588 0.497960 0.536416 0.650018 0.005843
2018 07 23 00 00 00 0.823788 0.580709 0.520418 0.503801 0.533497 0.649766 0.003671
2018 07 24 00 00 00 0.859695 0.513483 0.526609 0.501158 0.536820 0.649507 0.000609
2018 07 25 00 00 00 0.854294 0.583349 0.533769 0.516917 0.530573 0.649241 -0.006009
2018 07 26 00 00 00 0.852414 0.513473 0.525299 0.538234 0.535004 0.648968 -0.012880
2018 07 27 00 00 00 0.803919 0.484621 0.513301 0.552883 0.537197 0.648689 -0.023051
2018 07 28 00 00 00 0.828968 0.517188 0.524747 0.557213 0.545615 0.648404 -0.032123
2018 07 29 00 00 00 0.835795 0.484268 0.533461 0.557152 0.554422 0.648114 -0.033766
2018 07 30 00 00 00 0.838844 0.496725 0.571418 0.557578 0.561674 0.647819 -0.034278
2018 07 31 00 00 00 0.817143 0.593607 0.595101 0.556735 0.564686 0.647520 -0.033748
2018 08 01 00 00 00 0.763284 0.644348 0.593536 0.564500 0.561632 0.647216 -0.033040
2018 08 02 00 00 00 0.783864 0.779168 0.590946 0.562866 0.570703 0.646908 -0.032446
2018 08 03 00 00 00 0.778330 0.650402 0.598551 0.572844 0.577151 0.646595 -0.031848
2018 08 04 00 00 00 0.789542 0.506235 0.594902 0.583227 0.586467 0.646280 -0.032602
2018 08 05 00 00 00 0.837940 0.466138 0.592845 0.600901 0.595509 0.645962 -0.033811
2018 08 06 00 00 00 0.835594 0.549962 0.561370 0.618243 0.595862 0.645644 -0.033104
2018 08 07 00 00 00 0.818607 0.568060 0.563192 0.629718 0.592558 0.645326 -0.032927
2018 08 08 00 00 00 0.805837 0.629952 0.582353 0.623644 0.590187 0.645009 -0.032628
2018 08 09 00 00 00 0.631983 0.558842 0.627519 0.616593 0.590438 0.644693 -0.033479
2018 08 10 00 00 00 0.667750 0.663152 0.655294 0.610592 0.591160 0.644380 -0.033918
2018 08 11 00 00 00 0.544482 0.640366 0.669694 0.611183 0.592576 0.644070 -0.034271
2018 08 12 00 00 00 0.561303 0.782297 0.651485 0.625398 0.594707 0.643764 -0.033119
2018 08 13 00 00 00 0.784997 0.744389 0.648590 0.642430 0.594090 0.643462 -0.031670
2018 08 14 00 00 00 0.833829 0.668858 0.652305 0.637633 0.592257 0.643163 -0.031046
2018 08 15 00 00 00 0.853830 0.502491 0.655006 0.629172 0.587747 0.642868 -0.031127
2018 08 16 00 00 00 0.826524 0.538577 0.646030 0.620988 0.584860 0.642575 -0.030963
2018 08 17 00 00 00 0.820627 0.689153 0.642776 0.618483 0.580143 0.642284 -0.029237
2018 08 18 00 00 00 0.828858 0.659278 0.615511 0.614654 0.571065 0.641994 -0.027841
2018 08 19 00 00 00 0.808830 0.719461 0.606747 0.609121 0.568857 0.641707 -0.027135
2018 08 20 00 00 00 0.800133 0.721617 0.602263 0.593681 0.571112 0.641422 -0.026418
2018 08 21 00 00 00 0.814152 0.477997 0.578280 0.577258 0.573109 0.641139 -0.027116
2018 08 22 00 00 00 0.818010 0.441147 0.570629 0.561165 0.574801 0.640859 -0.027691
2018 08 23 00 00 00 0.777170 0.507191 0.547472 0.551459 0.576620 0.640582 -0.029455
2018 08 24 00 00 00 0.776583 0.521271 0.523056 0.549162 0.573707 0.640306 -0.029081
2018 08 25 00 00 00 0.783230 0.605715 0.525919 0.536425 0.573017 0.640031 -0.023375
2018 08 26 00 00 00 0.783466 0.557367 0.523965 0.525658 0.568189 0.639759 -0.019074
2018 08 27 00 00 00 0.781145 0.550705 0.502495 0.516491 0.566104 0.639489 -0.011751
2018 08 28 00 00 00 0.815054 0.498039 0.500046 0.506791 0.557466 0.639222 -0.005060
2018 08 30 00 00 00 0.776923 0.356902 0.476158 0.520881 0.550070 0.638692 -0.007051
2018 08 31 00 00 00 0.762581 0.504127 0.480623 0.528697 0.552223 0.638430 -0.009184
2018 09 01 00 00 00 0.756820 0.498100 0.491776 0.529921 0.550781 0.638169 -0.010389
2018 09 02 00 00 00 0.766861 0.497770 0.506148 0.525372 0.547446 0.637912 -0.013937
2018 09 03 00 00 00 0.739700 0.581956 0.541222 0.522445 0.544650 0.637658 -0.020334
2018 09 04 00 00 00 0.750997 0.576115 0.558410 0.524114 0.543249 0.637407 -0.022391
2018 09 05 00 00 00 0.755297 0.528064 0.564342 0.525212 0.540023 0.637161 -0.024400
2018 09 06 00 00 00 0.756593 0.602422 0.570014 0.535072 0.548868 0.636919 -0.026297
2018 09 07 00 00 00 0.702601 0.624440 0.560230 0.551853 0.553203 0.636683 -0.029205
2018 09 08 00 00 00 0.756038 0.539630 0.560177 0.556193 0.558311 0.636454 -0.029973
2018 09 09 00 00 00 0.747478 0.537472 0.558240 0.555912 0.563258 0.636232 -0.031019
2018 09 10 00 00 00 0.739741 0.513466 0.554375 0.561778 0.564846 0.636019 -0.032111
2018 09 11 00 00 00 0.710214 0.575745 0.552115 0.561155 0.566305 0.635813 -0.032245
2018 09 12 00 00 00 0.707539 0.514506 0.556344 0.567816 0.565758 0.635616 -0.031959
2018 09 13 00 00 00 0.705790 0.575367 0.550116 0.574052 0.567880 0.635427 -0.032893
