Date;CO2_3;AirTemp_3;Patm_3;Rh_3
08/08/2018 06:02;0.386;20.851;782.41;20.041
08/08/2018 08:01;0.376;22.441;781.485;21.281
08/08/2018 09:01;0.39;21.821;781.013;21.47
08/08/2018 10:01;0.384;21.449;780.531;24.872
08/08/2018 11:01;0.385;21.311;780.135;22.914
08/08/2018 12:01;0.377;21.122;780.324;16.39
08/08/2018 13:01;0.372;20.587;780.984;8.548
08/08/2018 14:01;0.386;12.801;782.174;17.378
08/08/2018 15:01;0.404;8.773;782.693;21.945
08/08/2018 16:01;0.429;7.806;783.269;22.065
08/08/2018 17:01;0.429;7.533;783.704;22.301
08/08/2018 18:01;0.439;6.664;783.817;24.173
08/08/2018 19:01;0.45;4.867;784.072;29.844
08/08/2018 20:01;0.504;6.853;783.723;24.334
08/08/2018 21:01;0.454;6.088;783.723;25.048
08/08/2018 22:01;0.472;5.27;783.515;28.478
08/08/2018 23:01;0.469;3.479;783.402;35.163
09/08/2018 00:01;0.477;3.347;783.515;35.166
09/08/2018 01:01;0.462;3.325;783.496;32.957
09/08/2018 02:01;0.468;5.371;783.817;28.142
09/08/2018 03:01;0.453;5.88;783.968;27.304
09/08/2018 04:01;0.455;12.046;784.053;21.517
09/08/2018 05:01;0.416;17.015;784.525;10.552
09/08/2018 06:01;0.407;18.825;784.742;12.113
09/08/2018 07:01;0.391;21.578;784.374;17.205
09/08/2018 08:01;0.376;22.497;783.874;11.836
09/08/2018 09:01;0.402;23.02;783.298;14.527
09/08/2018 10:01;0.39;23.769;782.608;12.532
09/08/2018 11:01;0.391;22.812;782.618;15.421
09/08/2018 12:01;0.394;21.371;782.826;28.208
09/08/2018 13:01;0.392;20.288;783.411;33.828
09/08/2018 14:01;0.402;14.84;784.298;18.511
09/08/2018 15:01;0.412;7.649;785.205;25.655
09/08/2018 16:01;0.431;7.045;785.734;26.316
09/08/2018 17:01;0.447;8.562;786.036;25.275
09/08/2018 18:01;0.443;7.388;786.366;24.013
09/08/2018 19:01;0.462;7.954;786.432;34.741
09/08/2018 20:01;0.451;6.765;786.489;38.483
09/08/2018 21:01;0.472;6.387;786.291;41.438
09/08/2018 22:01;0.457;8.109;785.79;44.132
09/08/2018 23:01;0.469;8.363;785.469;24.551
10/08/2018 00:01;0.471;7.737;785.479;30.401
10/08/2018 01:01;0.482;6.944;785.535;48.33
10/08/2018 02:01;0.473;8.958;785.658;41.548
10/08/2018 03:01;0.46;10.098;786.187;40.003
10/08/2018 04:01;0.455;13.969;786.432;29.202
10/08/2018 05:01;0.457;17.437;786.697;13.772
10/08/2018 06:01;0.42;19.945;786.744;22.373
10/08/2018 07:01;0.39;21.862;786.281;18.662
10/08/2018 08:01;0.41;22.724;785.8;17.92
10/08/2018 09:01;0.39;23.973;785.044;18.961
10/08/2018 10:01;0.427;23.098;784.818;20.793
10/08/2018 11:01;0.404;23.18;784.459;30.017
10/08/2018 12:01;0.416;21.953;784.771;24.661
10/08/2018 13:01;0.393;20.408;785.233;25.46
10/08/2018 14:01;0.409;12.958;786.328;37.501
10/08/2018 15:01;0.389;12.002;786.593;41.797
10/08/2018 16:01;0.464;11.297;786.829;55.928
10/08/2018 17:01;0.378;10.031;787.452;52.765
10/08/2018 18:01;0.425;10.746;787.669;51.843
10/08/2018 19:01;0.415;11.208;787.669;44.771
10/08/2018 20:01;0.443;9.994;787.603;48.318
10/08/2018 21:01;0.386;10.305;787.31;45.117
10/08/2018 22:01;0.37;10.33;787.169;44.34
10/08/2018 23:01;0.395;10.138;786.97;44.664
11/08/2018 00:01;0.378;9.924;786.772;45.168
11/08/2018 01:01;0.391;9.55;786.98;46.083
11/08/2018 02:01;0.369;9.339;787.386;45.253
11/08/2018 03:01;0.318;9.632;787.83;44.944
11/08/2018 04:01;0.346;11.822;788.122;41.926
11/08/2018 05:01;0.326;15.079;788.368;36.217
11/08/2018 06:01;0.306;17.849;788.472;32.293
11/08/2018 07:01;0.298;19.237;787.905;31.015
11/08/2018 08:01;0.319;19.759;787.282;29.791
11/08/2018 09:01;0.306;19.964;786.64;31.651
11/08/2018 10:01;0.367;18.626;786.007;32.617
11/08/2018 11:01;0.384;19.07;785.743;30.521
11/08/2018 12:01;0.364;18.847;785.828;30.313
11/08/2018 13:01;0.333;18.387;786.328;29.168
11/08/2018 14:01;0.359;12.458;787.207;37.142
11/08/2018 15:01;0.387;11.891;787.339;32.488
11/08/2018 16:01;0.403;12.304;787.716;29.939
11/08/2018 17:01;0.398;11.885;787.858;32.116
11/08/2018 18:01;0.396;11.803;787.82;32.485
11/08/2018 19:01;0.438;11.284;787.66;35.188
11/08/2018 20:01;0.435;10.991;787.452;34.301
11/08/2018 21:01;0.412;10.375;787.112;36.126
11/08/2018 22:01;0.447;10.305;786.602;37.322
11/08/2018 23:01;0.433;9.572;786.366;41.375
12/08/2018 00:01;0.414;9.607;786.262;40.84
12/08/2018 01:01;0.497;9.289;786.149;39.871
12/08/2018 02:01;0.435;9.267;786.461;42.256
12/08/2018 03:01;0.44;8.656;787.15;44.941
12/08/2018 04:01;0.448;12.112;786.999;37.882
12/08/2018 05:01;0.409;14.349;787.603;30.581
12/08/2018 06:01;0.369;16.263;787.273;29.633
12/08/2018 07:01;0.425;17.323;786.725;25.753
12/08/2018 08:01;0.347;17.858;786.47;24.4
12/08/2018 09:01;0.368;18.755;785.649;23.012
12/08/2018 10:01;0.433;17.887;785.252;21.117
12/08/2018 11:01;0.425;17.22;785.12;19.352
12/08/2018 12:01;0.377;17.465;785.214;17.35
12/08/2018 13:01;0.401;15.517;785.299;20.714
12/08/2018 14:01;0.408;9.739;786.281;24.507
12/08/2018 15:01;0.405;9.163;786.47;28.189
12/08/2018 16:01;0.487;8.455;786.734;27.235
12/08/2018 17:01;0.401;8.442;787.169;26.917
12/08/2018 18:01;0.441;7.917;787.046;33.208
12/08/2018 19:01;0.434;7.338;787.244;38.735
12/08/2018 20:01;0.402;7.382;787.244;37.013
12/08/2018 21:01;0.441;7.976;786.848;38.933
12/08/2018 22:01;0.43;6.925;786.687;34.842
12/08/2018 23:01;0.451;6.954;786.451;29.463
13/08/2018 00:01;0.581;7.407;786.102;24.126
13/08/2018 01:01;0.496;7.275;786.14;26.958
13/08/2018 02:01;0.467;7.013;786.47;28.554
13/08/2018 03:01;0.508;7.662;786.744;29.791
13/08/2018 04:01;0.508;10.334;787.084;28.777
13/08/2018 05:01;0.519;12.297;787.207;27.103
13/08/2018 06:01;0.506;14.189;787.292;26.684
13/08/2018 07:01;0.476;15.63;786.989;24.727
13/08/2018 08:01;0.507;16.269;786.565;21.397
13/08/2018 09:01;0.476;17.031;786.026;22.127
13/08/2018 10:01;0.483;17.5;785.564;22.115
13/08/2018 11:01;0.442;17.616;785.507;21.873
13/08/2018 12:01;0.482;15.857;785.469;21.271
13/08/2018 13:01;0.45;14.645;785.885;22.049
13/08/2018 14:01;0.528;9.578;786.64;28.362
13/08/2018 15:01;0.534;8.65;786.923;28.696
13/08/2018 16:01;0.481;7.788;787.131;28.913
13/08/2018 17:01;0.532;8.181;787.131;30.115
13/08/2018 18:01;0.519;7.649;786.829;32.164
13/08/2018 19:01;0.535;7.268;786.923;32.95
13/08/2018 20:01;0.498;7.01;786.697;35.389
13/08/2018 21:01;0.555;6.718;786.451;35.245
13/08/2018 22:01;0.537;5.666;786.253;40.415
13/08/2018 23:01;0.525;4.477;785.96;40.796
14/08/2018 00:01;0.539;5.49;785.365;42.949
14/08/2018 01:01;0.528;4.656;785.262;42.729
14/08/2018 02:01;0.536;4.496;785.573;43.918
14/08/2018 03:01;0.525;5.443;785.866;45.404
14/08/2018 04:01;0.528;8.977;785.941;48.227
14/08/2018 05:01;0.51;9.478;786.423;63.068
14/08/2018 06:01;0.472;11.602;786.432;62.571
14/08/2018 07:01;0.463;12.401;786.291;59.591
14/08/2018 08:01;0.45;15.29;785.573;42.615
14/08/2018 09:01;0.453;15.737;785.082;34.685
14/08/2018 10:01;0.487;16.754;784.591;31.588
14/08/2018 11:01;0.514;15.476;784.516;34.958
14/08/2018 12:01;0.505;14.544;784.733;25.536
14/08/2018 13:01;0.492;13.575;785.016;27.002
14/08/2018 14:01;0.484;7.215;785.866;37.322
14/08/2018 15:01;0.548;5.89;786.13;39.912
14/08/2018 16:01;0.526;5.531;786.565;38.345
14/08/2018 17:01;0.525;4.854;786.716;42.294
14/08/2018 18:01;0.548;4.647;786.725;41.404
14/08/2018 19:01;0.538;3.561;786.876;44.658
14/08/2018 20:01;0.567;3.479;786.678;47.95
14/08/2018 21:01;0.558;3.268;786.442;45.174
14/08/2018 22:01;0.558;2.969;786.121;33.555
14/08/2018 23:01;0.567;1.915;785.885;30.769
15/08/2018 00:01;0.568;1.006;785.856;32.878
15/08/2018 01:01;0.539;3.347;785.422;21.02
15/08/2018 02:01;0.544;3.051;785.668;16.592
15/08/2018 03:01;0.556;4.533;785.837;17.627
15/08/2018 04:01;0.563;5.418;786.177;97.586
15/08/2018 05:01;0.558;9.087;786.47;72.623
15/08/2018 06:01;0.526;9.191;786.734;87.449
15/08/2018 07:01;0.533;14.639;785.941;55.213
15/08/2018 08:01;0.493;17.046;785.167;50.316
15/08/2018 09:01;0.5;15.552;784.874;58.656
15/08/2018 10:01;0.5;17.182;784.053;51.833
15/08/2018 11:01;0.518;16.175;783.836;52.456
15/08/2018 12:01;0.475;16.297;783.845;51.021
15/08/2018 14:02;0.5;9.034;785.545;23.223
15/08/2018 15:01;0.519;7.127;785.828;12.894
15/08/2018 16:01;0.521;6.78;786.272;13.234
15/08/2018 17:01;0.536;6.223;786.668;16.375
15/08/2018 18:01;0.558;8.065;786.527;8.727
15/08/2018 19:01;0.561;7.297;786.631;10.313
15/08/2018 20:01;0.571;6.994;786.291;8.733
15/08/2018 21:01;0.575;4.338;786.007;61.98
15/08/2018 22:01;0.616;6.887;785.762;30.442
15/08/2018 23:01;0.558;5.946;785.365;25.681
16/08/2018 00:01;0.604;3.202;785.384;88.293
16/08/2018 01:01;0.584;3.315;785.271;100.019
16/08/2018 02:01;0.626;1.541;785.101;91.965
16/08/2018 03:01;0.583;2.982;786.045;101.832
16/08/2018 04:01;0.624;4.508;786.243;99.666
16/08/2018 05:01;0.558;8.263;786.583;72.475
16/08/2018 06:01;0.546;11.045;786.555;57.048
16/08/2018 07:01;0.514;13.581;785.922;60.371
16/08/2018 08:01;0.506;14.872;785.214;58.477
16/08/2018 09:01;0.573;15.665;784.232;15.943
16/08/2018 10:01;0.595;15.69;783.883;23.877
16/08/2018 11:01;0.505;16.798;783.534;16.957
16/08/2018 12:01;0.535;15.599;783.477;10.703
16/08/2018 13:01;0.543;13.912;784.015;9.385
16/08/2018 14:01;0.515;8.118;784.978;19.641
16/08/2018 15:01;0.597;7.079;785.082;15.33
16/08/2018 16:01;0.55;6.302;785.441;29.797
16/08/2018 17:01;0.574;5.449;785.573;34.867
16/08/2018 18:01;0.578;5.418;785.441;23.619
16/08/2018 19:01;0.597;5.106;785.384;26.055
16/08/2018 20:01;0.669;5.736;785.195;27.339
16/08/2018 21:01;0.624;4.688;785.026;60.132
16/08/2018 23:01;0.619;5.122;784.374;37.825
17/08/2018 00:01;0.615;3.108;784.412;73.426
17/08/2018 01:01;0.581;2.727;784.327;98.118
17/08/2018 02:01;0.629;2.897;784.214;97.18
17/08/2018 03:01;0.593;3.781;784.591;101.168
17/08/2018 04:01;0.586;5.147;784.837;95.559
17/08/2018 05:01;0.591;9.084;784.78;79.729
17/08/2018 06:01;0.555;9.295;784.95;76.164
17/08/2018 07:01;0.57;9.701;784.695;77.904
17/08/2018 08:01;0.569;10.853;784.176;72.752
17/08/2018 09:01;0.554;10.148;783.874;80.938
17/08/2018 10:01;0.565;8.515;783.713;91.547
17/08/2018 11:01;0.59;11.895;783.165;69.127
17/08/2018 12:01;0.523;12.798;783.25;52.459
17/08/2018 13:01;0.572;7.511;784.289;80.072
17/08/2018 14:01;0.602;5.367;785.073;97.092
17/08/2018 15:01;0.561;4.858;785.082;98.357
17/08/2018 16:01;0.587;4.297;785.479;88.419
17/08/2018 17:01;0.584;4.102;785.696;88.645
17/08/2018 18:01;0.655;4.609;785.649;75.257
17/08/2018 19:01;0.605;5.537;785.309;61.605
17/08/2018 20:01;0.596;5.33;785.12;55.887
17/08/2018 21:01;0.597;5.437;784.61;57.542
17/08/2018 22:01;0.626;4.697;784.374;71.072
17/08/2018 23:01;0.637;5.924;784.062;48.714
18/08/2018 00:01;0.617;4.927;784.015;46.19
18/08/2018 01:02;0.628;4.996;784.072;36.299
18/08/2018 02:01;0.653;3.828;784.185;86.153
18/08/2018 03:01;0.615;5.921;784.261;39.028
18/08/2018 04:01;0.578;8.175;784.657;58.175
18/08/2018 05:01;0.586;11.139;784.846;32.17
18/08/2018 06:01;0.601;12.927;784.893;25.284
18/08/2018 07:01;0.591;13.518;784.468;28.271
18/08/2018 08:01;0.578;14.869;783.807;28.214
18/08/2018 09:01;0.525;15.592;783.524;33.699
18/08/2018 10:01;0.531;15.268;783.147;33.586
18/08/2018 11:01;0.516;15.545;782.967;27.15
18/08/2018 12:01;0.503;14.132;783.392;20.922
18/08/2018 13:01;0.501;13.226;783.874;18.949
18/08/2018 14:01;0.491;7.917;784.704;25.958
18/08/2018 15:01;0.517;6.359;785.271;31.046
18/08/2018 16:01;0.538;5.931;785.526;30.404
18/08/2018 17:01;0.543;5.799;785.658;35.04
18/08/2018 18:01;0.553;5.622;785.601;40.312
18/08/2018 19:01;0.569;5.383;785.431;40.837
18/08/2018 20:01;0.578;5.242;784.978;40.633
18/08/2018 21:01;0.595;5.078;784.591;34.741
18/08/2018 22:01;0.587;5.858;783.94;26.398
18/08/2018 23:01;0.648;6.397;783.609;17.838
19/08/2018 00:01;0.554;3.567;783.902;75.704
19/08/2018 01:01;0.551;3.784;783.524;57.341
19/08/2018 02:01;0.591;4.741;783.779;31.018
19/08/2018 03:01;0.605;5.783;784.204;25.404
19/08/2018 04:01;0.504;6.208;784.686;70.98
19/08/2018 05:01;0.511;8.939;784.61;63.459
19/08/2018 06:01;0.492;12.921;784.365;45.816
19/08/2018 07:01;0.51;13.786;783.977;39.09
19/08/2018 08:01;0.5;14.4;783.543;40.554
19/08/2018 09:01;0.496;14.979;783.071;44.576
19/08/2018 10:01;0.503;14.834;782.637;33.684
19/08/2018 11:01;0.538;15.948;782.004;22.949
19/08/2018 12:01;0.476;14.976;782.344;33.215
19/08/2018 13:01;0.483;12.118;782.854;50.769
19/08/2018 14:01;0.572;5.676;784.015;92.84
19/08/2018 15:01;0.547;3.847;784.185;75.981
19/08/2018 16:01;0.589;3.756;784.544;97.168
19/08/2018 17:01;0.56;3.416;784.827;94.98
19/08/2018 18:01;0.562;2.667;785.054;93.193
19/08/2018 19:01;0.6;3.312;784.856;96.098
19/08/2018 20:01;0.613;3.64;784.733;97.624
19/08/2018 21:01;0.572;3.655;784.676;98.326
19/08/2018 22:01;0.607;4.209;784.298;100.208
19/08/2018 23:01;0.584;4.694;783.704;102.606
20/08/2018 00:01;0.592;5.946;783.184;103.012
20/08/2018 01:01;0.604;5.742;783.675;102.845
20/08/2018 02:01;0.612;6.494;783.864;103.194
20/08/2018 03:01;0.556;6.469;784.412;103.157
20/08/2018 04:01;0.603;6.579;784.818;102.587
20/08/2018 05:01;0.556;8.168;784.903;101.788
20/08/2018 06:01;0.548;8.644;784.733;98.864
20/08/2018 07:01;0.558;9.946;784.44;95.27
20/08/2018 08:01;0.565;9.515;783.949;98.895
20/08/2018 09:01;0.55;9.72;783.449;96.466
20/08/2018 10:01;0.56;9.767;783.024;85.504
20/08/2018 11:01;0.539;12.184;782.325;73.382
20/08/2018 12:01;0.543;11.589;782.42;77.482
20/08/2018 13:01;0.538;11.208;782.911;79.078
20/08/2018 14:01;0.561;6.063;783.864;98.461
20/08/2018 15:01;0.558;3.715;784.393;102.854
20/08/2018 16:01;0.584;5.481;784.317;102.304
20/08/2018 17:01;0.59;4.792;784.818;102.442
20/08/2018 18:01;0.604;5.55;784.572;103.056
20/08/2018 19:01;0.61;5.396;784.374;102.974
20/08/2018 21:01;0.608;5.295;783.959;102.974
20/08/2018 22:01;0.611;5.333;783.609;103.229
20/08/2018 23:01;0.607;5.128;783.647;103.018
21/08/2018 00:01;0.634;5.786;783.298;103.758
21/08/2018 01:01;0.634;5.761;783.439;103.537
21/08/2018 02:01;0.613;5.559;783.77;103.452
21/08/2018 03:01;0.615;6.211;784.044;103.839
21/08/2018 04:01;0.605;7.375;784.346;103.043
21/08/2018 05:01;0.609;8.027;784.506;99.997
21/08/2018 06:01;0.6;9.72;784.317;99.109
21/08/2018 07:01;0.61;11.674;783.874;90.996
21/08/2018 08:01;0.574;13.512;783.043;80.205
21/08/2018 09:01;0.579;11.917;782.627;86.288
21/08/2018 10:01;0.574;14.636;781.806;75.802
21/08/2018 11:01;0.575;14.208;781.617;79.723
21/08/2018 12:01;0.548;15.133;781.494;64.12
21/08/2018 13:01;0.55;17.953;781.4;55.317
21/08/2018 14:01;0.562;11.426;782.637;35.629
21/08/2018 15:01;0.581;4.002;783.619;49.432
21/08/2018 16:01;0.611;3.637;784.015;40.664
21/08/2018 17:01;0.622;2.589;784.308;37.574
21/08/2018 18:01;0.618;1.795;784.147;46.442
21/08/2018 19:01;0.641;1.512;784.072;69.703
21/08/2018 20:01;0.637;1.245;783.864;68.296
21/08/2018 21:01;0.63;0.917;783.505;41.961
21/08/2018 22:01;0.625;0.156;783.118;47.157
21/08/2018 23:01;0.628;1.216;782.476;42.404
22/08/2018 00:01;0.642;1.204;782.58;43.701
22/08/2018 01:01;0.647;0.338;782.561;101.098
22/08/2018 02:01;0.631;0.279;782.844;101.394
22/08/2018 03:01;0.643;2.271;782.911;102.47
22/08/2018 04:01;0.613;7.803;783.071;84.812
22/08/2018 05:01;0.614;9.755;783.364;84.891
22/08/2018 06:01;0.617;12.181;783.241;77.026
22/08/2018 07:01;0.577;13.361;782.929;71.534
22/08/2018 08:01;0.559;16.26;782.023;64.504
22/08/2018 09:01;0.558;14.595;781.598;71.493
22/08/2018 10:01;0.575;15.64;781.013;67.103
22/08/2018 11:01;0.549;17.443;780.739;53.583
22/08/2018 12:01;0.545;16.672;780.833;50.291
22/08/2018 13:01;0.562;13.015;781.759;66.886
22/08/2018 14:01;0.567;8.014;782.637;54.068
22/08/2018 15:01;0.604;2.752;783.222;93.234
22/08/2018 16:01;0.594;2.881;783.581;87.427
22/08/2018 17:01;0.618;2.878;783.826;75.179
22/08/2018 18:01;0.689;2.349;783.789;80.985
22/08/2018 19:01;0.776;1.811;783.817;78.927
22/08/2018 20:01;0.624;1.619;783.59;72.047
22/08/2018 21:01;0.625;1.216;783.194;79.78
22/08/2018 22:01;0.615;0.71;782.797;75.994
22/08/2018 23:01;0.641;0.622;782.438;56.123
23/08/2018 00:01;0.64;-0.046;782.448;68.337
23/08/2018 01:01;0.648;3.319;782.127;101.797
23/08/2018 02:01;0.64;3.256;782.354;102.279
23/08/2018 03:01;0.627;3.369;782.967;102.924
23/08/2018 04:01;0.632;5.298;783.373;87.119
23/08/2018 05:01;0.62;8.971;783.43;81.127
23/08/2018 06:01;0.577;11.013;783.26;79.6
23/08/2018 07:01;0.578;12.902;782.703;62.354
23/08/2018 08:01;0.582;14.84;782.089;63.452
23/08/2018 09:01;0.57;15.511;781.277;59.563
23/08/2018 10:01;0.575;15.312;780.692;63.27
23/08/2018 11:01;0.565;12.782;780.767;70.055
23/08/2018 12:01;0.581;11.029;781.107;76.349
23/08/2018 13:01;0.6;8.549;781.598;86.395
23/08/2018 14:01;0.593;6.179;781.985;93.737
23/08/2018 15:01;0.623;4.76;782.552;98.552
23/08/2018 16:01;0.627;4.952;782.911;101.054
23/08/2018 17:01;0.622;3.52;783.42;101.552
23/08/2018 18:01;0.643;3.737;783.402;101.363
23/08/2018 19:01;0.633;2.23;783.685;103.415
23/08/2018 20:01;0.631;4.448;783.439;103.437
23/08/2018 21:01;0.649;5.666;782.873;103.345
23/08/2018 23:01;0.664;4.958;782.476;102.974
24/08/2018 00:01;0.656;4.389;782.221;102.382
24/08/2018 01:01;0.649;3.951;782.259;102.807
24/08/2018 02:01;0.669;1.676;783.014;101.07
24/08/2018 03:01;0.682;3.013;783.638;103.975
24/08/2018 05:02;0.653;8.156;784.006;103.207
24/08/2018 06:01;0.662;9.795;783.902;100.925
24/08/2018 07:01;0.641;10.475;783.487;95.128
24/08/2018 08:01;0.637;10.972;783.014;97.391
24/08/2018 09:01;0.62;11.193;782.58;95.396
24/08/2018 10:01;0.633;11.293;782.202;94.105
24/08/2018 11:01;0.602;11.438;781.919;88.853
24/08/2018 12:01;0.581;12.694;781.664;77.221
24/08/2018 13:01;0.58;12.414;781.881;75.264
24/08/2018 14:01;0.595;5.77;782.977;93.139
24/08/2018 15:01;0.601;3.46;783.675;102.017
24/08/2018 16:01;0.636;5.487;783.968;103.377
24/08/2018 17:01;0.646;5.05;784.355;101.712
24/08/2018 18:01;0.634;2.05;784.572;98.732
24/08/2018 19:01;0.632;0.477;784.582;97.558
24/08/2018 20:01;0.663;-0.946;784.374;97.054
24/08/2018 21:01;0.646;-0.943;784.053;86.782
24/08/2018 22:01;0.66;-1.364;783.468;87.317
24/08/2018 23:01;0.639;-0.181;782.816;78.889
25/08/2018 00:01;0.654;-0.505;782.627;78.414
25/08/2018 01:01;0.664;1.478;782.523;103.38
25/08/2018 02:01;0.657;1.884;783.071;102.895
25/08/2018 03:01;0.646;0.87;783.704;82.049
25/08/2018 04:01;0.639;6.176;783.553;94.25
25/08/2018 05:01;0.633;8.606;783.76;89.02
25/08/2018 06:01;0.592;12.194;783.666;70.209
25/08/2018 07:01;0.586;12.858;783.298;69.429
25/08/2018 08:01;0.606;14.526;782.637;64.762
25/08/2018 09:01;0.59;15.81;781.834;60.434
25/08/2018 10:01;0.585;15.19;781.409;49.152
25/08/2018 11:01;0.6;15.391;781.051;61.564
25/08/2018 12:01;0.546;16.055;781.088;61.155
25/08/2018 13:01;0.561;15.451;781.277;55.984
25/08/2018 14:01;0.568;9.597;782.523;49.385
25/08/2018 15:01;0.609;3.951;783.335;86.719
25/08/2018 16:01;0.619;3.02;783.855;76.038
25/08/2018 17:01;0.635;4.634;783.77;101.347
25/08/2018 18:01;0.648;5.22;783.694;101.976
25/08/2018 19:01;0.668;6.29;783.014;102.807
25/08/2018 20:01;0.671;5.761;783.005;102.719
25/08/2018 21:01;0.664;5.858;782.438;103.361
25/08/2018 22:01;0.667;5.544;782.108;103.377
25/08/2018 23:01;0.672;5.805;781.551;103.371
26/08/2018 00:01;0.644;5.654;781.343;103.481
26/08/2018 00:08;0.639;6.035;781.305;102.722
26/08/2018 01:01;0.664;5.676;781.315;103.619
26/08/2018 02:01;0.672;5.053;781.485;103.188
26/08/2018 03:01;0.635;4.024;781.966;103.242
26/08/2018 04:01;0.676;5.031;782.316;103.956
26/08/2018 05:01;0.685;5.912;782.608;102.851
26/08/2018 06:01;0.656;7.171;782.703;99.761
26/08/2018 07:01;0.657;7.989;782.268;95.135
26/08/2018 08:01;0.658;9.89;781.513;92.749
26/08/2018 09:01;0.674;11.039;780.994;83.997
26/08/2018 10:01;0.634;13.314;780.116;74.219
26/08/2018 11:01;0.624;13.27;779.766;65.851
26/08/2018 12:01;0.624;10.135;780.569;80.327
26/08/2018 13:01;0.624;10.057;780.72;77.215
26/08/2018 14:01;0.637;5.651;781.759;94.848
26/08/2018 15:01;0.63;6.016;781.938;101.52
26/08/2018 16:01;0.667;5.556;782.316;101.775
26/08/2018 17:01;0.662;3.64;782.911;102.685
26/08/2018 18:02;0.662;3.583;783.09;101.441
26/08/2018 19:01;0.678;4.889;782.778;103.04
26/08/2018 20:01;0.674;4.826;782.722;102.81
26/08/2018 21:01;0.676;3.788;782.476;103.106
26/08/2018 22:01;0.679;4.82;781.806;103.695
26/08/2018 23:01;0.702;5.997;781.202;103.714
27/08/2018 00:01;0.686;6.013;780.871;103.732
27/08/2018 01:01;0.683;5.531;781.06;103.559
27/08/2018 02:01;0.677;5.358;781.154;104.145
27/08/2018 04:02;0.692;6.233;782.117;103.874
27/08/2018 05:01;0.67;8.275;782.42;102.521
27/08/2018 06:01;0.645;9.131;782.306;95.075
27/08/2018 07:01;0.651;10.796;782.089;81.309
27/08/2018 08:01;0.653;11.183;781.258;86.14
27/08/2018 09:01;0.662;8.609;781.23;97.907
27/08/2018 10:01;0.673;8.279;780.994;94.653
27/08/2018 11:01;0.658;8.448;780.767;95.496
27/08/2018 12:01;0.645;9.437;780.588;86.48
27/08/2018 13:01;0.663;7.155;781.211;95.481
27/08/2018 14:01;0.659;5.157;781.617;89.539
27/08/2018 15:01;0.682;3.404;782.127;98.782
27/08/2018 16:01;0.692;4.149;782.495;101.788
27/08/2018 17:01;0.69;3.586;782.731;100.403
27/08/2018 18:01;0.725;0.565;782.797;81.973
27/08/2018 19:01;0.71;1.147;782.844;102.593
27/08/2018 20:01;0.698;1.056;782.722;100.29
27/08/2018 21:01;0.71;0.656;782.42;101.64
27/08/2018 22:01;0.723;0.864;782.335;101.769
27/08/2018 23:01;0.725;3.564;781.485;103.163
28/08/2018 00:01;0.704;3.97;781.409;103.578
28/08/2018 01:01;0.765;3.353;781.551;103.254
28/08/2018 02:01;0.707;2.812;782.089;104.176
28/08/2018 03:01;0.702;3.171;782.089;103.692
28/08/2018 04:01;0.691;5.723;782.306;91.304
28/08/2018 05:01;0.678;6.312;782.438;93.951
28/08/2018 06:01;0.706;9.122;782.372;80.205
28/08/2018 07:01;0.672;13.556;781.419;73.429
28/08/2018 08:01;0.676;11.325;781.324;86.282
28/08/2018 09:01;0.644;10.642;781.032;86.703
28/08/2018 10:01;0.658;9.059;781.051;96.532
28/08/2018 11:01;0.663;7.759;780.89;96.954
28/08/2018 12:01;0.682;7.227;780.871;98.115
28/08/2018 13:01;0.674;6.079;781.192;99.975
28/08/2018 14:01;0.672;5.166;781.721;99.572
28/08/2018 15:01;0.671;2.793;782.099;100.29
28/08/2018 16:01;0.717;4.697;782.202;103.446
28/08/2018 17:01;0.681;5.5;782.391;103.569
28/08/2018 18:01;0.699;5.358;782.438;103.371
28/08/2018 19:01;0.709;4.93;782.325;104.003
28/08/2018 20:01;0.688;5.446;782.099;103.66
28/08/2018 21:01;0.705;5.323;781.645;103.902
28/08/2018 22:01;0.708;5.282;781.277;103.887
28/08/2018 23:01;0.7;4.625;781.041;103.629
29/08/2018 00:01;0.703;3.633;780.748;103.525
29/08/2018 01:01;0.707;3.498;780.56;104.173
29/08/2018 02:01;0.712;4.826;780.635;104.368
29/08/2018 03:01;0.696;3.696;781.041;104.101
29/08/2018 04:01;0.728;7.029;780.815;92.595
29/08/2018 05:01;0.653;9.522;781.145;92.68
29/08/2018 06:01;0.625;11.526;781.211;83.833
29/08/2018 07:01;0.673;12.659;780.937;74.593
29/08/2018 08:01;0.591;12.814;780.446;70.644
29/08/2018 09:01;0.6;13.179;780.069;59.61
29/08/2018 10:01;0.606;13.103;779.766;61.718
29/08/2018 11:01;0.609;11.268;779.663;71.264
29/08/2018 12:01;0.584;10.041;779.748;79.67
29/08/2018 13:01;0.509;9.191;780.106;81.19
29/08/2018 14:01;0.573;5.975;780.493;57.328
29/08/2018 15:01;0.519;4.058;780.72;78.367
29/08/2018 16:01;0.548;3.838;781.202;97.457
29/08/2018 17:01;0.585;4.168;781.334;84.853
29/08/2018 18:01;0.598;4.373;781.192;46.373
29/08/2018 19:01;0.613;4.949;780.767;36.375
29/08/2018 20:01;0.51;5.078;780.805;16.573
29/08/2018 21:01;0.539;4.899;780.257;16.116
29/08/2018 22:01;0.551;4.832;780.003;18.253
29/08/2018 23:01;0.509;4.527;779.663;19.248
30/08/2018 00:01;0.512;4.899;779.285;18.121
