################################################################################
# WEBOBS OVPF
#
# PROC: {PROC.CGNSSOVPF} GNSS GAMIT/GLOBK OVPF
# TITLE: {\fontsize{14}{\bfVariation de distance}}: ref. PRAG
# FILENAME: BASELINES_PRAG_all.txt
#
#
# CREATED: 22-Apr-2024 02:01:50 by sysop@pitondescalumets
# COPYRIGHT: MMXXIV, (c) OVPF-IPGP
################################################################################
#
#yyyy mm dd HH MM SS PRAG-GITG_(cm)
2013 05 30 11 59 00 818625.454047
2013 05 31 11 59 00 818625.259280
2013 06 01 11 59 00 818625.761739
2013 06 02 11 59 00 818625.579951
2013 06 03 11 59 00 818625.525557
2013 06 04 11 59 00 818625.610444
2013 06 05 11 59 00 818625.221239
2013 06 06 11 59 00 818625.300403
2013 06 07 11 59 00 818625.235379
2013 06 08 11 59 00 818625.372523
2013 06 09 11 59 00 818625.303693
2013 06 10 11 59 00 818625.421603
2013 06 11 11 59 00 818625.441821
2013 06 12 11 59 00 818625.631125
2013 06 13 11 59 00 818625.598779
2013 06 14 11 59 00 818625.536027
2013 06 21 11 59 00 818626.438902
2013 06 22 11 59 00 818626.203139
2013 06 23 11 59 00 818625.715849
2013 06 24 11 59 00 818625.513376
2013 06 25 11 59 00 818625.879502
2013 06 26 11 59 00 818625.672363
2013 06 27 11 59 00 818625.457096
2013 06 28 11 59 00 818625.184476
2013 06 29 11 59 00 818625.333868
2013 06 30 11 59 00 818625.484334
2013 07 01 11 59 00 818625.428392
2013 07 02 11 59 00 818625.472749
2013 07 03 11 59 00 818625.339253
2013 07 04 11 59 00 818625.406327
2013 07 05 11 59 00 818625.268649
2013 07 06 11 59 00 818625.052877
2013 07 08 11 59 00 818625.384816
2013 07 09 11 59 00 818625.389266
2013 07 10 11 59 00 818625.511581
2013 07 11 11 59 00 818625.402437
2013 07 12 11 59 00 818625.364044
2013 07 13 11 59 00 818626.069654
2013 07 14 11 59 00 818625.723565
2013 07 21 11 59 00 818625.511072
2013 07 22 11 59 00 818625.367132
2013 07 23 11 59 00 818625.276055
2013 07 24 11 59 00 818625.603268
2013 07 25 11 59 00 818625.736227
2013 07 26 11 59 00 818625.411056
2013 07 27 11 59 00 818625.598190
2013 07 28 11 59 00 818626.026018
2013 07 29 11 59 00 818625.318105
2013 07 30 11 59 00 818625.394675
2013 07 31 11 59 00 818625.430476
2013 08 01 11 59 00 818625.310726
2013 08 02 11 59 00 818625.428399
2013 08 03 11 59 00 818625.462694
2013 08 04 11 59 00 818626.058292
2013 08 05 11 59 00 818626.088837
2013 08 06 11 59 00 818626.159943
2013 08 07 11 59 00 818625.918359
2013 08 08 11 59 00 818625.906349
2013 08 09 11 59 00 818625.542935
2013 08 10 11 59 00 818626.024053
2013 08 11 11 59 00 818625.432543
2013 08 12 11 59 00 818625.588452
2013 08 13 11 59 00 818625.271531
