################################################################################
# WEBOBS OVPF
#
# PROC: {PROC.CGNSSOVPF} GNSS GAMIT/GLOBK OVPF
# TITLE: {\fontsize{14}{\bfVariation de distance}}: ref. PRAG
# FILENAME: BASELINES_PRAG_all.txt
#
#
# CREATED: 22-Apr-2024 02:01:50 by sysop@pitondescalumets
# COPYRIGHT: MMXXIV, (c) OVPF-IPGP
################################################################################
#
#yyyy mm dd HH MM SS PRAG-GITG_(cm)
2013 08 14 11 59 00 818625.260535
2013 08 21 11 59 00 818625.133428
2013 08 23 11 59 00 818625.937075
2013 08 24 11 59 00 818626.036119
2013 08 25 11 59 00 818626.075171
2013 08 26 11 59 00 818625.826739
2013 08 27 11 59 00 818626.362188
2013 08 28 11 59 00 818626.143203
2013 08 29 11 59 00 818625.881077
2013 09 01 11 59 00 818626.302223
2013 09 02 11 59 00 818625.966421
2013 09 03 11 59 00 818625.810902
2013 09 04 11 59 00 818625.731692
2013 09 05 11 59 00 818626.002071
2013 09 06 11 59 00 818625.691399
2013 09 07 11 59 00 818625.794096
2013 09 08 11 59 00 818625.901470
2013 09 09 11 59 00 818625.888449
2013 09 10 11 59 00 818625.931641
2013 09 11 11 59 00 818625.762195
2013 09 12 11 59 00 818626.008861
2013 09 13 11 59 00 818625.732494
2013 09 14 11 59 00 818626.022753
2013 09 21 11 59 00 818626.217495
2013 09 22 11 59 00 818625.971276
2013 09 23 11 59 00 818625.630906
2013 09 24 11 59 00 818625.788777
2013 09 25 11 59 00 818625.850393
2013 09 26 11 59 00 818625.822434
2013 09 27 11 59 00 818625.831242
2013 09 28 11 59 00 818625.809874
2013 09 29 11 59 00 818625.645969
2013 09 30 11 59 00 818625.840321
2013 10 01 11 59 00 818625.814938
2013 10 02 11 59 00 818625.724304
2013 10 03 11 59 00 818625.816206
2013 10 04 11 59 00 818625.850933
2013 10 05 11 59 00 818625.887274
2013 10 06 11 59 00 818625.500645
2013 10 07 11 59 00 818625.645216
2013 10 08 11 59 00 818625.711621
2013 10 09 11 59 00 818625.695543
2013 10 10 11 59 00 818625.855293
2013 10 11 11 59 00 818625.831517
2013 10 12 11 59 00 818625.791855
2013 10 13 11 59 00 818625.709864
2013 10 14 11 59 00 818625.685997
2013 10 21 11 59 00 818625.589400
2013 10 22 11 59 00 818625.625974
2013 10 23 11 59 00 818625.582952
2013 10 24 11 59 00 818625.771267
2013 10 25 11 59 00 818625.750541
2013 10 26 11 59 00 818625.886657
2013 10 27 11 59 00 818625.900194
2013 10 28 11 59 00 818625.691528
2013 10 30 11 59 00 818625.838460
2013 10 31 11 59 00 818625.627696
2013 11 01 11 59 00 818625.505336
2013 11 02 11 59 00 818625.526460
2013 11 03 11 59 00 818625.703500
2013 11 05 11 59 00 818625.611033
2013 11 06 11 59 00 818625.611998
2013 11 07 11 59 00 818625.550219
2013 11 08 11 59 00 818625.538519
2013 11 09 11 59 00 818625.502063
2013 11 10 11 59 00 818625.597775
2013 11 11 11 59 00 818625.777151
2013 11 12 11 59 00 818625.601239
2013 11 13 11 59 00 818625.491796
2013 11 14 11 59 00 818625.957829
2013 11 21 11 59 00 818625.574281
2013 11 22 11 59 00 818625.541889
2013 11 23 11 59 00 818625.651427
2013 11 24 11 59 00 818625.646949
2013 11 25 11 59 00 818625.574473
2013 11 26 11 59 00 818625.296486
2013 11 27 11 59 00 818625.643749
2013 11 28 11 59 00 818625.654452
2013 11 29 11 59 00 818625.443535
2013 11 30 11 59 00 818625.590031
2013 12 04 11 59 00 818625.360614
2013 12 05 11 59 00 818625.769145
2013 12 06 11 59 00 818625.594133
2013 12 07 11 59 00 818625.661221
2013 12 08 11 59 00 818625.272336
2013 12 09 11 59 00 818625.446728
2013 12 11 11 59 00 818625.601271
2013 12 12 11 59 00 818625.706100
2013 12 13 11 59 00 818625.681477
2013 12 14 11 59 00 818625.612075
2013 12 21 11 59 00 818625.543673
2013 12 22 11 59 00 818625.604024
2013 12 23 11 59 00 818625.752953
2013 12 24 11 59 00 818625.596151
2013 12 25 11 59 00 818625.632596
2013 12 26 11 59 00 818625.690978
2013 12 27 11 59 00 818625.701200
2013 12 28 11 59 00 818625.456197
2013 12 29 11 59 00 818625.950967
2013 12 30 11 59 00 818625.777841
2013 12 31 11 59 00 818625.694107
2014 01 03 11 59 00 818625.306467
2014 01 04 11 59 00 818625.729643
2014 01 05 11 59 00 818625.963486
2014 01 06 11 59 00 818625.594095
2014 01 07 11 59 00 818625.718218
2014 01 08 11 59 00 818625.728845
2014 01 09 11 59 00 818625.549627
2014 01 10 11 59 00 818625.794134
2014 01 11 11 59 00 818625.790973
2014 01 12 11 59 00 818625.519699
2014 01 13 11 59 00 818625.801038
2014 01 14 11 59 00 818625.632788
2014 01 21 11 59 00 818625.875665
2014 01 22 11 59 00 818626.056483
2014 01 23 11 59 00 818626.027050
2014 01 25 11 59 00 818625.704379
2014 01 26 11 59 00 818625.403626
2014 01 29 11 59 00 818626.015904
2014 02 04 11 59 00 818626.261430
2014 02 05 11 59 00 818625.553669
2014 02 06 11 59 00 818625.515586
2014 02 07 11 59 00 818625.633471
2014 02 08 11 59 00 818625.206288
2014 02 09 11 59 00 818625.935395
2014 02 10 11 59 00 818625.687981
2014 02 11 11 59 00 818626.001179
2014 02 12 11 59 00 818625.805427
2014 02 13 11 59 00 818625.832824
2014 02 14 11 59 00 818625.306983
2014 02 21 11 59 00 818625.600936
2014 02 22 11 59 00 818625.716047
2014 02 23 11 59 00 818625.829300
2014 02 24 11 59 00 818625.852017
2014 02 25 11 59 00 818625.580938
2014 02 26 11 59 00 818625.478921
2014 02 27 11 59 00 818625.708024
2014 02 28 11 59 00 818626.070407
2014 03 01 11 59 00 818626.152659
2014 03 02 11 59 00 818625.866422
2014 03 03 11 59 00 818625.927187
2014 03 04 11 59 00 818625.892732
2014 03 05 11 59 00 818625.691640
2014 03 06 11 59 00 818625.449823
2014 03 07 11 59 00 818625.808967
2014 03 08 11 59 00 818625.557458
2014 03 09 11 59 00 818625.814408
2014 03 10 11 59 00 818625.585047
2014 03 11 11 59 00 818625.726614
2014 03 12 11 59 00 818625.755211
2014 03 13 11 59 00 818625.515450
2014 03 14 11 59 00 818625.564045
2014 03 21 11 59 00 818625.948398
2014 03 22 11 59 00 818625.807783
2014 03 24 11 59 00 818625.622970
2014 03 25 11 59 00 818625.289024
2014 03 26 11 59 00 818625.331896
2014 03 27 11 59 00 818625.302993
2014 03 29 11 59 00 818625.565861
2014 03 30 11 59 00 818625.713597
2014 03 31 11 59 00 818625.650901
2014 04 01 11 59 00 818625.504827
2014 04 02 11 59 00 818625.868799
2014 04 03 11 59 00 818625.692414
2014 04 04 11 59 00 818626.337722
2014 04 06 11 59 00 818625.520371
2014 04 07 11 59 00 818625.642278
2014 04 08 11 59 00 818625.495493
2014 04 09 11 59 00 818625.563567
2014 04 10 11 59 00 818625.766789
2014 04 11 11 59 00 818625.931331
2014 04 12 11 59 00 818625.501638
2014 04 13 11 59 00 818625.804970
2014 04 14 11 59 00 818625.432024
2014 04 21 11 59 00 818625.661019
2014 04 22 11 59 00 818625.653533
2014 04 23 11 59 00 818625.382802
2014 04 24 11 59 00 818625.839157
2014 04 25 11 59 00 818625.768005
2014 04 26 11 59 00 818625.545681
2014 04 27 11 59 00 818625.575961
2014 04 28 11 59 00 818625.744675
2014 04 29 11 59 00 818626.452583
2014 04 30 11 59 00 818625.685213
2014 05 01 11 59 00 818625.560260
2014 05 02 11 59 00 818625.982767
2014 05 03 11 59 00 818626.177052
2014 05 04 11 59 00 818626.380232
2014 05 05 11 59 00 818626.562134
2014 05 06 11 59 00 818625.695715
2014 05 07 11 59 00 818625.470954
2014 05 08 11 59 00 818625.601944
2014 05 09 11 59 00 818625.545455
2014 05 10 11 59 00 818625.240053
2014 05 11 11 59 00 818625.755232
2014 05 12 11 59 00 818625.500154
2014 05 13 11 59 00 818625.736436
2014 05 14 11 59 00 818625.785623
2014 05 21 11 59 00 818625.368993
2014 05 22 11 59 00 818625.598985
2014 05 23 11 59 00 818625.751597
2014 05 24 11 59 00 818625.553948
2014 05 25 11 59 00 818625.353923
2014 05 26 11 59 00 818625.546106
2014 05 27 11 59 00 818625.567907
2014 05 28 11 59 00 818625.711990
2014 05 29 11 59 00 818626.291082
2014 05 30 11 59 00 818626.013514
2014 05 31 11 59 00 818625.559521
2014 06 01 11 59 00 818625.701723
2014 06 02 11 59 00 818626.168276
2014 06 03 11 59 00 818625.620928
2014 06 04 11 59 00 818625.713140
2014 06 05 11 59 00 818625.546472
2014 06 06 11 59 00 818625.964176
2014 06 07 11 59 00 818625.512582
2014 06 08 11 59 00 818625.531510
2014 06 09 11 59 00 818625.616745
2014 06 10 11 59 00 818625.618872
2014 06 11 11 59 00 818625.724133
2014 06 12 11 59 00 818625.806291
2014 06 13 11 59 00 818625.894395
2014 06 14 11 59 00 818625.893171
2014 06 21 11 59 00 818626.117900
2014 06 22 11 59 00 818626.001298
2014 06 23 11 59 00 818626.134542
2014 06 24 11 59 00 818626.009436
2014 06 25 11 59 00 818626.091109
2014 06 26 11 59 00 818626.068552
2014 06 28 11 59 00 818626.044229
2014 06 29 11 59 00 818625.957767
2014 06 30 11 59 00 818626.101446
2014 07 01 11 59 00 818626.161124
2014 07 02 11 59 00 818626.452192
2014 07 03 11 59 00 818626.374756
2014 07 04 11 59 00 818626.575134
2014 07 05 11 59 00 818626.237075
2014 07 06 11 59 00 818626.197775
2014 07 07 11 59 00 818625.998652
2014 07 09 11 59 00 818625.943871
2014 07 10 11 59 00 818625.910022
2014 07 11 11 59 00 818625.775673
2014 07 12 11 59 00 818625.830485
2014 07 13 11 59 00 818625.769086
2014 07 14 11 59 00 818625.730877
2014 07 22 11 59 00 818625.950950
2014 07 24 11 59 00 818626.236838
2014 07 25 11 59 00 818626.402495
2014 07 26 11 59 00 818625.946353
2014 07 27 11 59 00 818625.872326
2014 07 29 11 59 00 818625.948956
2014 07 30 11 59 00 818626.079113
2014 07 31 11 59 00 818625.948649
2014 08 01 11 59 00 818625.889167
2014 08 02 11 59 00 818625.972900
2014 08 03 11 59 00 818626.163292
2014 08 04 11 59 00 818625.883514
2014 08 05 11 59 00 818626.249619
2014 08 06 11 59 00 818625.934775
2014 08 07 11 59 00 818626.374387
2014 08 08 11 59 00 818625.927822
2014 08 09 11 59 00 818625.900379
2014 08 10 11 59 00 818625.865014
2014 08 11 11 59 00 818626.041416
2014 08 12 11 59 00 818626.610952
2014 08 13 11 59 00 818626.186431
2014 08 14 11 59 00 818626.157082
2014 08 21 11 59 00 818626.034104
2014 08 22 11 59 00 818626.033174
2014 08 23 11 59 00 818626.011973
2014 08 24 11 59 00 818626.118893
2014 08 25 11 59 00 818626.373268
2014 08 26 11 59 00 818626.479983
2014 08 27 11 59 00 818626.055194
2014 08 28 11 59 00 818626.014632
2014 08 29 11 59 00 818626.116332
2014 08 30 11 59 00 818626.237458
2014 08 31 11 59 00 818625.918941
2014 09 01 11 59 00 818626.153161
2014 09 03 11 59 00 818626.045323
2014 09 04 11 59 00 818626.372352
2014 09 05 11 59 00 818626.391761
2014 09 06 11 59 00 818626.423536
2014 09 07 11 59 00 818626.468489
2014 09 08 11 59 00 818626.186699
2014 09 09 11 59 00 818626.033899
2014 09 10 11 59 00 818626.086902
2014 09 11 11 59 00 818626.124867
2014 09 12 11 59 00 818626.136829
2014 09 13 11 59 00 818626.108173
2014 09 14 11 59 00 818626.142401
2014 09 21 11 59 00 818626.156200
2014 09 22 11 59 00 818626.231356
2014 09 23 11 59 00 818626.210447
2014 09 24 11 59 00 818626.196991
2014 09 25 11 59 00 818626.151791
2014 09 26 11 59 00 818626.484632
2014 09 27 11 59 00 818626.107354
2014 09 28 11 59 00 818626.070825
2014 09 29 11 59 00 818626.071839
2014 09 30 11 59 00 818626.117531
2014 10 01 11 59 00 818626.213793
2014 10 02 11 59 00 818626.111484
2014 10 03 11 59 00 818626.174476
2014 10 04 11 59 00 818626.139613
2014 10 05 11 59 00 818626.161288
2014 10 06 11 59 00 818626.253455
2014 10 07 11 59 00 818626.096800
2014 10 08 11 59 00 818626.352067
2014 10 09 11 59 00 818626.122678
2014 10 10 11 59 00 818626.066210
2014 10 11 11 59 00 818625.996903
2014 10 12 11 59 00 818626.017131
2014 10 13 11 59 00 818626.084477
2014 10 14 11 59 00 818626.058254
2014 10 21 11 59 00 818626.222437
2014 10 22 11 59 00 818626.043413
2014 10 23 11 59 00 818626.417663
2014 10 24 11 59 00 818626.218934
2014 10 25 11 59 00 818625.923817
2014 10 26 11 59 00 818626.154108
2014 10 27 11 59 00 818625.609771
2014 10 28 11 59 00 818626.169701
2014 10 29 11 59 00 818626.083658
2014 10 30 11 59 00 818626.099292
2014 10 31 11 59 00 818626.019281
2014 11 01 11 59 00 818625.867171
2014 11 02 11 59 00 818625.918160
2014 11 03 11 59 00 818625.935991
2014 11 04 11 59 00 818626.438651
2014 11 05 11 59 00 818625.995568
2014 11 06 11 59 00 818625.887483
2014 11 07 11 59 00 818626.342911
2014 11 08 11 59 00 818625.885538
2014 11 09 11 59 00 818625.901034
2014 11 10 11 59 00 818626.191198
2014 11 11 11 59 00 818626.286004
2014 11 12 11 59 00 818626.034690
2014 11 13 11 59 00 818626.137498
2014 11 14 11 59 00 818626.055807
2014 11 21 11 59 00 818626.107552
2014 11 22 11 59 00 818626.090328
2014 11 24 11 59 00 818626.381688
2014 11 25 11 59 00 818626.165540
2014 11 26 11 59 00 818626.058428
2014 11 27 11 59 00 818626.085243
2014 11 28 11 59 00 818626.286715
2014 11 29 11 59 00 818626.142719
2014 11 30 11 59 00 818626.149142
2014 12 04 11 59 00 818626.114965
2014 12 05 11 59 00 818626.261566
2014 12 06 11 59 00 818625.981348
2014 12 07 11 59 00 818626.217076
2014 12 08 11 59 00 818626.232502
2014 12 09 11 59 00 818626.377335
2014 12 10 11 59 00 818626.228627
2014 12 12 11 59 00 818626.051213
2014 12 13 11 59 00 818626.216236
2014 12 14 11 59 00 818626.286119
2014 12 21 11 59 00 818626.414795
2014 12 22 11 59 00 818626.653074
2014 12 23 11 59 00 818626.405649
2014 12 24 11 59 00 818626.249430
2014 12 25 11 59 00 818626.252483
2014 12 26 11 59 00 818626.256219
2014 12 27 11 59 00 818626.479878
2014 12 28 11 59 00 818626.458493
2014 12 29 11 59 00 818626.281595
2014 12 30 11 59 00 818626.228030
2014 12 31 11 59 00 818626.169492
2015 01 01 11 59 00 818626.270084
2015 01 02 11 59 00 818626.146427
2015 01 03 11 59 00 818626.191247
2015 01 04 11 59 00 818626.009059
2015 01 05 11 59 00 818625.922677
2015 01 06 11 59 00 818626.205610
2015 01 07 11 59 00 818626.337603
2015 01 08 11 59 00 818626.425421
2015 01 09 11 59 00 818626.363485
2015 01 10 11 59 00 818626.745252
2015 01 11 11 59 00 818626.280818
2015 01 12 11 59 00 818626.183322
2015 01 13 11 59 00 818626.509709
2015 01 14 11 59 00 818626.570178
2015 01 21 11 59 00 818626.621320
2015 01 22 11 59 00 818626.774783
2015 01 23 11 59 00 818626.965377
2015 01 24 11 59 00 818626.885861
2015 01 25 11 59 00 818626.828850
2015 01 26 11 59 00 818626.318574
2015 01 27 11 59 00 818626.501692
2015 01 28 11 59 00 818626.583174
2015 01 29 11 59 00 818626.388972
2015 01 30 11 59 00 818626.909401
2015 01 31 11 59 00 818626.694727
2015 02 04 11 59 00 818625.963214
2015 02 05 11 59 00 818626.027214
2015 02 06 11 59 00 818626.174557
2015 02 07 11 59 00 818626.214225
2015 02 08 11 59 00 818626.592856
2015 02 09 11 59 00 818626.159908
2015 02 10 11 59 00 818625.882904
2015 02 11 11 59 00 818626.288392
2015 02 12 11 59 00 818626.212201
2015 02 13 11 59 00 818625.580461
2015 02 14 11 59 00 818626.253187
2015 02 21 11 59 00 818626.445583
2015 02 22 11 59 00 818625.862396
2015 02 23 11 59 00 818625.728462
2015 02 24 11 59 00 818625.574933
2015 02 25 11 59 00 818626.174675
2015 02 26 11 59 00 818626.024224
2015 02 27 11 59 00 818626.096999
2015 02 28 11 59 00 818625.781092
2015 03 01 11 59 00 818625.812122
2015 03 02 11 59 00 818625.672210
2015 03 03 11 59 00 818626.224486
2015 03 04 11 59 00 818625.695390
2015 03 05 11 59 00 818627.273634
2015 03 06 11 59 00 818626.215428
2015 03 07 11 59 00 818626.463532
2015 03 08 11 59 00 818625.998579
2015 03 09 11 59 00 818626.045592
2015 03 10 11 59 00 818625.925490
2015 03 11 11 59 00 818625.494748
2015 03 12 11 59 00 818625.972060
2015 03 13 11 59 00 818626.021794
2015 03 14 11 59 00 818626.225978
2015 03 21 11 59 00 818626.125341
2015 03 22 11 59 00 818625.494629
2015 03 23 11 59 00 818625.847978
2015 03 24 11 59 00 818625.920725
2015 03 25 11 59 00 818626.017253
2015 03 26 11 59 00 818626.161232
2015 03 27 11 59 00 818626.269352
2015 03 28 11 59 00 818625.811881
2015 03 29 11 59 00 818626.376283
2015 03 30 11 59 00 818625.944837
2015 03 31 11 59 00 818626.163226
2015 04 01 11 59 00 818626.133744
2015 04 02 11 59 00 818626.135717
2015 04 03 11 59 00 818626.116572
2015 04 04 11 59 00 818626.313966
2015 04 05 11 59 00 818626.013468
2015 04 06 11 59 00 818626.714596
2015 04 07 11 59 00 818625.921520
2015 04 08 11 59 00 818626.092946
2015 04 09 11 59 00 818625.998712
2015 04 10 11 59 00 818626.202654
2015 04 11 11 59 00 818626.246914
2015 04 13 11 59 00 818626.142875
2015 04 14 11 59 00 818626.046059
2015 04 15 11 59 00 818626.272670
2015 04 21 11 59 00 818626.221043
2015 04 22 11 59 00 818626.584143
2015 04 23 11 59 00 818626.470012
2015 04 24 11 59 00 818626.705653
2015 04 25 11 59 00 818626.593504
2015 04 26 11 59 00 818626.570624
2015 04 27 11 59 00 818626.764972
2015 04 28 11 59 00 818626.777111
2015 04 29 11 59 00 818626.793791
2015 04 30 11 59 00 818626.829153
2015 05 01 11 59 00 818626.768398
2015 05 02 11 59 00 818626.931434
2015 05 03 11 59 00 818626.991217
2015 05 04 11 59 00 818626.887231
2015 05 05 11 59 00 818627.013268
2015 05 06 11 59 00 818627.297525
2015 05 07 11 59 00 818627.292472
2015 05 08 11 59 00 818627.480523
2015 05 09 11 59 00 818627.030976
2015 05 10 11 59 00 818627.274717
2015 05 12 11 59 00 818627.019092
2015 05 13 11 59 00 818627.203239
2015 05 14 11 59 00 818627.006015
2015 05 15 11 59 00 818627.167494
2015 05 21 11 59 00 818626.648502
2015 05 22 11 59 00 818626.228585
2015 05 23 11 59 00 818626.028061
2015 05 24 11 59 00 818626.065712
2015 05 25 11 59 00 818625.935189
2015 05 26 11 59 00 818625.952853
2015 05 27 11 59 00 818625.916669
2015 05 28 11 59 00 818626.030302
2015 05 29 11 59 00 818626.172880
2015 05 30 11 59 00 818626.427126
2015 05 31 11 59 00 818625.781511
2015 06 01 11 59 00 818626.214041
2015 06 02 11 59 00 818625.930920
2015 06 03 11 59 00 818625.938779
2015 06 04 11 59 00 818625.788680
2015 06 05 11 59 00 818625.840119
2015 06 06 11 59 00 818625.950748
2015 06 07 11 59 00 818625.622768
2015 06 08 11 59 00 818625.806385
2015 06 09 11 59 00 818625.845346
2015 06 10 11 59 00 818626.001392
2015 06 11 11 59 00 818626.332411
2015 06 12 11 59 00 818626.105235
2015 06 13 11 59 00 818626.000392
2015 06 14 11 59 00 818626.087725
2015 06 15 11 59 00 818625.982822
2015 06 21 11 59 00 818626.996017
2015 06 22 11 59 00 818626.299705
2015 06 23 11 59 00 818626.210821
2015 06 24 11 59 00 818626.229275
2015 06 25 11 59 00 818626.254954
2015 06 26 11 59 00 818626.156646
2015 06 27 11 59 00 818626.480478
2015 06 28 11 59 00 818626.402213
2015 06 29 11 59 00 818626.317375
2015 06 30 11 59 00 818626.281066
2015 07 01 11 59 00 818626.404130
2015 07 02 11 59 00 818626.479826
2015 07 03 11 59 00 818626.275611
2015 07 04 11 59 00 818626.260952
2015 07 05 11 59 00 818626.260503
2015 07 06 11 59 00 818626.426265
2015 07 07 11 59 00 818626.722741
2015 07 08 11 59 00 818626.690726
2015 07 09 11 59 00 818626.757764
2015 07 10 11 59 00 818626.789661
2015 07 11 11 59 00 818626.787556
2015 07 13 11 59 00 818627.000265
2015 07 14 11 59 00 818627.676898
2015 07 15 11 59 00 818626.998864
2015 07 21 11 59 00 818627.152072
2015 07 22 11 59 00 818627.056126
2015 07 23 11 59 00 818627.184774
2015 07 24 11 59 00 818627.082273
2015 07 25 11 59 00 818627.150259
2015 07 26 11 59 00 818627.240454
2015 07 27 11 59 00 818627.350707
2015 07 28 11 59 00 818627.468052
2015 07 29 11 59 00 818627.510868
2015 07 30 11 59 00 818627.397371
2015 07 31 11 59 00 818626.655361
2015 08 01 11 59 00 818626.231917
2015 08 03 11 59 00 818626.190114
2015 08 04 11 59 00 818626.415722
2015 08 05 11 59 00 818626.617804
2015 08 06 11 59 00 818626.324952
2015 08 07 11 59 00 818626.587789
2015 08 08 11 59 00 818626.559307
2015 08 09 11 59 00 818626.280323
2015 08 10 11 59 00 818626.632905
2015 08 11 11 59 00 818626.806328
2015 08 12 11 59 00 818627.226520
2015 08 13 11 59 00 818626.831484
2015 08 14 11 59 00 818626.562622
2015 08 15 11 59 00 818627.495704
2015 08 21 11 59 00 818627.189765
2015 08 22 11 59 00 818627.277395
2015 08 23 11 59 00 818627.353589
2015 08 24 11 59 00 818626.979116
2015 08 25 11 59 00 818626.489790
2015 08 26 11 59 00 818626.492927
2015 08 27 11 59 00 818626.348795
2015 08 28 11 59 00 818626.162902
2015 08 29 11 59 00 818626.297453
2015 08 30 11 59 00 818626.631957
2015 08 31 11 59 00 818626.365294
2015 09 01 11 59 00 818626.387296
2015 09 04 11 59 00 818626.368946
2015 09 05 11 59 00 818626.302099
2015 09 06 11 59 00 818626.320306
2015 09 07 11 59 00 818626.123424
2015 09 08 11 59 00 818626.211953
2015 09 09 11 59 00 818626.590521
2015 09 10 11 59 00 818626.267619
2015 09 11 11 59 00 818626.181743
2015 09 12 11 59 00 818626.174236
2015 09 13 11 59 00 818626.396588
2015 09 14 11 59 00 818626.088648
2015 09 15 11 59 00 818626.180290
2015 09 21 11 59 00 818626.356148
2015 09 22 11 59 00 818626.494537
2015 09 23 11 59 00 818626.647881
2015 09 24 11 59 00 818626.561440
2015 09 25 11 59 00 818626.417855
2015 09 26 11 59 00 818626.859474
2015 09 27 11 59 00 818626.543791
2015 09 28 11 59 00 818626.320449
2015 09 29 11 59 00 818626.264796
2015 09 30 11 59 00 818626.294449
2015 10 01 11 59 00 818626.330302
2015 10 02 11 59 00 818626.634808
2015 10 03 11 59 00 818626.157102
2015 10 04 11 59 00 818626.134518
2015 10 05 11 59 00 818626.111090
2015 10 06 11 59 00 818626.253184
2015 10 07 11 59 00 818626.136104
2015 10 08 11 59 00 818626.204732
2015 10 09 11 59 00 818626.122542
2015 10 10 11 59 00 818626.152526
2015 10 11 11 59 00 818625.974161
2015 10 12 11 59 00 818626.007536
2015 10 13 11 59 00 818625.879125
2015 10 14 11 59 00 818625.983760
2015 10 15 11 59 00 818625.826780
2015 10 21 11 59 00 818626.000175
2015 10 22 11 59 00 818625.791684
2015 10 23 11 59 00 818625.673238
2015 10 24 11 59 00 818626.199298
2015 10 25 11 59 00 818626.325806
2015 10 26 11 59 00 818625.617108
2015 10 27 11 59 00 818625.574208
2015 10 28 11 59 00 818625.572228
2015 10 29 11 59 00 818625.842722
2015 10 30 11 59 00 818625.623263
2015 10 31 11 59 00 818625.477433
2015 11 01 11 59 00 818625.522936
2015 11 02 11 59 00 818625.567645
2015 11 03 11 59 00 818625.572249
2015 11 04 11 59 00 818625.928278
2015 11 05 11 59 00 818625.579477
2015 11 06 11 59 00 818625.687810
2015 11 07 11 59 00 818625.740744
2015 11 08 11 59 00 818625.946638
2015 11 09 11 59 00 818625.728082
2015 11 10 11 59 00 818626.001472
2015 11 11 11 59 00 818625.697091
2015 11 12 11 59 00 818625.600448
2015 11 13 11 59 00 818625.548623
2015 11 14 11 59 00 818625.758696
2015 11 15 11 59 00 818625.791353
2015 11 21 11 59 00 818625.982773
2015 11 22 11 59 00 818625.953950
2015 11 23 11 59 00 818626.065294
2015 11 24 11 59 00 818625.935771
2015 11 25 11 59 00 818625.939797
2015 11 26 11 59 00 818625.976374
2015 11 27 11 59 00 818625.940442
2015 11 28 11 59 00 818625.987611
2015 11 29 11 59 00 818625.999869
2015 11 30 11 59 00 818625.993128
2015 12 04 11 59 00 818626.018888
2015 12 05 11 59 00 818626.011283
2015 12 06 11 59 00 818625.857433
2015 12 07 11 59 00 818626.047453
2015 12 08 11 59 00 818625.891087
2015 12 09 11 59 00 818626.234893
2015 12 10 11 59 00 818626.114655
2015 12 11 11 59 00 818626.144291
2015 12 12 11 59 00 818625.969219
2015 12 13 11 59 00 818626.074376
2015 12 14 11 59 00 818625.992299
2015 12 15 11 59 00 818625.883315
2015 12 21 11 59 00 818626.325733
2015 12 22 11 59 00 818625.944693
2015 12 23 11 59 00 818626.263782
2015 12 24 11 59 00 818625.997380
2015 12 25 11 59 00 818626.284927
2015 12 26 11 59 00 818626.466537
2015 12 27 11 59 00 818626.122689
2015 12 28 11 59 00 818626.251873
2016 01 01 11 59 00 818625.720655
2016 01 02 11 59 00 818626.020871
2016 01 03 11 59 00 818626.224730
2016 01 04 11 59 00 818626.216961
2016 01 05 11 59 00 818625.681839
2016 01 06 11 59 00 818626.073373
2016 01 07 11 59 00 818626.122494
2016 01 08 11 59 00 818626.014535
2016 01 09 11 59 00 818626.120852
2016 01 10 11 59 00 818626.242111
2016 01 11 11 59 00 818626.139686
2016 01 12 11 59 00 818626.230557
2016 01 13 11 59 00 818626.520816
2016 01 14 11 59 00 818625.914501
2016 01 15 11 59 00 818625.981829
2016 01 21 11 59 00 818625.987290
2016 01 22 11 59 00 818626.128255
2016 01 23 11 59 00 818626.141122
2016 01 24 11 59 00 818625.982540
2016 01 25 11 59 00 818626.061348
2016 01 26 11 59 00 818626.180778
2016 01 27 11 59 00 818625.996341
2016 01 28 11 59 00 818625.891769
2016 01 29 11 59 00 818625.680003
2016 01 30 11 59 00 818625.268056
2016 01 31 11 59 00 818626.277753
2016 02 04 11 59 00 818626.801358
2016 02 05 11 59 00 818626.671445
2016 02 06 11 59 00 818626.906787
2016 02 07 11 59 00 818627.083538
2016 02 08 11 59 00 818626.413126
2016 02 09 11 59 00 818626.691635
2016 02 10 11 59 00 818627.000701
2016 02 11 11 59 00 818626.236235
2016 02 12 11 59 00 818626.472629
2016 02 13 11 59 00 818626.547674
2016 02 14 11 59 00 818626.207785
2016 02 15 11 59 00 818626.448340
2016 02 21 11 59 00 818626.571624
2016 02 22 11 59 00 818626.658121
2016 02 23 11 59 00 818626.698839
2016 02 24 11 59 00 818626.272663
2016 02 25 11 59 00 818626.661251
2016 02 26 11 59 00 818626.745057
2016 02 27 11 59 00 818626.719678
2016 02 28 11 59 00 818626.168398
2016 02 29 11 59 00 818626.789372
2016 03 01 11 59 00 818626.508921
2016 03 02 11 59 00 818626.582359
2016 03 03 11 59 00 818627.141710
2016 03 04 11 59 00 818626.557261
2016 03 05 11 59 00 818626.754513
2016 03 06 11 59 00 818626.612799
2016 03 07 11 59 00 818626.421497
2016 03 08 11 59 00 818627.163817
2016 03 09 11 59 00 818626.580968
2016 03 10 11 59 00 818626.515383
2016 03 11 11 59 00 818626.567079
2016 03 13 11 59 00 818626.152148
2016 03 14 11 59 00 818625.921588
2016 03 15 11 59 00 818626.578585
2016 03 21 11 59 00 818626.510287
2016 03 22 11 59 00 818626.606316
2016 03 23 11 59 00 818626.213786
2016 03 24 11 59 00 818626.669675
2016 03 25 11 59 00 818626.352817
2016 03 26 11 59 00 818626.538337
2016 03 27 11 59 00 818626.531756
