################################################################################
# WEBOBS OVPF
#
# PROC: {PROC.CGNSSOVPF} GNSS GAMIT/GLOBK OVPF
# TITLE: {\fontsize{14}{\bfVariation de distance}}: ref. FOAG
# FILENAME: BASELINES_FOAG_all.txt
#
#
# CREATED: 11-Jan-2022 09:20:47 by sysop@pitondescalumets
# COPYRIGHT: 2022, (c) OVPF-IPGP
################################################################################
#
year month day hour minute second FOAG-ENOG_(cm) FOAG-FJAG_(cm)
2011 02 26 11 59 00 NaN 399543.717069
2011 02 27 11 59 00 NaN 399543.896564
2011 02 28 11 59 00 NaN 399543.893697
2011 03 01 11 59 00 NaN 399543.844539
2011 03 02 11 59 00 NaN 399543.633504
2011 03 03 11 59 00 NaN 399543.605324
2011 03 04 11 59 00 NaN 399543.768635
2011 03 05 11 59 00 NaN 399543.792630
2011 03 06 11 59 00 NaN 399543.868666
2011 03 07 11 59 00 NaN 399543.873404
2011 03 08 11 59 00 NaN 399543.043267
2011 03 09 11 59 00 NaN 399543.446313
2011 03 10 11 59 00 NaN 399544.043774
2011 03 11 11 59 00 NaN 399543.557972
2011 03 12 11 59 00 NaN 399543.657983
2011 03 13 11 59 00 NaN 399543.336118
2011 03 21 11 59 00 NaN 399543.452197
2011 03 22 11 59 00 NaN 399543.630784
2011 03 23 11 59 00 NaN 399543.883721
2011 03 24 11 59 00 NaN 399543.485574
2011 03 25 11 59 00 NaN 399543.441544
2011 03 26 11 59 00 NaN 399543.677223
2011 03 27 11 59 00 NaN 399543.205604
2011 03 28 11 59 00 NaN 399542.703773
2011 03 29 11 59 00 NaN 399543.301497
2011 03 30 11 59 00 NaN 399543.462577
2011 03 31 11 59 00 NaN 399543.406420
2011 04 01 11 59 00 NaN 399543.426288
2011 04 02 11 59 00 NaN 399543.444132
2011 04 03 11 59 00 NaN 399543.161906
2011 04 04 11 59 00 NaN 399543.066410
2011 04 05 11 59 00 NaN 399543.263321
2011 04 06 11 59 00 NaN 399543.438960
2011 04 07 11 59 00 NaN 399543.613074
2011 04 08 11 59 00 NaN 399543.432844
2011 04 09 11 59 00 NaN 399543.337545
2011 04 10 11 59 00 NaN 399542.976264
2011 04 11 11 59 00 NaN 399542.977152
2011 04 12 11 59 00 NaN 399543.678583
2011 04 13 11 59 00 NaN 399543.403199
2011 04 21 11 59 00 NaN 399543.302649
2011 04 22 11 59 00 NaN 399543.202667
2011 04 23 11 59 00 NaN 399543.174548
2011 04 24 11 59 00 NaN 399543.159337
2011 04 25 11 59 00 NaN 399543.302456
2011 04 26 11 59 00 NaN 399543.010324
2011 04 27 11 59 00 NaN 399543.034310
2011 04 28 11 59 00 NaN 399543.191781
2011 04 29 11 59 00 NaN 399543.405965
2011 04 30 11 59 00 NaN 399543.145434
2011 05 01 11 59 00 NaN 399543.360839
2011 05 02 11 59 00 NaN 399543.212340
2011 05 03 11 59 00 NaN 399543.057947
2011 05 04 11 59 00 NaN 399543.175481
2011 05 05 11 59 00 NaN 399543.356162
2011 05 06 11 59 00 NaN 399542.985479
2011 05 07 11 59 00 NaN 399543.531113
2011 05 08 11 59 00 NaN 399543.645119
2011 05 09 11 59 00 NaN 399543.160559
2011 05 10 11 59 00 NaN 399542.852146
2011 05 21 11 59 00 NaN 399543.132429
2011 05 22 11 59 00 NaN 399543.127781
2011 05 23 11 59 00 NaN 399543.006740
2011 05 24 11 59 00 NaN 399542.855905
2011 05 25 11 59 00 NaN 399542.760657
2011 05 26 11 59 00 NaN 399542.632263
2011 05 27 11 59 00 NaN 399542.864701
2011 05 28 11 59 00 NaN 399542.959894
2011 05 29 11 59 00 NaN 399542.960232
2011 05 30 11 59 00 NaN 399542.945708
2011 05 31 11 59 00 NaN 399542.895525
2011 06 01 11 59 00 NaN 399542.964465
2011 06 02 11 59 00 NaN 399542.965722
2011 06 03 11 59 00 NaN 399542.981139
2011 06 04 11 59 00 NaN 399542.957421
2011 06 05 11 59 00 NaN 399542.880602
2011 06 06 11 59 00 NaN 399542.696490
2011 06 07 11 59 00 NaN 399542.864736
2011 06 08 11 59 00 NaN 399542.913214
2011 06 09 11 59 00 NaN 399542.849622
2011 06 10 11 59 00 NaN 399542.882662
2011 06 11 11 59 00 NaN 399542.670813
2011 06 12 11 59 00 NaN 399542.574910
2011 06 13 11 59 00 NaN 399542.884725
2011 06 21 11 59 00 NaN 399542.851752
2011 06 22 11 59 00 NaN 399542.332036
2011 06 23 11 59 00 325795.820935 399542.382425
2011 06 24 11 59 00 325796.062489 399542.781398
2011 06 25 11 59 00 325795.997016 399542.874683
2011 06 26 11 59 00 325796.089477 399542.678929
2011 06 27 11 59 00 325795.728121 399542.636351
2011 06 28 11 59 00 325796.175141 399542.833095
2011 06 29 11 59 00 325796.232673 399542.895217
2011 06 30 11 59 00 325796.172079 399542.960044
2011 07 01 11 59 00 325796.133844 399542.837869
2011 07 02 11 59 00 325796.135407 399543.038771
2011 07 03 11 59 00 325796.190714 399542.944920
2011 07 04 11 59 00 325796.104088 399542.472874
2011 07 05 11 59 00 325796.257837 399542.274315
2011 07 06 11 59 00 325796.094131 399542.858983
2011 07 07 11 59 00 325796.494363 399543.041814
2011 07 08 11 59 00 325796.378245 399542.677793
2011 07 09 11 59 00 325796.104569 399542.723817
2011 07 10 11 59 00 325796.067721 399542.776357
2011 07 11 11 59 00 325796.301479 399542.858302
2011 07 12 11 59 00 325796.285653 399542.876924
2011 07 13 11 59 00 325796.141380 399542.623999
2011 07 21 11 59 00 325796.044053 399542.809630
2011 07 22 11 59 00 325796.338150 399542.779312
2011 07 23 11 59 00 325796.278490 399543.081109
2011 07 24 11 59 00 325796.195511 399542.791258
2011 07 25 11 59 00 325796.061160 399542.928447
2011 07 26 11 59 00 325795.811503 399542.470029
2011 07 27 11 59 00 325795.872825 399542.742970
2011 07 28 11 59 00 325795.772952 399542.690709
2011 07 29 11 59 00 325795.525231 399542.570784
2011 07 30 11 59 00 325795.485523 399542.340169
2011 07 31 11 59 00 325796.045464 399542.766515
2011 08 01 11 59 00 325796.048490 399542.761096
2011 08 02 11 59 00 325796.112312 399542.676799
2011 08 03 11 59 00 325795.956767 399542.845021
2011 08 04 11 59 00 325795.731622 399542.762037
2011 08 05 11 59 00 325795.997191 399542.461992
2011 08 06 11 59 00 325795.854880 399543.210698
2011 08 07 11 59 00 325795.647652 399542.666735
2011 08 08 11 59 00 325795.750900 399542.596696
2011 08 09 11 59 00 325795.213288 399542.300394
2011 08 10 11 59 00 325795.819124 399542.620500
2011 08 11 11 59 00 325795.991242 399542.604810
2011 08 12 11 59 00 325795.853358 399542.682118
2011 08 13 11 59 00 325795.873603 399542.361386
2011 08 21 11 59 00 325795.793611 399542.778410
2011 08 22 11 59 00 325795.595350 399542.432427
2011 08 23 11 59 00 325795.846248 399542.536894
2011 08 24 11 59 00 325795.718140 399542.630209
2011 08 25 11 59 00 325795.743028 399542.734672
2011 08 26 11 59 00 325795.730544 399542.601632
2011 08 27 11 59 00 325795.868388 399542.679247
2011 08 28 11 59 00 325795.685569 399542.705317
2011 08 29 11 59 00 325795.937306 399542.607803
2011 08 30 11 59 00 325795.795424 399542.658985
2011 08 31 11 59 00 325795.473228 399542.934953
2011 09 01 11 59 00 325795.055955 399542.885422
2011 09 02 11 59 00 325795.339555 399542.628196
2011 09 03 11 59 00 325795.363233 399542.578826
2011 09 04 11 59 00 325795.567060 399542.409995
2011 09 05 11 59 00 325795.768011 399542.607415
2011 09 06 11 59 00 325795.616931 399542.733855
2011 09 07 11 59 00 325795.627575 399542.684232
2011 09 08 11 59 00 325795.664258 399542.817572
2011 09 09 11 59 00 325795.709038 399542.604921
2011 09 10 11 59 00 325795.630963 399542.671849
2011 09 11 11 59 00 325795.507530 399542.833993
2011 09 12 11 59 00 325795.505010 399542.574334
2011 09 13 11 59 00 325795.432793 399542.573416
2011 09 21 11 59 00 325795.320750 399542.338066
2011 09 22 11 59 00 325795.307080 399542.719255
2011 09 23 11 59 00 325795.359824 399542.619339
2011 09 24 11 59 00 325795.475202 399542.821189
2011 09 25 11 59 00 325795.621146 399542.597281
2011 09 26 11 59 00 325795.520133 399542.682723
2011 09 27 11 59 00 325795.478239 399542.643916
2011 09 28 11 59 00 325795.456576 399542.287147
2011 09 29 11 59 00 325795.408766 399542.524469
2011 09 30 11 59 00 325795.280047 399542.539518
2011 10 01 11 59 00 325795.534847 399542.370314
2011 10 02 11 59 00 325795.479262 399542.689789
2011 10 03 11 59 00 325795.332602 399542.397242
2011 10 04 11 59 00 325795.604142 399542.429767
2011 10 05 11 59 00 325795.592460 399542.564040
2011 10 06 11 59 00 325795.470772 399542.568572
2011 10 07 11 59 00 325795.335165 399542.471668
2011 10 08 11 59 00 325795.490956 399542.582928
2011 10 09 11 59 00 325795.562890 399542.471946
2011 10 10 11 59 00 325795.302010 399542.379287
2011 10 11 11 59 00 325794.976832 399542.732972
2011 10 12 11 59 00 325795.307265 399542.228487
2011 10 13 11 59 00 325795.532586 399541.959391
2011 10 21 11 59 00 325795.532855 399542.488337
2011 10 22 11 59 00 325795.426589 399542.468438
2011 10 23 11 59 00 325795.629459 399542.516441
2011 10 24 11 59 00 325795.466405 399542.655654
2011 10 25 11 59 00 325795.377638 399542.516839
2011 10 26 11 59 00 325795.370302 399542.727037
2011 10 27 11 59 00 325795.300871 399542.041897
2011 10 28 11 59 00 325795.363921 399542.164436
2011 10 29 11 59 00 325795.412439 399542.548077
2011 10 30 11 59 00 325795.434006 399542.687765
2011 10 31 11 59 00 325795.466572 399542.516950
2011 11 01 11 59 00 325795.349226 399542.605845
2011 11 02 11 59 00 325795.451095 399542.713467
2011 11 03 11 59 00 325795.473870 399542.697989
2011 11 04 11 59 00 325795.381253 399542.671015
2011 11 05 11 59 00 325795.338075 399542.878972
2011 11 06 11 59 00 325795.437837 399542.601136
2011 11 07 11 59 00 325795.409772 399542.369688
2011 11 08 11 59 00 325795.553352 399542.390919
2011 11 09 11 59 00 325795.413053 399542.445835
2011 11 10 11 59 00 325795.519129 399542.540689
2011 11 11 11 59 00 325795.009151 399542.430534
2011 11 12 11 59 00 325795.273615 399542.417615
2011 11 13 11 59 00 325795.551059 399542.383440
2011 11 21 11 59 00 325795.222921 399542.413340
2011 11 22 11 59 00 325795.598997 399542.694300
2011 11 23 11 59 00 325795.495598 399542.957077
2011 11 24 11 59 00 325795.065018 399542.541905
2011 11 25 11 59 00 325795.204380 399542.384646
2011 11 26 11 59 00 325795.280225 399542.562313
2011 11 27 11 59 00 325795.225490 399542.297624
2011 11 28 11 59 00 325795.233372 399542.346812
2011 11 29 11 59 00 325795.044273 399541.855897
2011 11 30 11 59 00 325795.156427 399542.451225
2011 12 04 11 59 00 325795.191469 399542.419729
2011 12 05 11 59 00 325795.309770 399542.463856
2011 12 06 11 59 00 325795.416484 399542.543076
2011 12 07 11 59 00 325795.703443 399542.370547
2011 12 08 11 59 00 325795.077651 399542.384403
2011 12 09 11 59 00 325795.282039 399542.627010
2011 12 10 11 59 00 325795.370514 399542.231727
2011 12 11 11 59 00 325795.208782 399542.327681
2011 12 12 11 59 00 325795.270034 399542.382451
2011 12 13 11 59 00 325795.691666 399542.615960
2011 12 21 11 59 00 325794.508249 399541.727004
2011 12 22 11 59 00 325794.907445 399542.230061
2011 12 23 11 59 00 325795.182885 399542.335690
2011 12 24 11 59 00 325795.027505 399542.065035
2011 12 25 11 59 00 325795.027256 399542.186732
2011 12 26 11 59 00 325795.105740 399542.344930
2011 12 27 11 59 00 325795.240751 399542.435177
2011 12 28 11 59 00 325795.150481 399542.343123
2011 12 29 11 59 00 325795.448949 399542.901929
2011 12 30 11 59 00 325795.328689 399542.551655
2011 12 31 11 59 00 325795.181488 399542.334625
2012 03 21 11 59 00 325794.774527 399541.974414
2012 03 22 11 59 00 325794.574994 399541.962646
2012 03 23 11 59 00 325794.890666 399542.180019
2012 03 24 11 59 00 325794.671624 399541.873070
2012 03 25 11 59 00 325794.900033 399541.821929
2012 03 26 11 59 00 325795.119433 399542.006808
2012 03 27 11 59 00 325794.630343 399542.328321
2012 03 31 11 59 00 325794.563137 399542.190683
2012 04 01 11 59 00 325794.856129 399541.661722
2012 04 02 11 59 00 325794.752699 399541.721786
2012 04 03 11 59 00 325795.046786 399541.729759
2012 04 04 11 59 00 325795.190778 399542.119391
2012 04 05 11 59 00 325795.045906 399542.172041
2012 04 06 11 59 00 325794.998746 399541.980975
2012 04 07 11 59 00 325795.265118 399542.265579
2012 04 08 11 59 00 325794.765383 399541.861635
2012 04 09 11 59 00 325794.742474 399541.683993
2012 04 10 11 59 00 325794.883767 399541.800784
2012 04 11 11 59 00 325795.084475 399541.917237
2012 04 12 11 59 00 325794.824393 399541.920891
2012 04 13 11 59 00 325794.783853 399541.901219
2012 04 14 11 59 00 325794.510468 399541.856931
2012 04 21 11 59 00 325794.765839 399541.849422
2012 04 22 11 59 00 325795.078790 399542.092563
2012 04 23 11 59 00 325794.704721 399541.745625
2012 04 24 11 59 00 325794.696974 399541.771766
2012 04 25 11 59 00 325794.810919 399541.790570
2012 04 26 11 59 00 325795.095491 399541.851154
2012 04 27 11 59 00 325795.019726 399541.749910
2012 04 28 11 59 00 325794.873611 399541.821036
2012 04 29 11 59 00 325794.854871 399541.798952
2012 04 30 11 59 00 325794.555198 399541.748285
2012 05 01 11 59 00 325794.661224 399541.726630
2012 05 02 11 59 00 325794.618816 399541.721382
2012 05 03 11 59 00 325794.235358 399541.923097
2012 05 04 11 59 00 325794.464579 399542.137028
2012 05 05 11 59 00 325794.878199 399541.997386
2012 05 06 11 59 00 325795.099454 399541.391329
2012 05 07 11 59 00 325794.422085 399541.507955
2012 05 08 11 59 00 325794.981766 399541.665108
2012 05 09 11 59 00 325794.793264 399541.825012
2012 05 10 11 59 00 325794.775634 399541.748749
2012 05 11 11 59 00 325794.703566 399541.627719
2012 05 12 11 59 00 325794.745270 399541.693399
2012 05 13 11 59 00 325794.652251 399541.535049
2012 05 14 11 59 00 325794.958145 399541.633896
2012 05 21 11 59 00 325794.579120 399541.530719
2012 05 22 11 59 00 325794.893341 399541.681368
2012 05 23 11 59 00 325794.815860 399541.673506
2012 05 24 11 59 00 325794.562104 399541.667571
2012 05 25 11 59 00 325794.801856 399541.789318
2012 05 26 11 59 00 325794.791669 399541.769551
2012 05 27 11 59 00 325794.691164 399541.512065
2012 05 28 11 59 00 325794.172385 399541.601487
2012 05 29 11 59 00 325794.174920 399541.604899
2012 05 30 11 59 00 325794.305181 399541.626149
2012 05 31 11 59 00 325794.637386 399541.225816
2012 06 01 11 59 00 325794.676329 399541.230167
2012 06 02 11 59 00 325794.529029 399541.222882
2012 06 03 11 59 00 325794.747042 399541.308877
2012 06 04 11 59 00 325794.892114 399541.499756
2012 06 05 11 59 00 325794.769322 399541.563470
2012 06 06 11 59 00 325794.559995 399542.215860
2012 06 07 11 59 00 325794.550688 399541.349390
2012 06 08 11 59 00 325794.601735 399541.399559
2012 06 09 11 59 00 325794.812996 399541.735085
2012 06 10 11 59 00 325794.539082 399541.685462
2012 06 11 11 59 00 325794.430052 399541.559209
2012 06 12 11 59 00 325794.070656 399541.482564
2012 06 13 11 59 00 325794.447425 399541.120519
2012 06 14 11 59 00 325794.535166 399541.283421
2012 06 21 11 59 00 325794.588078 399541.298178
2012 06 22 11 59 00 325794.552799 399541.422823
2012 06 23 11 59 00 325794.611741 399541.434497
2012 06 24 11 59 00 325794.558263 399541.866209
2012 06 25 11 59 00 325794.506077 399541.358737
2012 06 26 11 59 00 325794.428048 399540.980739
2012 06 27 11 59 00 325794.558637 399541.385960
2012 06 28 11 59 00 325794.621137 399541.539758
2012 06 30 11 59 00 325794.551020 399541.486169
2012 07 01 11 59 00 325794.576139 399541.475596
2012 07 02 11 59 00 325794.490355 399541.453084
2012 07 03 11 59 00 325794.454906 399541.506077
2012 07 04 11 59 00 325794.176242 399541.500758
2012 07 05 11 59 00 325794.554325 399541.429264
2012 07 06 11 59 00 325794.431794 399541.348157
2012 07 07 11 59 00 325794.584609 399541.517230
2012 07 08 11 59 00 325794.498110 399541.440054
2012 07 09 11 59 00 325794.374994 399541.529619
2012 07 10 11 59 00 325794.366742 399541.518502
2012 07 11 11 59 00 325794.069669 399541.571712
2012 07 12 11 59 00 325794.348329 399541.464459
2012 07 13 11 59 00 325794.465376 399541.417224
2012 07 14 11 59 00 325794.473702 399541.331937
2012 07 21 11 59 00 325794.428501 399541.390830
2012 07 22 11 59 00 325794.391270 399541.386308
2012 07 23 11 59 00 325794.278583 399541.300018
2012 07 24 11 59 00 325794.270302 399541.291070
2012 07 25 11 59 00 325794.534914 399541.515383
2012 07 26 11 59 00 325794.393830 399541.360692
2012 07 27 11 59 00 325794.334006 399541.387328
2012 07 28 11 59 00 325794.604390 399541.418339
2012 07 29 11 59 00 325794.520110 399541.371926
2012 07 30 11 59 00 325794.496619 399541.468844
2012 07 31 11 59 00 325794.404148 399541.342156
2012 08 01 11 59 00 325794.496631 399541.283798
2012 08 02 11 59 00 325794.375360 399541.261190
2012 08 03 11 59 00 325794.498379 399541.357584
2012 08 04 11 59 00 325794.455557 399541.437985
2012 08 05 11 59 00 325794.567512 399541.347561
2012 08 06 11 59 00 325794.439068 399541.379652
2012 08 07 11 59 00 325794.207531 399541.292388
2012 08 08 11 59 00 325794.106446 399541.330645
2012 08 09 11 59 00 325793.931427 399541.419020
2012 08 10 11 59 00 325794.194769 399541.250754
2012 08 11 11 59 00 325794.232964 399541.357230
2012 08 12 11 59 00 325794.254719 399541.317711
2012 08 13 11 59 00 325794.274054 399541.319578
2012 08 14 11 59 00 325794.283851 399541.392117
2012 08 21 11 59 00 325794.123119 399541.482682
2012 08 22 11 59 00 325794.277282 399541.497877
2012 08 23 11 59 00 325794.457317 399541.397819
2012 08 24 11 59 00 325794.392108 399541.444121
2012 08 25 11 59 00 325794.365813 399541.324357
2012 08 26 11 59 00 325794.372125 399541.285423
2012 08 27 11 59 00 325794.277013 399541.318458
2012 08 28 11 59 00 325794.303633 399541.340799
2012 08 29 11 59 00 325794.376506 399541.328142
2012 08 30 11 59 00 325794.431811 399541.324766
2012 08 31 11 59 00 325794.300363 399541.422154
2012 09 01 11 59 00 325794.206271 399541.258278
2012 09 02 11 59 00 325794.431271 399541.300689
2012 09 03 11 59 00 325794.334323 399541.304206
2012 09 04 11 59 00 325794.297695 399541.289799
2012 09 05 11 59 00 325794.359489 399540.627620
2012 09 06 11 59 00 325794.136886 399540.914464
2012 09 07 11 59 00 325794.239894 399541.265570
2012 09 08 11 59 00 325794.351312 399541.306548
2012 09 09 11 59 00 325794.378632 399541.266126
2012 09 10 11 59 00 325794.299836 399541.205981
2012 09 11 11 59 00 325794.413678 399541.325033
2012 09 12 11 59 00 325794.338921 399541.211013
2012 09 13 11 59 00 325794.061411 399541.175061
2012 09 14 11 59 00 325794.053979 399541.234120
2012 09 21 11 59 00 325794.229903 399541.291045
2012 09 22 11 59 00 325794.237285 399541.179694
2012 09 23 11 59 00 325794.166106 399541.257708
2012 09 24 11 59 00 325794.327752 399541.171423
2012 09 25 11 59 00 325794.211011 399541.284081
2012 09 26 11 59 00 325794.324770 399541.145847
2012 09 27 11 59 00 325794.412009 399541.138489
2012 09 28 11 59 00 325794.374510 399541.273958
2012 09 29 11 59 00 325794.281260 399541.296061
2012 09 30 11 59 00 325794.420700 399541.253721
2012 10 01 11 59 00 325794.291919 399541.208989
2012 10 02 11 59 00 325794.463622 399541.200213
2012 10 03 11 59 00 325794.163742 399541.224628
2012 10 04 11 59 00 325794.180324 399541.213798
2012 10 05 11 59 00 325794.142160 399541.116713
2012 10 06 11 59 00 325794.034190 399541.097864
2012 10 07 11 59 00 325794.231765 399541.122022
2012 10 08 11 59 00 325794.219107 399541.175763
2012 10 09 11 59 00 325794.289614 399541.189111
2012 10 10 11 59 00 325794.066184 399541.088488
2012 10 11 11 59 00 325794.130283 399541.122431
2012 10 12 11 59 00 325794.192030 399541.198734
2012 10 13 11 59 00 325794.213181 399541.226646
2012 10 14 11 59 00 325794.344791 399541.286554
2012 10 21 11 59 00 325794.232643 399541.313997
2012 10 22 11 59 00 325794.119220 399541.190932
2012 10 23 11 59 00 325794.306264 399541.296839
2012 10 24 11 59 00 325794.092701 399541.244809
2012 10 25 11 59 00 325794.275413 399541.208615
2012 10 26 11 59 00 325793.993686 399541.092374
2012 10 27 11 59 00 325794.173501 399541.058325
2012 10 28 11 59 00 325794.197796 399541.079334
2012 10 29 11 59 00 325794.109497 399541.256047
2012 10 30 11 59 00 325794.307598 399541.298943
2012 10 31 11 59 00 325794.130067 399541.222841
2012 11 01 11 59 00 325794.308224 399541.262926
2012 11 02 11 59 00 325794.406554 399541.485820
2012 11 03 11 59 00 325794.217523 399541.226581
2012 11 04 11 59 00 325794.313663 399541.188939
2012 11 05 11 59 00 325794.211882 399541.228519
2012 11 06 11 59 00 325794.251276 399541.360515
2012 11 07 11 59 00 325794.152738 399541.210498
2012 11 08 11 59 00 325794.268864 399541.194546
2012 11 09 11 59 00 325794.359735 399541.425681
2012 11 10 11 59 00 325794.084727 399541.066521
2012 11 11 11 59 00 325794.213089 399541.157358
2012 11 12 11 59 00 325794.249352 399541.186285
2012 11 13 11 59 00 325794.250962 399541.284893
2012 11 14 11 59 00 325794.178524 399541.166891
2012 11 21 11 59 00 325794.051647 399541.360001
2012 11 22 11 59 00 325794.350555 399540.864246
2012 11 23 11 59 00 325794.149316 399541.345790
2012 11 24 11 59 00 325794.166350 399540.967821
2012 11 25 11 59 00 325794.040890 399541.134154
2012 11 26 11 59 00 325794.016691 399541.012992
2012 11 27 11 59 00 325794.027016 399541.162914
2012 11 28 11 59 00 325794.136687 399541.425449
2012 11 29 11 59 00 325793.989411 399541.063498
2012 11 30 11 59 00 325794.241612 399541.046819
2012 12 04 11 59 00 325793.926137 399540.975971
2012 12 05 11 59 00 325793.725463 399541.148108
2012 12 06 11 59 00 325793.868421 399541.364508
2012 12 07 11 59 00 325793.777254 399541.249179
2012 12 08 11 59 00 325794.245789 399541.136521
2012 12 09 11 59 00 325794.291257 399541.143344
2012 12 10 11 59 00 325794.435631 399541.096159
2012 12 11 11 59 00 325794.586985 399541.315022
2012 12 12 11 59 00 325794.117400 399541.298423
2012 12 13 11 59 00 325794.253345 399540.933838
2012 12 14 11 59 00 325793.928552 399541.237068
2012 12 21 11 59 00 325794.195350 399540.962931
2012 12 22 11 59 00 325794.103651 399541.212012
2012 12 23 11 59 00 325794.347560 399541.136374
2012 12 24 11 59 00 325794.018792 399540.919697
2012 12 25 11 59 00 325794.109054 399540.988072
2012 12 26 11 59 00 325794.317086 399541.182883
2012 12 27 11 59 00 325794.343485 399541.356377
2012 12 28 11 59 00 325794.467761 399541.498583
2012 12 29 11 59 00 325793.900827 399541.152730
2012 12 30 11 59 00 325793.613691 399541.072117
2012 12 31 11 59 00 325793.616401 399541.402684
2013 01 01 11 59 00 325794.017412 399541.255482
2013 01 02 11 59 00 325794.215128 399541.521802
2013 01 03 11 59 00 325793.653963 399541.247443
2013 01 04 11 59 00 325794.290496 399541.127084
2013 01 05 11 59 00 325794.895138 399541.771115
2013 01 06 11 59 00 325794.209397 399541.114856
2013 01 07 11 59 00 325794.038001 399541.039456
2013 01 08 11 59 00 325793.873298 399541.056690
2013 01 09 11 59 00 325793.928249 399541.211557
2013 01 10 11 59 00 325793.495766 399541.333411
2013 01 11 11 59 00 325793.779509 399541.040481
2013 01 12 11 59 00 325793.772911 399541.238541
2013 01 14 11 59 00 325794.230053 399541.338149
2013 01 21 11 59 00 325793.914700 399540.691595
2013 01 22 11 59 00 325794.476099 399541.270067
2013 01 23 11 59 00 325794.246071 399541.261962
2013 01 24 11 59 00 325794.043660 399540.972650
2013 01 25 11 59 00 325794.500944 399541.076664
2013 01 26 11 59 00 325795.262127 399541.009687
2013 01 27 11 59 00 325794.266088 399541.022777
2013 01 28 11 59 00 325793.286032 399540.696253
2013 01 29 11 59 00 325794.169685 399541.109704
2013 01 30 11 59 00 325793.833027 399541.034349
2013 01 31 11 59 00 325794.024526 399541.399984
2013 02 04 11 59 00 325793.944892 399540.869353
2013 02 05 11 59 00 325793.878705 399541.507813
2013 02 06 11 59 00 325794.198281 399541.045885
2013 02 07 11 59 00 325794.175881 399540.996318
2013 02 08 11 59 00 325794.210393 399540.795134
2013 02 09 11 59 00 325794.471476 399541.149188
2013 02 10 11 59 00 325794.377024 399541.092228
2013 02 11 11 59 00 325794.076983 399540.256059
2013 02 12 11 59 00 325794.002195 399540.746228
2013 02 13 11 59 00 325794.300238 399541.468743
2013 02 14 11 59 00 325793.791472 399541.445787
2013 02 21 11 59 00 325793.647734 399540.372579
2013 02 22 11 59 00 325794.407012 399540.999306
2013 02 23 11 59 00 325794.070247 399540.884775
2013 02 24 11 59 00 325794.217805 399541.277384
2013 02 25 11 59 00 325794.014264 399541.116178
2013 02 26 11 59 00 325794.112956 399541.089512
2013 02 27 11 59 00 325793.757890 399541.073838
2013 02 28 11 59 00 325794.114203 399540.906930
2013 03 01 11 59 00 325793.735597 399540.825322
2013 03 02 11 59 00 325793.732636 399541.091309
2013 03 03 11 59 00 325793.857987 399540.832044
2013 03 04 11 59 00 325794.018920 399541.025846
2013 03 05 11 59 00 325793.658200 399540.786570
2013 03 06 11 59 00 325793.669333 399541.228746
2013 03 07 11 59 00 325793.446927 399541.419681
2013 03 08 11 59 00 325793.158086 399541.264001
2013 03 09 11 59 00 325793.941792 399541.879062
2013 03 10 11 59 00 325793.923833 399540.264977
2013 03 11 11 59 00 325794.031198 399540.703832
2013 03 12 11 59 00 325793.887086 399540.736741
2013 03 13 11 59 00 325793.528118 399540.269020
2013 03 14 11 59 00 325793.873130 399540.967478
2013 03 21 11 59 00 325793.942536 399540.768468
2013 03 22 11 59 00 325794.002221 399540.730544
2013 03 23 11 59 00 325793.983248 399540.654331
2013 03 24 11 59 00 325793.850588 399540.781650
2013 03 25 11 59 00 325793.855554 399540.799519
2013 03 26 11 59 00 325793.847204 399540.751290
2013 03 27 11 59 00 325793.839169 399540.616896
2013 03 28 11 59 00 325793.357115 399540.862197
2013 03 29 11 59 00 325794.390503 399541.393792
2013 03 30 11 59 00 325795.042615 399541.101776
2013 03 31 11 59 00 325794.377367 399540.357376
2013 04 01 11 59 00 325793.978107 399540.576751
2013 04 02 11 59 00 325793.973852 399540.029575
2013 04 03 11 59 00 325794.459186 399540.496663
2013 04 04 11 59 00 325794.036900 399540.746057
2013 04 05 11 59 00 325793.622716 399540.677419
2013 04 06 11 59 00 325793.443500 399539.775169
2013 04 07 11 59 00 325794.075649 399540.477686
2013 04 08 11 59 00 325794.159838 399540.994875
2013 04 09 11 59 00 325793.246144 399540.888601
2013 04 10 11 59 00 325793.512507 399541.144494
2013 04 11 11 59 00 325793.701072 399540.547912
2013 04 12 11 59 00 325793.728526 399540.674931
2013 04 13 11 59 00 325793.614090 399540.722040
2013 04 14 11 59 00 325793.625640 399540.584129
2013 04 21 11 59 00 325793.259060 399540.751573
2013 04 22 11 59 00 325793.381182 399540.343597
2013 04 23 11 59 00 325793.891154 399540.584028
2013 04 24 11 59 00 325793.662218 399540.563539
2013 04 25 11 59 00 325793.688117 399540.553472
2013 04 26 11 59 00 325793.893435 399540.606924
2013 04 27 11 59 00 325793.712763 399539.972239
2013 04 28 11 59 00 325793.790687 399540.511762
2013 04 29 11 59 00 325793.835460 399539.840574
2013 04 30 11 59 00 325793.744193 399539.729786
2013 05 01 11 59 00 325793.922331 399539.888306
2013 05 02 11 59 00 325793.584309 399539.322408
2013 05 04 11 59 00 325793.751903 399540.221735
2013 05 05 11 59 00 325793.657870 399540.102176
2013 05 06 11 59 00 325793.717780 399540.605994
2013 05 07 11 59 00 325793.543272 399540.013516
2013 05 08 11 59 00 325793.672745 399539.994012
