################################################################################
# WEBOBS OVPF
#
# PROC: {PROC.CGNSSOVPF} GNSS GAMIT/GLOBK OVPF
# TITLE: {\fontsize{14}{\bfVariation de distance}}: ref. FOAG
# FILENAME: BASELINES_FOAG_all.txt
#
#
# CREATED: 11-Jan-2022 09:20:47 by sysop@pitondescalumets
# COPYRIGHT: 2022, (c) OVPF-IPGP
################################################################################
#
year month day hour minute second FOAG-ENOG_(cm) FOAG-FJAG_(cm)
2010 11 02 11 59 00 NaN 399534.228069
2010 11 03 11 59 00 NaN 399533.954446
2010 11 04 11 59 00 NaN 399533.895387
2010 11 05 11 59 00 NaN 399533.996590
2010 11 06 11 59 00 NaN 399534.091838
2010 11 07 11 59 00 NaN 399534.035055
2010 11 08 11 59 00 NaN 399534.217355
2010 11 09 11 59 00 NaN 399534.308964
2010 11 10 11 59 00 NaN 399534.436571
2010 11 11 11 59 00 NaN 399534.525450
2010 11 12 11 59 00 NaN 399534.431105
2010 11 13 11 59 00 NaN 399534.654868
2010 11 21 11 59 00 NaN 399535.473550
2010 11 22 11 59 00 NaN 399535.728687
2010 11 23 11 59 00 NaN 399535.927272
2010 11 24 11 59 00 NaN 399536.135446
2010 11 25 11 59 00 NaN 399536.152281
2010 11 26 11 59 00 NaN 399536.246036
2010 11 27 11 59 00 NaN 399536.192779
2010 11 28 11 59 00 NaN 399536.277506
2010 11 29 11 59 00 NaN 399536.358776
2010 11 30 11 59 00 NaN 399536.549997
2010 12 04 11 59 00 NaN 399537.148647
2010 12 05 11 59 00 NaN 399537.211103
2010 12 06 11 59 00 NaN 399537.207111
2010 12 07 11 59 00 NaN 399537.241341
2010 12 08 11 59 00 NaN 399537.308818
2010 12 09 11 59 00 NaN 399537.984133
2010 12 10 11 59 00 NaN 399539.443253
2010 12 11 11 59 00 NaN 399539.493905
2010 12 12 11 59 00 NaN 399539.685153
2010 12 13 11 59 00 NaN 399539.811356
2010 12 21 11 59 00 NaN 399540.810642
2010 12 22 11 59 00 NaN 399540.737367
2010 12 23 11 59 00 NaN 399541.311948
2010 12 24 11 59 00 NaN 399541.551521
2010 12 25 11 59 00 NaN 399541.327668
2010 12 26 11 59 00 NaN 399541.313134
2010 12 27 11 59 00 NaN 399541.246328
2010 12 28 11 59 00 NaN 399541.427165
2010 12 29 11 59 00 NaN 399541.398551
2010 12 30 11 59 00 NaN 399541.602213
2010 12 31 11 59 00 NaN 399541.576895
2011 01 01 11 59 00 NaN 399541.573423
2011 01 02 11 59 00 NaN 399542.285709
2011 01 03 11 59 00 NaN 399541.955243
2011 01 04 11 59 00 NaN 399541.706030
2011 01 05 11 59 00 NaN 399541.719838
2011 01 06 11 59 00 NaN 399541.919857
2011 01 07 11 59 00 NaN 399541.981974
2011 01 08 11 59 00 NaN 399542.024067
2011 01 09 11 59 00 NaN 399542.284543
2011 01 10 11 59 00 NaN 399542.280238
2011 01 11 11 59 00 NaN 399542.275979
2011 01 12 11 59 00 NaN 399541.974803
2011 01 13 11 59 00 NaN 399542.263867
2011 01 21 11 59 00 NaN 399542.459496
2011 01 22 11 59 00 NaN 399542.587157
2011 01 23 11 59 00 NaN 399542.534921
2011 01 24 11 59 00 NaN 399542.786652
2011 01 25 11 59 00 NaN 399543.117472
2011 01 26 11 59 00 NaN 399543.266413
2011 01 27 11 59 00 NaN 399542.636982
2011 01 28 11 59 00 NaN 399542.722137
2011 01 29 11 59 00 NaN 399542.549823
2011 01 30 11 59 00 NaN 399542.670829
2011 01 31 11 59 00 NaN 399542.652521
2011 02 04 11 59 00 NaN 399543.409740
2011 02 05 11 59 00 NaN 399543.380946
2011 02 06 11 59 00 NaN 399543.559804
2011 02 07 11 59 00 NaN 399543.266018
2011 02 08 11 59 00 NaN 399543.505716
2011 02 09 11 59 00 NaN 399543.992620
2011 02 10 11 59 00 NaN 399543.641630
2011 02 11 11 59 00 NaN 399543.423736
2011 02 12 11 59 00 NaN 399543.884402
2011 02 13 11 59 00 NaN 399544.166441
2011 02 21 11 59 00 NaN 399543.752542
2011 02 22 11 59 00 NaN 399544.233110
2011 02 23 11 59 00 NaN 399543.928680
2011 02 24 11 59 00 NaN 399543.654902
2011 02 25 11 59 00 NaN 399543.742963
