################################################################################
# WEBOBS OVPF
#
# PROC: {PROC.CGNSSOVPF} GNSS PdF GAMIT/GLOBK
# TITLE: {\fontsize{14}{\bfVariation de distance}}: ref. SNEG
# FILENAME: BASELINES_SFR0,SNEG_all.txt
#
#
# CREATED: 21-Mar-2020 08:42:13 by sysop@pitondescalumets
# COPYRIGHT: 2020, (c) OVPF-IPGP
################################################################################
#
#yyyy mm dd HH MM SS SNEG-BORG_(cm) SNEG-DERG_(cm) SNEG-DSRG_(cm)
2008 11 26 11 59 00 158572.231386 35979.225652 127982.188161
2008 11 27 11 59 00 158573.544928 35980.264144 127985.973048
2008 11 28 11 59 00 158573.168491 35980.419948 127987.291254
2008 11 29 11 59 00 158573.045935 35980.211010 127987.105464
2008 11 30 11 59 00 158573.082089 35980.376058 127987.346696
2008 12 01 11 59 00 158573.063044 35980.535800 127987.418851
2008 12 02 11 59 00 158574.284025 35980.634518 127988.178491
2008 12 03 11 59 00 158574.487700 35980.904092 127988.697882
2008 12 04 11 59 00 158574.237603 35980.583706 127988.381188
2008 12 05 11 59 00 158574.594409 35980.955197 127988.973160
2008 12 06 11 59 00 158575.178517 35981.212860 127989.787248
2008 12 07 11 59 00 158575.390268 35981.323505 127989.827373
2008 12 08 11 59 00 158575.838321 35981.441200 127990.529737
2008 12 09 11 59 00 158575.773118 35981.613739 127990.927961
2008 12 10 11 59 00 158575.695861 35981.729384 127991.016688
2008 12 11 11 59 00 158575.841766 35981.823861 127990.960304
2008 12 12 11 59 00 158575.202568 35981.427579 127990.452578
2008 12 13 11 59 00 158575.342678 35981.168443 127990.364891
2008 12 19 11 59 00 158575.931471 35981.578370 127991.498286
2008 12 20 11 59 00 158575.573792 35981.560971 127991.181014
2008 12 21 11 59 00 158575.321631 35981.481958 127990.938133
2008 12 22 11 59 00 158575.624256 35981.732720 127991.104478
2008 12 23 11 59 00 158575.253735 35981.795852 127991.166774
2008 12 24 11 59 00 158575.753263 35981.610369 127991.203536
2008 12 25 11 59 00 158575.378402 35981.367061 127990.882514
2008 12 26 11 59 00 158575.382182 35981.141270 127990.443525
2008 12 27 11 59 00 158575.039040 35981.319396 127990.144870
2008 12 28 11 59 00 158575.434851 35981.358474 127990.578069
2008 12 29 11 59 00 158575.356712 35981.354282 127990.472160
2008 12 30 11 59 00 158575.259410 35981.677880 127990.945360
2008 12 31 11 59 00 158580.086828 35981.656134 127990.861317
2009 01 01 11 59 00 158574.742949 35981.665221 127990.035890
2009 01 02 11 59 00 158575.063496 35981.540151 127990.640552
2009 01 03 11 59 00 158575.034174 35981.881312 127990.575652
2009 01 04 11 59 00 158575.260841 35981.712863 127990.808032
2009 01 05 11 59 00 158575.342188 35981.703657 127990.767693
2009 01 06 11 59 00 158575.473915 35982.018358 127990.806222
2009 01 07 11 59 00 158574.989232 35981.678553 127990.451251
2009 01 08 11 59 00 158574.999892 35981.897335 127990.656305
2009 01 09 11 59 00 158574.674874 35981.772667 127990.581777
2009 01 10 11 59 00 158575.439347 35981.356105 127990.560250
2009 01 11 11 59 00 158575.146643 35981.567313 127990.632142
2009 01 12 11 59 00 158574.600383 35981.440830 127990.372896
2009 01 13 11 59 00 158574.807566 35981.491156 127990.178873
2009 01 19 11 59 00 158575.032207 35981.507754 127990.368279
2009 01 20 11 59 00 158575.055077 35981.220672 127990.075193
2009 01 21 11 59 00 158575.067359 35981.198457 127990.218138
2009 01 22 11 59 00 158575.425432 35981.111721 127990.059033
2009 01 23 11 59 00 158574.915028 35980.989499 127989.752347
2009 01 24 11 59 00 158575.086462 35981.381363 127990.135599
2009 01 25 11 59 00 158574.879183 35981.282372 127989.955260
2009 01 26 11 59 00 158575.024289 35981.288309 127990.004325
2009 01 27 11 59 00 158575.009479 35981.380821 127990.034251
2009 01 28 11 59 00 158574.993179 35981.357778 127990.001327
2009 01 29 11 59 00 158574.852199 35981.127452 127989.840010
2009 01 30 11 59 00 158575.265182 35981.198959 127990.012906
2009 01 31 11 59 00 158575.089479 35981.224376 127989.990202
2009 02 01 11 59 00 158574.850255 35981.077826 127989.674150
2009 02 02 11 59 00 158574.857934 35980.948158 127989.560399
2009 02 03 11 59 00 158574.962796 35981.021082 127989.634923
2009 02 04 11 59 00 158574.949762 35981.367049 127989.844411
2009 02 05 11 59 00 158575.219798 35981.245262 127990.112941
2009 02 06 11 59 00 158575.420602 35981.347280 127990.322925
2009 02 07 11 59 00 158575.285012 35981.194477 127990.295456
2009 02 08 11 59 00 158575.424156 35981.133466 127989.962490
2009 02 09 11 59 00 158575.323432 35980.827295 127989.895971
2009 02 10 11 59 00 158575.360183 35980.690438 127989.672881
2009 02 11 11 59 00 158575.420936 35980.819082 127989.854073
2009 02 12 11 59 00 158575.567510 35980.869306 127990.046792
2009 02 13 11 59 00 158575.497513 35981.069784 127990.011005
2009 02 20 11 59 00 158575.518667 35981.028123 127990.072213
2009 02 21 11 59 00 158575.377413 35981.054010 127989.969054
2009 02 22 11 59 00 158575.134016 35981.202399 127989.874591
2009 02 23 11 59 00 158575.191550 35981.178295 127989.967516
2009 02 24 11 59 00 158575.339112 35981.086713 127990.052206
2009 02 25 11 59 00 158575.050177 35980.823731 127989.696738
2009 02 26 11 59 00 158574.870419 35981.015792 127989.866474
2009 02 27 11 59 00 158574.700798 35980.963904 127989.353730
2009 02 28 11 59 00 158575.204727 35980.810895 127989.526052
2009 03 01 11 59 00 158575.282830 35980.694264 127989.525964
2009 03 02 11 59 00 158575.294815 35980.991035 127989.725410
2009 03 03 11 59 00 158575.212681 35981.144856 127989.789152
2009 03 04 11 59 00 158575.377365 35980.986346 127989.901552
2009 03 05 11 59 00 158575.058655 35980.959015 127989.649293
2009 03 06 11 59 00 158575.026185 35980.803701 127989.516496
2009 03 07 11 59 00 158575.188593 35980.953870 127989.690524
2009 03 08 11 59 00 158575.123928 35980.922390 127989.550218
2009 03 09 11 59 00 158575.169812 35980.906583 127989.577659
2009 03 10 11 59 00 158575.101964 35980.947213 127989.449973
2009 03 11 11 59 00 158574.952422 35980.739700 127989.277840
2009 03 12 11 59 00 158574.963619 35980.795309 127989.188321
2009 03 13 11 59 00 158574.879839 35981.023377 127989.384238
2009 03 20 11 59 00 158574.645958 35980.594728 127988.862341
2009 03 21 11 59 00 158574.829115 35980.467409 127988.770274
2009 03 22 11 59 00 158574.673825 35980.469883 127988.799438
2009 03 23 11 59 00 158574.715047 35980.433716 127988.771994
2009 03 24 11 59 00 158574.704077 35980.403301 127988.722956
2009 03 25 11 59 00 158574.642357 35980.508610 127988.685496
2009 03 26 11 59 00 158574.433827 35980.388992 127988.480444
2009 03 27 11 59 00 158574.404124 35980.397167 127988.432970
2009 03 28 11 59 00 158574.559686 35980.494872 127988.698888
2009 03 29 11 59 00 158574.462325 35980.750186 127988.880626
2009 03 30 11 59 00 158574.606561 35980.788628 127988.835822
2009 03 31 11 59 00 158574.406472 35980.699700 127988.875667
2009 04 01 11 59 00 158574.619796 35980.643655 127988.653461
2009 04 02 11 59 00 158574.563908 35980.402234 127988.441516
2009 04 03 11 59 00 158574.602268 35980.616728 127988.696008
2009 04 04 11 59 00 158574.568975 35980.659779 127988.628747
2009 05 06 11 59 00 158574.041604 35980.014963 127987.742231
2009 05 07 11 59 00 158573.944160 35980.033713 127987.641615
2009 05 08 11 59 00 158573.955881 35980.127303 127987.721092
2009 05 09 11 59 00 158574.143579 35980.230911 127987.812215
2009 05 10 11 59 00 158573.948976 35980.202496 127987.679837
2009 05 11 11 59 00 158573.889045 35980.202437 127987.707464
2009 05 12 11 59 00 158573.940057 35980.050337 127987.644954
2009 05 13 11 59 00 158574.005270 35980.506344 127987.990216
2009 05 19 11 59 00 158573.963060 35980.093455 127987.598247
2009 05 20 11 59 00 158573.720831 35980.042068 127987.510463
2009 05 21 11 59 00 158573.806768 35980.203613 127987.856410
2009 05 22 11 59 00 158573.392521 35980.223843 127987.530220
2009 05 23 11 59 00 158573.749067 35980.253336 127987.933496
2009 05 24 11 59 00 158573.530770 35980.240370 127987.709111
2009 05 25 11 59 00 158573.490777 35980.180594 127987.530614
2009 05 26 11 59 00 158573.826264 35980.288670 127987.972480
2009 05 27 11 59 00 158573.600264 35980.150289 127987.485192
2009 05 28 11 59 00 158573.635584 35979.965751 127987.393249
2009 05 29 11 59 00 158573.600885 35979.898277 127987.211415
2009 05 30 11 59 00 158573.850852 35980.091501 127987.483145
2009 05 31 11 59 00 158573.793473 35980.029058 127987.455462
2009 06 01 11 59 00 158573.542516 35979.885874 127987.157356
2009 06 02 11 59 00 158573.554607 35979.942391 127987.127188
2009 06 03 11 59 00 158573.576477 35979.880103 127986.988565
2009 06 04 11 59 00 158573.192493 35979.875826 127986.855113
2009 06 05 11 59 00 158573.499650 35979.874612 127986.917174
2009 06 06 11 59 00 158573.372930 35979.916478 127986.954355
2009 06 07 11 59 00 158573.428759 35979.931823 127987.005014
2009 06 08 11 59 00 158573.565982 35980.055361 127987.356713
2009 06 09 11 59 00 158573.385760 35980.159307 127987.513344
2009 06 10 11 59 00 158573.470970 35980.245954 127987.590741
2009 06 11 11 59 00 158573.093450 35979.974100 127987.139742
2009 06 12 11 59 00 158573.373800 35980.038616 127987.327673
2009 06 13 11 59 00 158573.536793 35980.007588 127987.576471
2009 06 19 11 59 00 158573.557325 35979.985130 127987.408994
2009 06 20 11 59 00 158573.427232 35979.942116 127987.379898
2009 06 21 11 59 00 158573.129317 35979.447883 127987.149141
2009 06 22 11 59 00 158573.179185 35979.357068 127987.148472
2009 06 23 11 59 00 158573.295315 35979.308073 127987.100607
2009 06 24 11 59 00 158573.352515 35979.323864 127987.055703
2009 06 25 11 59 00 158572.878433 35979.304162 127987.007035
2009 06 26 11 59 00 158573.179411 35979.313575 127987.037873
2009 06 27 11 59 00 158573.038766 35979.291884 127986.822008
2009 06 28 11 59 00 158573.127755 35979.117177 127986.986125
2009 06 29 11 59 00 158573.226787 35979.085179 127986.703516
2009 06 30 11 59 00 158573.027259 35979.060446 127986.636923
2009 07 01 11 59 00 158573.280087 35979.491381 127987.339596
2009 07 02 11 59 00 158573.278596 35979.607968 127987.253590
2009 07 03 11 59 00 158573.444475 35979.571508 127987.201766
2009 07 04 11 59 00 158573.220919 35979.527905 127987.186363
2009 07 05 11 59 00 158573.226845 35979.518359 127987.229421
2009 07 06 11 59 00 158572.944420 35979.206575 127986.989357
2009 07 07 11 59 00 158573.057105 35979.050457 127987.015607
2009 07 08 11 59 00 158573.048603 35978.840699 127986.860324
2009 07 09 11 59 00 158573.035247 35979.009353 127986.935302
2009 07 10 11 59 00 158573.138284 35978.837654 127986.779103
2009 07 11 11 59 00 158573.066226 35978.842000 127986.817630
2009 07 12 11 59 00 158573.020414 35978.710567 127986.787158
2009 07 13 11 59 00 158573.022000 35978.660632 127986.661456
2009 07 19 11 59 00 158572.915398 35978.745019 127986.731418
2009 07 20 11 59 00 158573.063676 35978.600449 127986.860815
2009 07 21 11 59 00 158573.146918 35978.549089 127986.776650
2009 07 22 11 59 00 158572.704041 35978.608817 127986.615910
2009 07 23 11 59 00 158572.812337 35978.697715 127986.677965
2009 07 24 11 59 00 158572.776349 35978.580372 127986.409913
2009 07 25 11 59 00 158572.818681 35978.299638 127986.157450
2009 07 26 11 59 00 158572.755208 35978.354593 127986.079471
2009 07 27 11 59 00 158572.845964 35978.307791 127986.357024
2009 07 28 11 59 00 158572.954187 35978.367181 127986.531666
2009 07 29 11 59 00 158572.926332 35978.427738 127986.509249
2009 07 30 11 59 00 158572.883156 35978.240887 127986.175037
2009 07 31 11 59 00 158572.792198 35978.113538 127986.198372
2009 08 01 11 59 00 158572.979622 35978.660871 127986.802781
2009 08 02 11 59 00 158572.836817 35978.490361 127986.491606
2009 08 03 11 59 00 158572.761207 35978.297327 127986.011112
2009 08 04 11 59 00 158572.781585 35978.213780 127986.023731
2009 08 05 11 59 00 158572.744298 35978.415505 127985.954756
2009 08 06 11 59 00 158572.810215 35978.402357 127986.337208
2009 08 07 11 59 00 158572.785364 35978.303362 127986.560023
2009 08 08 11 59 00 158572.757247 35978.238070 127986.536225
2009 08 09 11 59 00 158572.750605 35978.119288 127986.434721
2009 08 10 11 59 00 158572.739432 35978.242094 127986.424060
2009 08 11 11 59 00 158572.690054 35978.051372 127986.394538
2009 08 12 11 59 00 158572.814078 35978.570010 127986.257974
2009 08 13 11 59 00 158572.767335 35978.548489 127986.037850
2009 08 19 11 59 00 158572.444583 35979.211492 127986.154637
2009 08 20 11 59 00 158572.585527 35979.075069 127986.132975
2009 08 21 11 59 00 158572.605643 35978.634016 127986.120445
2009 08 22 11 59 00 158572.684020 35978.510246 127986.233221
2009 08 23 11 59 00 158572.471555 35978.437944 127985.979806
2009 08 24 11 59 00 158572.566019 35978.069174 127985.647348
2009 08 25 11 59 00 158572.642299 35978.012720 127985.770476
2009 08 26 11 59 00 158572.722059 35978.071909 127985.917887
2009 08 27 11 59 00 158572.893661 35978.051685 127985.840798
2009 08 28 11 59 00 158572.638459 35978.273684 127985.745663
2009 08 29 11 59 00 158572.567522 35978.090271 127985.568626
2009 08 30 11 59 00 158572.622910 35978.140476 127985.629522
2009 08 31 11 59 00 158572.462922 35978.170425 127985.550927
2009 09 01 11 59 00 158572.354889 35978.241281 127985.574815
2009 09 02 11 59 00 158572.649225 35978.359414 127986.134057
2009 09 03 11 59 00 158572.360826 35978.484078 127985.973435
2009 09 04 11 59 00 158572.497322 35978.413139 127986.061462
2009 09 05 11 59 00 158572.352825 35978.255755 127985.624217
2009 09 06 11 59 00 158572.478256 35978.493862 127986.231999
2009 09 07 11 59 00 158572.522006 35978.542670 127986.137114
2009 09 08 11 59 00 158572.447468 35978.485321 127986.032182
2009 09 09 11 59 00 158572.465640 35978.517187 127986.062017
2009 09 10 11 59 00 158572.310840 35978.165634 127985.530805
2009 09 11 11 59 00 158572.116810 35978.078678 127985.369241
2009 09 12 11 59 00 158572.434042 35978.083222 127985.574057
2009 09 13 11 59 00 158572.517356 35978.157952 127985.855013
2009 09 19 11 59 00 158572.245937 35977.998625 127985.428208
2009 09 20 11 59 00 158572.396874 35978.177169 127985.820462
2009 09 21 11 59 00 158572.370199 35978.264709 127985.800705
2009 09 22 11 59 00 158572.346625 35978.324755 127985.578593
2009 09 23 11 59 00 158572.022657 35977.946105 127985.089366
2009 09 24 11 59 00 158571.927739 35978.170975 127985.246571
2009 09 25 11 59 00 158572.141363 35977.966683 127985.116841
2009 09 26 11 59 00 158572.243254 35978.455153 127985.701279
2009 09 27 11 59 00 158572.345159 35978.195177 127985.539726
2009 09 28 11 59 00 158572.314346 35978.403048 127985.765507
2009 09 29 11 59 00 158572.194163 35978.079193 127985.253749
2009 09 30 11 59 00 158572.126397 35978.243276 127985.307435
2009 10 07 11 59 00 158574.184884 35979.509735 127987.842495
2009 10 07 11 59 00 158574.184884 35979.509735 127987.842495
2009 10 08 11 59 00 158574.268294 35979.261352 127987.830762
2009 10 09 11 59 00 158574.521707 35979.206607 127988.062962
2009 10 10 11 59 00 158574.338671 35978.903072 127987.750828
2009 10 11 11 59 00 158574.558160 35978.903504 127987.831749
2009 10 12 11 59 00 158574.703945 35979.020862 127988.045165
2009 10 13 11 59 00 158574.775502 35979.016629 127988.091843
2009 10 13 11 59 00 158574.775502 35979.016629 127988.091843
2009 10 19 11 59 00 158578.794118 35980.984649 128002.774952
2009 10 20 11 59 00 158578.745613 35981.087522 128002.671908
2009 10 21 11 59 00 158578.671087 35980.988444 128002.351788
2009 10 22 11 59 00 158578.797984 35981.211198 128002.436294
2009 10 27 11 59 00 158578.845649 35977.758802 128002.622129
2009 10 28 11 59 00 158578.751868 35977.035349 128002.868204
2009 10 29 11 59 00 158579.058509 35976.532193 128002.839250
2009 10 30 11 59 00 158579.927958 35975.438120 128003.325461
2009 10 31 11 59 00 158580.178366 35975.113316 128003.382078
2009 11 01 11 59 00 158580.111298 35974.917337 128003.760685
2009 11 02 11 59 00 158580.010002 35973.455308 128003.863751
2009 11 03 11 59 00 158580.025204 35972.548382 128003.351330
2009 11 04 11 59 00 158580.124579 35972.053663 128003.224674
2009 11 05 11 59 00 158581.040753 35973.768362 128004.082147
2009 11 06 11 59 00 158585.966122 35982.035756 128015.230415
2009 11 07 11 59 00 158585.793764 35981.538928 128015.106953
2009 11 08 11 59 00 158585.960774 35979.991199 128014.716605
2009 11 09 11 59 00 158585.901935 35979.563020 128014.551357
2009 11 10 11 59 00 158586.265107 35979.387423 128014.867387
2009 11 11 11 59 00 158586.181318 35979.394835 128014.628899
2009 11 12 11 59 00 158586.213112 35979.479983 128014.671242
2009 11 13 11 59 00 158586.361497 35979.437997 128014.925061
2009 11 19 11 59 00 158586.635860 35979.370088 128014.779973
2009 11 20 11 59 00 158586.758535 35979.480372 128014.879046
2009 11 21 11 59 00 158586.564593 35979.488962 128014.580504
2009 11 22 11 59 00 158586.569836 35979.358960 128014.505760
2009 11 23 11 59 00 158586.775659 35979.527297 128014.538271
2009 11 24 11 59 00 158586.786653 35979.573421 128014.875288
2009 11 25 11 59 00 158586.823697 35979.756155 128015.021863
2009 11 26 11 59 00 158586.533129 35979.700110 128014.620744
2009 11 27 11 59 00 158586.552021 35979.750651 128014.617402
2009 11 28 11 59 00 158586.604960 35979.792331 128014.620080
2009 11 29 11 59 00 158586.753361 35979.608247 128014.530991
2009 11 30 11 59 00 158586.711173 35979.634635 128014.411989
2009 12 01 11 59 00 158586.750221 35979.680379 128014.499853
2009 12 02 11 59 00 158586.595308 35979.697859 128014.378275
2009 12 03 11 59 00 158586.731615 35979.715017 128014.157735
2009 12 04 11 59 00 158586.909575 35979.688639 128014.354890
2009 12 05 11 59 00 158586.826735 35979.970778 128014.964511
2009 12 06 11 59 00 158586.566076 35980.036949 128014.672472
2009 12 07 11 59 00 158586.461160 35980.116892 128014.756311
2009 12 08 11 59 00 158586.620253 35979.944253 128014.535462
2009 12 09 11 59 00 158586.866996 35979.612746 128014.719149
2009 12 10 11 59 00 158586.774121 35979.268440 128014.506645
2009 12 11 11 59 00 158586.996982 35979.166267 128014.416814
2009 12 12 11 59 00 158586.802337 35979.237509 128014.406322
2009 12 13 11 59 00 158586.622740 35978.805964 128014.039824
2009 12 19 11 59 00 158594.283175 35980.207004 128016.609261
2009 12 20 11 59 00 158594.267949 35980.250346 128016.528881
2009 12 21 11 59 00 158594.338391 35980.252096 128016.669577
2009 12 22 11 59 00 158594.275950 35980.148874 128016.612843
2009 12 23 11 59 00 158594.350124 35979.988602 128016.754078
2009 12 24 11 59 00 158594.114019 35980.040032 128016.767383
2009 12 25 11 59 00 158594.369320 35980.289093 128017.112765
2009 12 26 11 59 00 158594.112986 35980.350222 128017.086463
2009 12 27 11 59 00 158594.275753 35980.297041 128017.105587
2009 12 28 11 59 00 158594.392343 35980.206009 128016.848732
2009 12 29 11 59 00 158594.796806 35980.653702 128017.510624
2009 12 30 11 59 00 158595.624221 35980.855820 128018.265233
2009 12 31 11 59 00 158595.854297 35980.622178 128018.129470
2010 01 01 11 59 00 158596.957120 35980.346509 128018.002886
2010 01 02 11 59 00 158601.446879 35981.530688 128020.006193
2010 01 03 11 59 00 158606.581677 35981.272519 128020.351510
2010 01 04 11 59 00 158606.134403 35981.224603 128019.751577
2010 01 05 11 59 00 158605.684163 35981.217796 128019.606043
2010 01 06 11 59 00 158605.416297 35980.889190 128019.712291
2010 01 07 11 59 00 158605.235546 35981.040555 128019.636439
2010 01 08 11 59 00 158604.992786 35981.216362 128019.625882
2010 01 09 11 59 00 158604.645275 35981.069756 128019.368783
2010 01 10 11 59 00 158604.614046 35981.392634 128019.751794
2010 01 11 11 59 00 158604.241038 35981.175189 128019.251024
2010 01 12 11 59 00 158604.619851 35981.083521 128019.350269
2010 01 13 11 59 00 158604.602964 35981.603109 128019.694623
2010 01 19 11 59 00 158605.459821 35980.836626 128020.221570
2010 01 20 11 59 00 158605.059876 35980.690213 128019.402235
2010 01 21 11 59 00 158604.765444 35980.733577 128019.029202
2010 01 22 11 59 00 158604.794577 35980.870324 128019.601477
2010 01 23 11 59 00 158604.763723 35980.981204 128019.820952
2010 01 24 11 59 00 158604.532932 35980.774548 128019.780023
2010 01 25 11 59 00 158604.621932 35980.439637 128019.928281
2010 01 26 11 59 00 158604.426753 35980.186037 128019.692053
2010 01 27 11 59 00 158604.813054 35980.311491 128019.811425
2010 01 28 11 59 00 158605.284196 35980.350561 128020.444711
2010 01 29 11 59 00 158604.931380 35979.752285 128019.584011
2010 01 30 11 59 00 158604.667492 35979.835117 128019.219929
2010 01 31 11 59 00 158604.689649 35979.893700 128019.281481
2010 02 01 11 59 00 158605.066242 35980.038832 128019.475076
2010 02 02 11 59 00 158604.587577 35980.002594 128019.446997
2010 02 03 11 59 00 158604.959578 35980.097136 128019.856327
2010 02 04 11 59 00 158604.843836 35980.092122 128019.796971
2010 02 05 11 59 00 158604.971736 35980.100664 128019.463119
2010 02 06 11 59 00 158604.349036 35979.678650 128019.275952
2010 02 07 11 59 00 158604.473049 35979.830564 128019.356601
2010 02 08 11 59 00 158604.094480 35980.175543 128019.710567
2010 02 09 11 59 00 158604.924295 35980.344572 128019.700245
2010 02 09 11 59 00 158604.924295 35980.344572 128019.700245
2010 02 10 11 59 00 158604.430469 35980.414950 128019.643881
2010 02 11 11 59 00 158604.562621 35980.728490 128019.679024
2010 02 12 11 59 00 158604.216898 35981.054620 128019.833470
2010 02 13 11 59 00 158604.466769 35980.665259 128019.672034
2010 02 20 11 59 00 158603.855368 35980.418508 128019.263992
2010 02 21 11 59 00 158603.992572 35980.302420 128019.167538
2010 02 22 11 59 00 158604.142257 35980.622522 128019.634792
2010 02 23 11 59 00 158603.629010 35980.228777 128018.692431
2010 02 24 11 59 00 158603.940177 35979.890626 128018.770689
2010 02 25 11 59 00 158603.757441 35979.834142 128018.717292
2010 02 26 11 59 00 158604.156026 35980.142194 128018.842436
2010 02 27 11 59 00 158603.839333 35979.724761 128018.653204
2010 02 28 11 59 00 158604.110194 35979.646272 128018.399048
2010 03 01 11 59 00 158603.441323 35979.522963 128018.618715
2010 03 02 11 59 00 158603.875141 35979.150942 128018.466345
2010 03 03 11 59 00 158603.689832 35980.604578 128018.509865
2010 03 04 11 59 00 158603.716341 35980.686546 128018.620551
2010 03 05 11 59 00 158603.201500 35980.990280 128018.909148
2010 03 06 11 59 00 158603.117869 35981.198136 128019.159077
2010 03 07 11 59 00 158603.653955 35981.265892 128018.796820
2010 03 08 11 59 00 158603.518671 35981.122671 128018.629077
2010 03 09 11 59 00 158602.964174 35981.176062 128018.633161
2010 03 10 11 59 00 158603.151284 35981.379728 128018.590335
2010 03 11 11 59 00 158603.624871 35980.810941 128018.531652
2010 03 12 11 59 00 158603.483860 35980.594691 128018.450489
2010 03 13 11 59 00 158603.348519 35981.069848 128018.486514
2010 03 19 11 59 00 158603.316687 35980.756565 128018.307153
2010 03 20 11 59 00 158603.387351 35980.459481 128017.989687
2010 03 21 11 59 00 158603.263278 35980.200892 128018.041200
2010 03 22 11 59 00 158603.242934 35980.684095 128018.211388
2010 03 23 11 59 00 158603.231017 35981.003684 128018.286962
2010 03 24 11 59 00 158602.988706 35980.245868 128018.045223
2010 03 25 11 59 00 158603.326734 35980.684513 128018.290619
2010 03 26 11 59 00 158602.941679 35980.588810 128017.985738
2010 03 27 11 59 00 158603.126996 35979.869826 128017.831283
2010 03 28 11 59 00 158602.898793 35980.254271 128017.808085
2010 03 29 11 59 00 158603.050669 35979.910711 128017.686703
2010 03 30 11 59 00 158603.185088 35981.772609 128018.047568
2010 03 31 11 59 00 158602.824241 35980.856773 128017.771789
2010 04 01 11 59 00 158602.822061 35980.966520 128017.628693
2010 04 02 11 59 00 158602.847765 35980.752549 128017.706563
2010 04 03 11 59 00 158602.891478 35981.027133 128017.787003
2010 04 04 11 59 00 158602.599167 35982.191326 128017.833357
2010 04 05 11 59 00 158602.806836 35980.861105 128017.688901
2010 04 06 11 59 00 158602.699904 35981.908699 128017.602659
2010 04 07 11 59 00 158602.683783 35981.541133 128017.632703
2010 04 08 11 59 00 158602.663274 35980.916736 128017.445837
2010 04 09 11 59 00 158602.974919 35981.770071 128017.744535
2010 04 10 11 59 00 158602.580516 35981.879618 128017.403159
2010 04 11 11 59 00 158602.731384 35981.800668 128017.276067
2010 04 12 11 59 00 158602.688460 35981.864656 128017.293148
2010 04 13 11 59 00 158602.522184 35981.825021 128017.238563
2010 04 19 11 59 00 158602.591850 35981.650626 128017.423147
2010 04 20 11 59 00 158602.489466 35981.607208 128017.405651
2010 04 21 11 59 00 158602.622880 35981.485585 128017.434822
2010 04 22 11 59 00 158602.635432 35981.431628 128017.504276
2010 04 23 11 59 00 158602.417681 35981.343034 128017.327364
2010 04 24 11 59 00 158602.168304 35981.298509 128017.007926
2010 04 25 11 59 00 158602.410461 35981.191111 128017.031798
2010 04 26 11 59 00 158602.317801 35981.276741 128016.983835
2010 04 27 11 59 00 158602.375669 35981.324222 128017.290762
2010 04 28 11 59 00 158602.332921 35981.241301 128017.222098
2010 04 29 11 59 00 158602.217834 35981.088622 128016.988814
2010 04 30 11 59 00 158602.218442 35981.177672 128016.839586
2010 05 01 11 59 00 158602.351492 35981.198088 128017.178589
2010 05 02 11 59 00 158602.175533 35981.171694 128017.153734
2010 05 03 11 59 00 158602.103147 35980.917034 128016.906323
2010 05 04 11 59 00 158601.985281 35980.836898 128016.673960
2010 05 05 11 59 00 158602.016479 35980.966290 128016.692689
2010 05 06 11 59 00 158602.023769 35981.060645 128016.698749
2010 05 07 11 59 00 158602.054864 35981.147761 128016.678211
2010 05 08 11 59 00 158601.952299 35981.005509 128016.756528
2010 05 09 11 59 00 158601.934574 35981.094624 128016.641964
2010 05 10 11 59 00 158601.932344 35980.956935 128016.662975
2010 05 11 11 59 00 158601.984917 35980.836378 128016.936446
2010 05 12 11 59 00 158601.827877 35980.557658 128016.595442
2010 05 13 11 59 00 158601.714927 35980.453733 128016.428855
2010 05 13 11 59 00 158601.714927 35980.453733 128016.428855
2010 05 19 11 59 00 158601.628638 35980.571133 128016.693734
2010 05 20 11 59 00 158601.462784 35981.354914 128016.553588
2010 05 21 11 59 00 158601.673984 35981.748895 128016.520387
2010 05 22 11 59 00 158601.630572 35981.475032 128016.444584
2010 05 23 11 59 00 158601.609594 35980.913073 128016.287452
2010 05 24 11 59 00 158601.564442 35980.945659 128016.216997
2010 05 25 11 59 00 158601.612194 35980.649411 128016.216665
2010 05 26 11 59 00 158601.665597 35980.631147 128016.301854
2010 05 27 11 59 00 158601.508116 35980.521061 128016.223358
2010 05 28 11 59 00 158601.420768 35980.544400 128016.100775
2010 05 29 11 59 00 158601.479438 35980.861401 128016.376927
2010 05 30 11 59 00 158601.643158 35981.561623 128016.545731
2010 05 31 11 59 00 158601.450289 35981.335180 128016.370229
2010 06 01 11 59 00 158601.767367 35981.786013 128016.676316
2010 06 02 11 59 00 158601.530890 35980.318624 128016.217381
2010 06 03 11 59 00 158601.798556 35981.872612 128016.401846
2010 06 04 11 59 00 158601.620646 35981.566798 128016.194533
2010 06 05 11 59 00 158601.681800 35981.379554 128016.120393
2010 06 06 11 59 00 158601.282735 35981.047207 128015.867551
2010 06 07 11 59 00 158601.612200 35981.407958 128015.960440
2010 06 08 11 59 00 158601.377976 35981.529761 128015.972487
2010 06 09 11 59 00 158601.345968 35981.465448 128015.891070
2010 06 10 11 59 00 158601.276476 35981.480928 128015.841700
2010 06 11 11 59 00 158601.307648 35981.506137 128015.876954
2010 06 12 11 59 00 158601.356968 35981.467064 128016.000033
2010 06 13 11 59 00 158601.265566 35981.578171 128016.054056
2010 06 19 11 59 00 158601.131179 35981.542907 128015.796148
2010 06 20 11 59 00 158601.164385 35981.363735 128015.733325
2010 06 21 11 59 00 158601.311640 35981.156420 128015.749659
