################################################################################
# WEBOBS OVPF
#
# PROC: {PROC.CGNSSOVPF} GNSS PdF GAMIT/GLOBK
# TITLE: {\fontsize{14}{\bfVariation de distance}}: ref. FJAG
# FILENAME: BASELINES_FJAG_all.txt
#
#
# CREATED: 10-Apr-2020 08:42:40 by sysop@pitondescalumets
# COPYRIGHT: 2020, (c) OVPF-IPGP
################################################################################
#
year month day hour minute second FJAG-FERG_(cm) FJAG-FOAG_(cm)
2010 04 12 11 59 00 142045.666112 NaN
2010 04 13 11 59 00 142045.490138 NaN
2010 04 19 11 59 00 142045.755462 NaN
2010 04 20 11 59 00 142045.647163 NaN
2010 04 21 11 59 00 142045.843998 NaN
2010 04 22 11 59 00 142045.687408 NaN
2010 04 23 11 59 00 142045.776795 NaN
2010 04 24 11 59 00 142045.613503 NaN
2010 04 25 11 59 00 142045.516552 NaN
2010 04 26 11 59 00 142045.614261 NaN
2010 04 27 11 59 00 142045.747849 NaN
2010 04 28 11 59 00 142045.604777 NaN
2010 04 29 11 59 00 142045.615574 NaN
2010 04 30 11 59 00 142045.508253 NaN
2010 05 01 11 59 00 142045.715597 NaN
2010 05 02 11 59 00 142045.615779 NaN
2010 05 03 11 59 00 142045.565453 NaN
2010 05 04 11 59 00 142045.522007 NaN
2010 05 05 11 59 00 142045.593643 NaN
2010 05 06 11 59 00 142045.573720 NaN
2010 05 07 11 59 00 142045.590379 NaN
2010 05 08 11 59 00 142045.627081 NaN
2010 05 09 11 59 00 142045.496619 NaN
2010 05 10 11 59 00 142045.544812 NaN
2010 05 11 11 59 00 142045.668326 NaN
2010 05 12 11 59 00 142045.603759 NaN
2010 05 13 11 59 00 142045.535678 NaN
2010 05 13 11 59 00 142045.535678 NaN
2010 05 19 11 59 00 142045.834106 NaN
2010 05 20 11 59 00 142045.840807 NaN
2010 05 21 11 59 00 142045.520809 NaN
2010 05 22 11 59 00 142045.497569 NaN
2010 05 23 11 59 00 142045.459999 NaN
2010 05 24 11 59 00 142045.631283 NaN
2010 05 25 11 59 00 142045.520946 NaN
2010 05 26 11 59 00 142045.655846 NaN
2010 05 27 11 59 00 142045.529059 NaN
2010 05 28 11 59 00 142045.482190 NaN
2010 05 29 11 59 00 142045.973224 NaN
2010 05 30 11 59 00 142045.485771 NaN
2010 05 31 11 59 00 142045.633579 NaN
2010 06 01 11 59 00 142045.912399 NaN
2010 09 13 11 59 00 142045.894295 NaN
2010 09 19 11 59 00 142046.067913 399548.467360
2010 09 20 11 59 00 142046.059597 399548.542012
2010 09 21 11 59 00 142045.920110 399548.617815
2010 09 22 11 59 00 142046.326871 399548.608697
2010 09 23 11 59 00 142046.135539 399548.713988
2010 09 24 11 59 00 142046.561266 399549.213064
2010 09 25 11 59 00 142046.613666 399549.371321
2010 09 26 11 59 00 142046.734598 399549.452938
2010 09 27 11 59 00 142046.736229 399549.468699
2010 09 28 11 59 00 142046.869383 399549.698082
2010 09 29 11 59 00 142046.965522 399549.760517
2010 09 30 11 59 00 142047.087712 399549.897099
2010 10 01 11 59 00 142047.103921 399549.969521
2010 10 02 11 59 00 142047.148746 399549.919626
2010 10 03 11 59 00 142047.195857 399549.929402
2010 10 04 11 59 00 142047.132092 399550.009541
2010 10 05 11 59 00 142047.035042 399549.997707
2010 10 06 11 59 00 142047.269794 399551.000837
2010 10 07 11 59 00 142047.091491 399550.385541
2010 10 08 11 59 00 142047.016027 399550.355159
2010 10 09 11 59 00 142047.122745 399550.500985
2010 10 10 11 59 00 142047.099323 399550.515100
2010 10 11 11 59 00 142047.194380 399550.590586
2010 10 12 11 59 00 142047.245253 399550.632932
2010 10 13 11 59 00 142047.412901 399550.842855
2010 10 20 11 59 00 142046.320300 399533.923178
2010 10 21 11 59 00 142046.335571 399533.958745
2010 10 22 11 59 00 142046.205711 399533.759288
2010 10 23 11 59 00 142046.442994 399533.915139
2010 10 24 11 59 00 142046.329787 399533.720803
2010 10 25 11 59 00 142046.369108 399533.369312
2010 10 26 11 59 00 142046.221715 399533.548014
2010 10 27 11 59 00 142046.147908 399533.490277
2010 10 28 11 59 00 142046.155669 399533.803974
2010 10 29 11 59 00 142046.246305 399533.749168
2010 10 30 11 59 00 142046.084989 399533.834132
2010 10 31 11 59 00 142045.986861 399533.793043
2010 11 01 11 59 00 142046.369716 399534.068442
2010 11 02 11 59 00 142046.607000 399534.228498
2010 11 03 11 59 00 142046.013801 399533.955778
2010 11 04 11 59 00 142046.046899 399533.894958
2010 11 05 11 59 00 142046.432683 399533.996590
2010 11 06 11 59 00 142046.384651 399534.093645
2010 11 07 11 59 00 142046.422683 399534.035055
2010 11 08 11 59 00 142046.377190 399534.218258
2010 11 09 11 59 00 142046.359992 399534.310297
2010 11 10 11 59 00 142046.508436 399534.437903
2010 11 11 11 59 00 142046.500675 399534.526782
2010 11 12 11 59 00 142046.443664 399534.432008
2010 11 13 11 59 00 142046.580455 399534.655771
2010 11 19 11 59 00 142047.095367 399535.507680
2010 11 20 11 59 00 142046.891950 399535.460535
2010 11 21 11 59 00 142046.887423 399535.474882
2010 11 22 11 59 00 142047.058794 399535.727783
2010 11 23 11 59 00 142047.141280 399535.927272
2010 11 24 11 59 00 142047.049101 399536.136349
2010 11 25 11 59 00 142046.999573 399536.153614
2010 11 26 11 59 00 142047.290695 399536.246465
2010 11 27 11 59 00 142047.276190 399536.192779
2010 11 28 11 59 00 142047.261726 399536.277460
2010 11 29 11 59 00 142047.221533 399536.358776
2010 11 30 11 59 00 142046.894142 399536.550901
2010 12 01 11 59 00 142047.400489 399536.791368
2010 12 02 11 59 00 142047.538034 399536.782048
2010 12 03 11 59 00 142047.406141 399536.888514
2010 12 04 11 59 00 142047.574136 399537.149076
2010 12 05 11 59 00 142047.615594 399537.211103
2010 12 06 11 59 00 142047.708623 399537.207111
2010 12 07 11 59 00 142047.547517 399537.241341
2010 12 08 11 59 00 142047.613083 399537.311053
2010 12 09 11 59 00 142048.309897 399537.985037
2010 12 10 11 59 00 142048.502443 399539.443727
2010 12 11 11 59 00 142048.451258 399539.494808
2010 12 12 11 59 00 142048.508122 399539.686485
2010 12 13 11 59 00 142048.554365 399539.811830
2010 12 19 11 59 00 142048.896387 399540.709601
2010 12 20 11 59 00 142048.987648 399540.870680
2010 12 21 11 59 00 142048.943937 399540.811071
2010 12 22 11 59 00 142049.071916 399540.736463
2010 12 23 11 59 00 142048.901583 399541.313280
2010 12 24 11 59 00 142048.983753 399541.552424
2010 12 25 11 59 00 142049.241317 399541.329474
2010 12 26 11 59 00 142049.071636 399541.314037
2010 12 27 11 59 00 142049.221263 399541.247660
2010 12 28 11 59 00 142049.330182 399541.426736
2010 12 29 11 59 00 142049.164331 399541.399454
2010 12 30 11 59 00 142049.291772 399541.603546
2010 12 31 11 59 00 142049.320652 399541.578227
2011 01 01 11 59 00 142049.373206 399541.573423
2011 01 02 11 59 00 142049.756304 399542.285709
2011 01 03 11 59 00 142049.482000 399541.956146
2011 01 04 11 59 00 142049.274052 399541.706934
2011 01 05 11 59 00 142049.122893 399541.719838
2011 01 06 11 59 00 142049.427858 399541.921189
2011 01 06 11 59 00 142049.427858 399541.921189
2011 01 07 11 59 00 142049.377254 399541.981974
2011 01 08 11 59 00 142049.247368 399542.025399
2011 01 09 11 59 00 142049.475650 399542.284543
2011 01 10 11 59 00 142049.455728 399542.281141
2011 01 11 11 59 00 142049.626798 399542.276837
2011 01 12 11 59 00 142049.533911 399541.976135
2011 01 13 11 59 00 142049.679181 399542.265200
2011 01 20 11 59 00 142049.922375 399542.641252
2011 01 21 11 59 00 142049.735591 399542.459496
2011 01 22 11 59 00 142049.671266 399542.587158
2011 01 23 11 59 00 142049.733482 399542.534921
2011 01 24 11 59 00 142049.730109 399542.787984
2011 01 25 11 59 00 142049.803442 399543.117043
2011 01 26 11 59 00 142049.666806 399543.267317
2011 01 27 11 59 00 142049.822930 399542.636982
2011 01 28 11 59 00 142049.618602 399542.723469
2011 01 29 11 59 00 142049.649800 399542.549823
2011 01 30 11 59 00 142049.730362 399542.672635
2011 01 31 11 59 00 142049.455382 399542.653424
2011 02 01 11 59 00 142049.932965 399543.195420
2011 02 02 11 59 00 142049.874100 399543.228188
2011 02 03 11 59 00 142049.803909 399543.438325
2011 02 04 11 59 00 142049.473205 399543.409740
2011 02 05 11 59 00 142049.931482 399543.381849
2011 02 05 11 59 00 142049.931482 399543.381849
2011 02 06 11 59 00 142050.006880 399543.560708
2011 02 07 11 59 00 142050.030087 399543.268253
2011 02 08 11 59 00 142049.846829 399543.506145
2011 02 09 11 59 00 142050.341637 399543.993997
2011 02 10 11 59 00 142050.133140 399543.642533
2011 02 11 11 59 00 142050.022935 399543.424639
2011 02 12 11 59 00 142050.190391 399543.885734
2011 02 13 11 59 00 142050.078631 399544.167344
2011 02 19 11 59 00 142049.622892 399543.787628
2011 02 20 11 59 00 142050.842894 399543.568434
2011 02 21 11 59 00 142050.195780 399543.752068
2011 02 22 11 59 00 142050.169376 399544.234014
2011 02 23 11 59 00 142049.862978 399543.929109
2011 02 24 11 59 00 142049.913631 399543.654902
2011 02 25 11 59 00 142049.865515 399543.743392
2011 02 26 11 59 00 142050.247196 399543.717023
2011 02 27 11 59 00 142050.163345 399543.895615
2011 02 28 11 59 00 142049.947378 399543.894126
2011 03 01 11 59 00 142049.942968 399543.845397
2011 03 02 11 59 00 142049.950734 399543.633933
2011 03 03 11 59 00 142050.002524 399543.606228
2011 03 04 11 59 00 142050.231740 399543.769064
2011 03 05 11 59 00 142049.893099 399543.793533
2011 03 06 11 59 00 142050.221380 399543.868666
2011 03 07 11 59 00 142050.340566 399543.874308
2011 03 08 11 59 00 142049.719387 399543.045074
2011 03 09 11 59 00 142049.924945 399543.446313
2011 03 10 11 59 00 142049.916838 399544.043774
2011 03 11 11 59 00 142049.702722 399543.558401
2011 03 12 11 59 00 142049.872820 399543.658887
2011 03 13 11 59 00 142049.897861 399543.336547
2011 03 19 11 59 00 142049.693193 399543.512876
2011 03 20 11 59 00 142049.747862 399543.436147
2011 03 21 11 59 00 142049.734388 399543.452197
2011 03 22 11 59 00 142049.740111 399543.630355
2011 03 23 11 59 00 142050.060928 399543.884150
2011 03 24 11 59 00 142049.993873 399543.486907
2011 03 25 11 59 00 142049.905397 399543.441544
2011 03 26 11 59 00 142050.092506 399543.677223
2011 03 27 11 59 00 142049.693599 399543.207410
2011 03 28 11 59 00 142049.540578 399542.703344
2011 03 29 11 59 00 142049.541726 399543.301497
2011 03 30 11 59 00 142049.938210 399543.463909
2011 03 31 11 59 00 142049.973479 399543.407323
2011 04 01 11 59 00 142049.859291 399543.425385
2011 04 02 11 59 00 142049.876621 399543.444607
2011 04 03 11 59 00 142049.773364 399543.162810
2011 04 04 11 59 00 142049.685283 399543.067743
2011 04 05 11 59 00 142049.670156 399543.263750
2011 04 06 11 59 00 142049.863587 399543.439863
2011 04 07 11 59 00 142049.970397 399543.614406
2011 04 08 11 59 00 142049.793967 399543.433747
2011 04 09 11 59 00 142049.655139 399543.339781
2011 04 10 11 59 00 142050.049091 399542.976693
2011 04 10 11 59 00 142050.049091 399542.976693
2011 04 11 11 59 00 142049.614691 399542.977626
2011 04 12 11 59 00 142049.592254 399543.679487
2011 04 13 11 59 00 142049.926632 399543.404532
2011 04 19 11 59 00 142049.582834 399543.143239
2011 04 20 11 59 00 142049.833212 399543.244477
2011 04 21 11 59 00 142049.746109 399543.302648
2011 04 22 11 59 00 142049.734064 399543.202667
2011 04 23 11 59 00 142049.699092 399543.175880
2011 04 24 11 59 00 142049.758051 399543.159337
2011 04 25 11 59 00 142049.821386 399543.302456
2011 04 26 11 59 00 142049.644220 399543.011656
2011 04 27 11 59 00 142049.770178 399543.034310
2011 04 28 11 59 00 142049.808627 399543.192685
2011 04 29 11 59 00 142049.542369 399543.405965
2011 04 30 11 59 00 142049.767734 399543.145863
2011 05 01 11 59 00 142049.751596 399543.360839
2011 05 02 11 59 00 142049.752860 399543.213673
2011 05 03 11 59 00 142049.623167 399543.058851
2011 05 04 11 59 00 142049.657457 399543.176384
2011 05 05 11 59 00 142049.690776 399543.357065
2011 05 06 11 59 00 142049.618316 399542.986383
2011 05 07 11 59 00 142049.612764 399543.531542
2011 05 08 11 59 00 142049.341277 399543.645119
2011 05 09 11 59 00 142049.823540 399543.161462
2011 05 10 11 59 00 142049.837513 399542.853952
2011 05 11 11 59 00 142049.622409 399543.059537
2011 05 20 11 59 00 142049.767877 399543.375000
2011 05 21 11 59 00 142049.768684 399543.134236
2011 05 22 11 59 00 142049.711566 399543.129114
2011 05 23 11 59 00 142049.730867 399543.007169
2011 05 24 11 59 00 142049.495231 399542.856334
2011 05 25 11 59 00 142049.527693 399542.761086
2011 05 26 11 59 00 142049.608545 399542.633167
2011 05 27 11 59 00 142049.751662 399542.865130
2011 05 28 11 59 00 142049.682735 399542.959894
2011 05 29 11 59 00 142050.110176 399542.961564
2011 05 30 11 59 00 142049.778143 399542.946137
2011 05 31 11 59 00 142049.558672 399542.896428
2011 06 01 11 59 00 142049.594264 399542.965369
2011 06 02 11 59 00 142049.591062 399542.964819
2011 06 03 11 59 00 142049.703877 399542.981568
2011 06 04 11 59 00 142049.642737 399542.959227
2011 06 05 11 59 00 142049.499461 399542.881031
2011 06 06 11 59 00 142049.322948 399542.696965
2011 06 07 11 59 00 142049.809149 399542.864736
2011 06 08 11 59 00 142049.638870 399542.913643
2011 06 09 11 59 00 142049.646544 399542.849622
2011 06 10 11 59 00 142049.594885 399542.883091
2011 06 11 11 59 00 142049.812780 399542.672620
2011 06 12 11 59 00 142049.622738 399542.574910
2011 06 13 11 59 00 142049.485602 399542.886058
2011 06 19 11 59 00 142049.392331 399543.112706
2011 06 20 11 59 00 142049.397682 399542.731776
2011 06 21 11 59 00 142049.567938 399542.852655
2011 06 22 11 59 00 142049.601234 399542.332939
2011 06 23 11 59 00 142049.832438 399542.383329
2011 06 24 11 59 00 142049.681850 399542.782730
2011 06 25 11 59 00 142049.672249 399542.875586
2011 06 26 11 59 00 142049.453097 399542.678929
2011 06 27 11 59 00 142049.423689 399542.637683
2011 06 28 11 59 00 142049.473854 399542.833095
2011 06 29 11 59 00 142049.600009 399542.895217
2011 06 30 11 59 00 142049.558908 399542.960044
2011 07 01 11 59 00 142049.754678 399542.837394
2011 07 02 11 59 00 142049.979521 399543.038771
2011 07 03 11 59 00 142049.497461 399542.944920
2011 07 04 11 59 00 142049.474595 399542.471971
2011 07 05 11 59 00 142049.456915 399542.274744
2011 07 06 11 59 00 142049.563763 399542.858983
2011 07 07 11 59 00 142049.566076 399543.041814
2011 07 08 11 59 00 142049.055938 399542.679125
2011 07 09 11 59 00 142049.538365 399542.723388
2011 07 10 11 59 00 142049.471278 399542.776357
2011 07 11 11 59 00 142049.588859 399542.859635
2011 07 12 11 59 00 142049.427050 399542.876924
2011 08 09 11 59 00 142049.583339 399542.300394
2011 08 10 11 59 00 142049.706540 399542.620500
2011 08 11 11 59 00 142049.715680 399542.605714
2011 08 12 11 59 00 142049.717800 399542.683450
2011 08 13 11 59 00 142049.778302 399542.362290
2011 08 19 11 59 00 142049.866130 399542.521841
2011 08 20 11 59 00 142049.939919 399542.691504
2011 08 21 11 59 00 142049.698499 399542.779743
2011 08 22 11 59 00 142049.401631 399542.433330
2011 08 23 11 59 00 142049.296474 399542.536894
2011 08 24 11 59 00 142049.724122 399542.632445
2011 08 25 11 59 00 142049.723155 399542.735101
2011 08 26 11 59 00 142049.745017 399542.602061
2011 08 27 11 59 00 142049.524611 399542.680579
2011 08 28 11 59 00 142049.574826 399542.705317
2011 08 29 11 59 00 142049.534021 399542.610039
2011 08 30 11 59 00 142049.677430 399542.660792
2011 08 31 11 59 00 142049.582730 399542.936286
2011 09 01 11 59 00 142049.633833 399542.886325
2011 09 02 11 59 00 142049.683361 399542.629099
2011 09 03 11 59 00 142049.830313 399542.579255
2011 09 04 11 59 00 142049.685520 399542.410898
2011 09 05 11 59 00 142049.659875 399542.607844
2011 09 06 11 59 00 142049.690199 399542.734758
2011 09 07 11 59 00 142049.516054 399542.685135
2011 09 08 11 59 00 142049.999361 399542.818475
2011 09 09 11 59 00 142049.573370 399542.605825
2011 09 10 11 59 00 142049.640722 399542.671849
2011 09 11 11 59 00 142049.592282 399542.834896
2011 09 12 11 59 00 142049.512929 399542.575238
2011 09 13 11 59 00 142049.519448 399542.574319
2011 09 19 11 59 00 142049.648049 399542.550157
2011 09 20 11 59 00 142049.587849 399542.909549
2011 09 21 11 59 00 142049.481879 399542.339399
2011 09 22 11 59 00 142049.502037 399542.719255
2011 09 23 11 59 00 142049.365489 399542.620242
2011 09 24 11 59 00 142049.734284 399542.821189
2011 09 25 11 59 00 142049.528714 399542.597281
2011 09 26 11 59 00 142049.475787 399542.682723
2011 09 27 11 59 00 142049.509831 399542.643916
2011 09 28 11 59 00 142049.366911 399542.288050
2011 09 29 11 59 00 142049.432637 399542.524469
2011 09 30 11 59 00 142049.573084 399542.539518
2011 10 01 11 59 00 142049.566049 399542.370314
2011 10 02 11 59 00 142049.531588 399542.689360
2011 10 03 11 59 00 142049.491776 399542.397242
2011 10 04 11 59 00 142049.464555 399542.429338
2011 10 05 11 59 00 142049.543216 399542.564040
2011 10 06 11 59 00 142049.734070 399542.568572
2011 10 07 11 59 00 142049.535136 399542.472097
2011 10 08 11 59 00 142049.507205 399542.582928
2011 10 09 11 59 00 142049.510090 399542.473278
2011 10 10 11 59 00 142049.539168 399542.379716
2011 10 11 11 59 00 142049.667136 399542.732972
2011 10 12 11 59 00 142049.174004 399542.227583
2011 10 13 11 59 00 142049.301596 399541.959391
2011 10 19 11 59 00 142049.662836 399542.513675
2011 10 20 11 59 00 142049.460160 399542.572216
2011 10 21 11 59 00 142049.636586 399542.487479
2011 10 22 11 59 00 142049.724794 399542.464396
2011 10 23 11 59 00 142049.149091 399542.516870
2011 10 24 11 59 00 142049.019866 399542.655654
2011 10 25 11 59 00 142049.241586 399542.516365
2011 10 26 11 59 00 142049.092850 399542.728369
2011 10 27 11 59 00 142049.084275 399542.041897
2011 10 28 11 59 00 142048.762734 399542.164436
2011 10 29 11 59 00 142049.051890 399542.548980
2011 10 30 11 59 00 142049.095070 399542.688668
2011 10 31 11 59 00 142049.123089 399542.516521
2011 11 01 11 59 00 142049.048495 399542.606748
2011 11 02 11 59 00 142049.165258 399542.714844
2011 11 03 11 59 00 142049.485268 399542.699322
2011 11 04 11 59 00 142049.197682 399542.670586
2011 11 05 11 59 00 142049.228051 399542.880304
2011 11 06 11 59 00 142049.267812 399542.601136
2011 11 07 11 59 00 142049.205064 399542.369688
2011 11 08 11 59 00 142049.194793 399542.390919
2011 11 09 11 59 00 142049.345232 399542.446738
2011 11 10 11 59 00 142049.300467 399542.541593
2011 11 11 11 59 00 142049.272218 399542.430963
2011 11 12 11 59 00 142049.305487 399542.417615
2011 11 13 11 59 00 142049.336037 399542.384344
2011 11 19 11 59 00 142049.124217 399542.428793
2011 11 20 11 59 00 142049.306662 399542.626531
2011 11 21 11 59 00 142049.349302 399542.413769
2011 11 22 11 59 00 142049.290701 399542.694300
2011 11 23 11 59 00 142049.606727 399542.957981
2011 11 24 11 59 00 142049.242238 399542.541477
2011 11 25 11 59 00 142049.220564 399542.385075
2011 11 26 11 59 00 142049.245369 399542.564120
2011 11 27 11 59 00 142049.078766 399542.298527
2011 11 28 11 59 00 142049.043052 399542.349047
2011 11 29 11 59 00 142048.835193 399541.856801
2011 11 30 11 59 00 142049.493765 399542.452557
2011 12 01 11 59 00 142049.430918 399542.247270
2011 12 02 11 59 00 142049.428672 399542.268132
2011 12 03 11 59 00 142049.371641 399542.466026
2011 12 04 11 59 00 142049.179940 399542.421061
2011 12 05 11 59 00 142049.288157 399542.464759
2011 12 06 11 59 00 142049.175948 399542.543505
2011 12 07 11 59 00 142049.101133 399542.370976
2011 12 08 11 59 00 142049.338448 399542.384403
2011 12 09 11 59 00 142049.441475 399542.627439
2011 12 10 11 59 00 142049.258312 399542.232630
2011 12 11 11 59 00 142049.354383 399542.327681
2011 12 12 11 59 00 142049.258887 399542.382451
2011 12 13 11 59 00 142049.360364 399542.615960
2011 12 20 11 59 00 142049.209733 399541.797882
2011 12 21 11 59 00 142049.390953 399541.728336
2011 12 22 11 59 00 142049.265841 399542.230964
2011 12 23 11 59 00 142049.125163 399542.335690
2011 12 24 11 59 00 142049.443536 399542.065035
2011 12 25 11 59 00 142049.259387 399542.186732
2011 12 26 11 59 00 142049.243260 399542.345833
2011 12 27 11 59 00 142049.293612 399542.436080
2011 12 28 11 59 00 142049.234330 399542.343552
2011 12 29 11 59 00 142049.669295 399542.901929
2011 12 30 11 59 00 142049.255953 399542.552084
2011 12 31 11 59 00 142049.315330 399542.335528
2012 01 09 11 59 00 142049.365044 399542.198036
2012 01 10 11 59 00 142049.124503 399542.154560
2012 01 11 11 59 00 142049.047028 399541.711465
2012 01 12 11 59 00 142048.955937 399542.069178
2012 01 13 11 59 00 142049.614605 399542.016291
2012 01 14 11 59 00 142049.703000 399542.452582
2012 01 19 11 59 00 142048.788983 399541.793679
2012 01 20 11 59 00 142049.405076 399542.225085
2012 01 21 11 59 00 142049.303355 399542.603463
2012 01 22 11 59 00 142049.688475 399542.318395
2012 01 23 11 59 00 142049.160529 399542.265921
2012 01 24 11 59 00 142048.797673 399541.969474
2012 01 25 11 59 00 142049.231281 399542.148661
2012 01 26 11 59 00 142049.357030 399541.956262
2012 01 27 11 59 00 142049.185994 399542.213629
2012 01 28 11 59 00 142049.139718 399542.076374
2012 01 29 11 59 00 142049.278348 399542.386962
2012 01 30 11 59 00 142049.364374 399542.491879
2012 01 31 11 59 00 142049.174393 399542.284497
2012 02 01 11 59 00 142049.272872 399542.247098
2012 02 02 11 59 00 142049.076931 399542.149776
2012 02 03 11 59 00 142048.898200 399542.176967
2012 02 04 11 59 00 142048.974284 399542.149104
2012 02 05 11 59 00 142049.044140 399542.347490
2012 02 06 11 59 00 142048.788620 399542.064766
2012 02 07 11 59 00 142049.115808 399542.809336
2012 02 08 11 59 00 142049.302340 399542.431233
2012 02 09 11 59 00 142049.205982 399542.214569
2012 02 10 11 59 00 142049.203741 399542.222284
2012 02 11 11 59 00 142049.272807 399542.271675
2012 02 12 11 59 00 142049.206268 399542.309851
2012 02 13 11 59 00 142049.728890 399542.806449
2012 02 14 11 59 00 142049.359886 399541.846838
2012 02 19 11 59 00 142049.313276 399542.474645
2012 02 20 11 59 00 142049.407465 399542.094759
2012 02 21 11 59 00 142049.180342 399542.076218
2012 02 22 11 59 00 142048.940871 399542.264236
2012 02 23 11 59 00 142049.223696 399542.017916
2012 02 24 11 59 00 142049.131254 399542.038757
2012 02 25 11 59 00 142049.320164 399542.035770
2012 02 26 11 59 00 142049.163847 399542.253930
2012 02 27 11 59 00 142049.376173 399542.272250
2012 02 28 11 59 00 142049.319077 399542.127561
2012 02 29 11 59 00 142049.041949 399542.483911
2012 03 01 11 59 00 142049.468334 399542.571316
2012 03 02 11 59 00 142049.542441 399542.489043
2012 03 03 11 59 00 142049.292916 399542.170558
2012 03 04 11 59 00 142049.284937 399542.376411
2012 03 05 11 59 00 142049.043471 399541.985204
2012 03 06 11 59 00 142049.014420 399542.067699
2012 03 07 11 59 00 142049.033407 399542.058565
2012 03 08 11 59 00 142049.141136 399541.845158
2012 03 09 11 59 00 142049.254087 399542.053412
2012 03 10 11 59 00 142049.109893 399541.996887
2012 03 11 11 59 00 142049.075273 399541.961985
2012 03 12 11 59 00 142049.195031 399541.967612
2012 03 13 11 59 00 142048.934923 399542.064267
2012 03 14 11 59 00 142049.176838 399542.013833
2012 03 19 11 59 00 142049.070510 399541.867464
2012 03 20 11 59 00 142048.687845 399541.720726
2012 03 21 11 59 00 142049.087812 399541.975272
2012 03 22 11 59 00 142049.241125 399541.962646
2012 03 23 11 59 00 142049.484862 399542.180019
2012 03 24 11 59 00 142049.306455 399541.873499
2012 03 25 11 59 00 142049.081496 399541.821929
2012 03 26 11 59 00 142049.372703 399542.007237
2012 03 27 11 59 00 142049.199182 399542.327892
2012 03 28 11 59 00 142049.318340 399542.076848
2012 03 29 11 59 00 142049.174696 399541.678451
2012 03 30 11 59 00 142049.435047 399541.900786
2012 03 31 11 59 00 142049.486604 399542.191157
2012 04 01 11 59 00 142048.823373 399541.663055
2012 04 02 11 59 00 142049.559711 399541.722644
2012 04 03 11 59 00 142048.718341 399541.729759
2012 04 04 11 59 00 142049.136131 399542.119391
2012 04 05 11 59 00 142049.181117 399542.173373
2012 04 06 11 59 00 142049.073944 399541.981404
2012 04 07 11 59 00 142049.091662 399542.266911
2012 04 08 11 59 00 142049.126476 399541.862493
2012 04 09 11 59 00 142049.316100 399541.684422
2012 04 10 11 59 00 142049.150638 399541.801213
2012 04 11 11 59 00 142049.086746 399541.918524
2012 04 12 11 59 00 142049.208465 399541.920891
2012 04 13 11 59 00 142049.079716 399541.900316
2012 04 14 11 59 00 142049.178403 399541.855554
2012 04 19 11 59 00 142049.271493 399541.355686
2012 04 20 11 59 00 142049.054178 399541.740973
2012 04 21 11 59 00 142049.097369 399541.848519
2012 04 22 11 59 00 142049.183116 399542.092518
2012 04 23 11 59 00 142048.976778 399541.743390
2012 04 24 11 59 00 142049.116298 399541.770863
2012 04 25 11 59 00 142048.849688 399541.790095
2012 04 26 11 59 00 142049.106978 399541.849776
2012 04 27 11 59 00 142048.743477 399541.749436
2012 04 28 11 59 00 142049.127437 399541.820087
2012 04 29 11 59 00 142049.124092 399541.798478
2012 04 30 11 59 00 142049.215309 399541.747811
2012 05 01 11 59 00 142049.139345 399541.726156
2012 05 02 11 59 00 142049.265123 399541.721337
2012 05 03 11 59 00 142049.243927 399541.922193
2012 05 04 11 59 00 142049.046205 399542.136079
2012 05 05 11 59 00 142049.254136 399541.994247
2012 05 06 11 59 00 142048.858082 399541.392662
2012 05 07 11 59 00 142048.414665 399541.510191
2012 05 08 11 59 00 142048.964958 399541.665108
2012 05 09 11 59 00 142049.007482 399541.824538
2012 05 10 11 59 00 142049.097673 399541.748275
2012 05 11 11 59 00 142049.169072 399541.627244
2012 05 12 11 59 00 142049.151314 399541.693354
2012 05 13 11 59 00 142049.077756 399541.534146
2012 05 14 11 59 00 142049.203576 399541.632992
2012 05 19 11 59 00 142048.913518 399541.637201
2012 05 20 11 59 00 142048.939708 399541.792528
2012 05 21 11 59 00 142048.939098 399541.528913
2012 05 22 11 59 00 142049.003077 399541.680465
2012 05 23 11 59 00 142048.993629 399541.671699
2012 05 24 11 59 00 142049.006867 399541.666193
2012 05 25 11 59 00 142048.992942 399541.788844
2012 05 26 11 59 00 142049.177728 399541.769551
2012 05 28 11 59 00 142049.195493 399541.601916
2012 05 30 11 59 00 142049.269972 399541.625246
2012 06 27 11 59 00 142049.008137 399541.385486
2012 06 28 11 59 00 142049.034430 399541.538380
2012 06 30 11 59 00 142048.939698 399541.485265
2012 07 01 11 59 00 142049.029877 399541.474693
2012 07 02 11 59 00 142049.067809 399541.452609
2012 07 03 11 59 00 142048.999821 399541.506506
2012 07 04 11 59 00 142048.981460 399541.500284
2012 07 05 11 59 00 142049.052033 399541.428790
2012 07 06 11 59 00 142049.071780 399541.347682
2012 07 07 11 59 00 142049.120418 399541.517230
2012 07 08 11 59 00 142049.172176 399541.440483
2012 07 09 11 59 00 142049.224104 399541.529145
2012 07 10 11 59 00 142049.259690 399541.518456
2012 07 11 11 59 00 142049.294669 399541.572141
2012 07 12 11 59 00 142049.269287 399541.463510
2012 07 13 11 59 00 142049.205697 399541.417652
2012 07 14 11 59 00 142049.154314 399541.331463
2012 07 20 11 59 00 142049.049063 399541.390699
2012 07 21 11 59 00 142049.000359 399541.389927
2012 07 22 11 59 00 142049.194761 399541.385834
2012 07 23 11 59 00 142049.209284 399541.299115
