################################################################################
# WEBOBS OVPF
#
# PROC: {PROC.GIPSYX} GNSS GIPSYX PdF OVPF
# TITLE: {\fontsize{14}{\bfVariation de distance}}: ref. BOMG
# FILENAME: BASELINES_BOMG_all.txt
#
#
# CREATED: 19-Jan-2022 08:52:40 by sysop@pitondescalumets
# COPYRIGHT: 2022, OVPF-IPGP
################################################################################
#
year month day hour minute second BOMG-BORG_(cm) BOMG-DERG_(cm) BOMG-DSRG_(cm)
2012 03 16 23 55 00 78324.112863 118884.243695 125213.577022
2012 03 17 23 55 00 78323.950070 118883.785086 125213.453547
2012 03 18 23 55 00 78324.390513 118884.078961 125213.747417
2012 03 19 23 55 00 78324.054826 118883.713131 125213.710961
2012 03 20 23 55 00 78324.574431 118884.200348 125213.834621
2012 03 21 23 55 00 78324.411689 118883.790675 125213.557033
2012 03 22 23 55 00 78324.201743 118883.976963 125213.522489
2012 03 23 23 55 00 78324.060615 118883.720168 125213.422776
2012 03 24 23 55 00 78324.118372 118883.984539 125213.547237
2012 03 25 23 55 00 78324.090703 118884.095148 125213.510107
2012 03 26 23 55 00 78323.684028 118884.360189 125213.604985
2012 03 27 23 55 00 78324.104425 118884.377424 125213.632609
2012 03 28 23 55 00 78324.004678 118883.961664 125213.637138
2012 03 29 23 55 00 78323.954941 118883.862248 125213.665864
2012 03 30 23 55 00 78323.865474 118884.554242 125213.580440
2012 03 31 23 55 00 78324.275660 118884.430905 125213.515041
2012 04 01 23 55 00 78324.207817 118884.168379 125213.402734
2012 04 02 23 55 00 78324.172936 118884.107036 125213.368321
2012 04 03 23 55 00 78324.537284 118884.201433 125213.476901
2012 04 04 23 55 00 78324.297005 118884.295771 125213.701630
2012 04 05 23 55 00 78324.181181 118884.048074 125213.409489
2012 04 06 23 55 00 78324.245225 118883.751928 125213.265459
2012 04 07 23 55 00 78324.397710 118883.772778 125213.215030
2012 04 08 23 55 00 78324.214840 118883.839921 125213.186263
2012 04 09 23 55 00 78324.252252 118883.822216 125213.463663
2012 04 10 23 55 00 78323.942941 118883.907872 125213.554135
2012 04 11 11 15 00 78323.949365 118884.064398 125213.729088
2012 04 12 23 55 00 78324.166510 118883.756411 125213.316129
2012 04 13 23 55 00 78324.211622 118883.703014 125213.159174
2012 04 14 23 55 00 78324.093778 118883.992205 125213.358390
2012 04 15 23 55 00 78324.207020 118883.898559 125213.455960
2012 04 16 23 55 00 78324.071235 118884.027572 125213.370184
2012 04 17 23 55 00 78323.867851 118884.068458 125213.463728
2012 04 18 23 55 00 78324.002031 118883.910148 125213.448669
2012 04 19 23 55 00 78324.142642 118883.749841 125213.260374
2012 04 20 23 55 00 78324.146351 118884.013785 125213.463931
2012 04 21 23 55 00 78324.069218 118883.770661 125213.223109
2012 04 22 23 55 00 78323.997179 118883.725510 125213.491745
2012 04 23 23 55 00 78324.195916 118883.597438 125213.166673
2012 04 24 23 55 00 78324.255409 118883.828235 125213.228415
2012 04 25 23 55 00 78324.113124 118883.826313 125213.161657
2012 04 26 23 55 00 78324.069726 118883.948041 125213.339165
2012 04 27 23 55 00 78324.247555 118883.730352 125213.263980
2012 04 28 23 55 00 78324.154893 118883.733350 125213.148879
2012 04 29 23 55 00 78324.222695 118883.653200 125213.086712
2012 04 30 23 55 00 78324.156345 118883.482243 125213.140546
2012 05 01 23 55 00 78324.141993 118883.737740 125213.167997
2012 05 02 23 55 00 78324.102245 118883.501615 125213.051893
2012 05 03 23 55 00 78324.402920 118884.060690 125213.342937
2012 05 04 23 55 00 78324.118479 118883.635556 125213.117954
2012 05 05 23 55 00 78324.182480 118884.193200 125213.414216
2012 05 06 23 55 00 78323.903715 118883.984187 125213.156245
2012 05 07 23 55 00 78324.317261 118883.541518 125212.902732
2012 05 08 23 55 00 78324.144373 118883.696550 125213.181695
2012 05 09 23 55 00 78324.166370 118883.826711 125213.132646
2012 05 10 23 55 00 78324.378123 118883.656178 125213.123216
2012 05 11 23 55 00 78324.255668 118883.591523 125213.123623
2012 05 12 23 55 00 78324.296714 118883.503738 125213.188139
2012 05 13 23 55 00 78324.415122 118883.817527 125213.034538
2012 05 14 23 55 00 78324.000299 118883.827939 125213.193028
2012 05 15 23 55 00 78324.389273 118883.954501 125213.045534
2012 05 16 23 55 00 78324.429242 118883.671623 125212.935479
2012 05 17 23 55 00 78324.371090 118883.707691 125212.956354
2012 05 18 23 55 00 78324.231846 118883.434115 125212.952563
2012 05 19 23 55 00 78324.349578 118883.369064 125212.876340
2012 05 20 23 55 00 78324.288774 118883.581298 125212.857985
2012 05 21 23 55 00 78324.297826 118883.503309 125212.766434
2012 05 22 23 55 00 78324.100116 118883.349806 125212.968753
2012 05 23 23 55 00 78324.263130 118883.492506 125213.023465
2012 05 24 23 55 00 78324.187484 118883.535816 125212.922927
2012 05 25 23 55 00 78324.228168 118883.761721 125213.044329
2012 05 26 23 55 00 78324.049510 118883.501177 125212.942252
2012 05 27 23 55 00 78324.392920 118883.618071 125213.080416
2012 05 28 23 55 00 78324.355130 118883.447529 125212.863539
2012 05 29 23 55 00 78324.107052 118883.489607 125212.919925
2012 05 30 23 55 00 78324.097062 118883.479483 125212.906848
2012 05 31 23 55 00 78324.155446 118883.578037 125212.918249
2012 06 01 23 55 00 78324.135648 118883.314200 125212.722942
2012 06 02 23 55 00 78324.219860 118883.452632 125212.852734
2012 06 03 23 55 00 78323.973517 118883.425084 125212.836974
2012 06 04 23 55 00 78324.063554 118883.379999 125212.716761
2012 06 05 23 55 00 78324.173076 118883.636028 125212.835167
2012 06 06 23 55 00 78324.148355 118883.300362 125212.845306
2012 06 07 23 55 00 78324.260383 118883.456867 125212.776259
2012 06 08 23 55 00 78323.998698 118883.300968 125212.583644
2012 06 09 23 55 00 78324.173038 118883.395054 125212.562159
2012 06 10 23 55 00 78324.230404 118883.369899 125212.645559
2012 06 11 23 55 00 78324.252497 118883.450471 125212.692814
2012 06 12 23 55 00 78324.165480 118883.437142 125212.749993
2012 06 13 23 55 00 78324.321761 118883.514983 125212.702928
2012 06 14 23 55 00 78324.094646 118883.306781 125212.711484
2012 06 15 23 55 00 78324.349428 118883.523367 125212.833465
2012 06 16 23 55 00 78324.359237 118883.463962 125212.919936
2012 06 17 23 55 00 78324.077345 118883.413999 125212.863686
2012 06 18 23 55 00 78324.162989 118883.565885 125212.952347
2012 06 19 23 55 00 78323.963723 118883.620498 125212.804268
2012 06 20 23 55 00 78323.932165 118883.452515 125212.700356
2012 06 21 23 55 00 78324.058062 118883.106296 125212.529691
2012 06 22 23 55 00 78324.179772 118883.338860 125212.579473
2012 06 23 23 55 00 78324.236835 118883.338490 125212.636128
2012 06 24 23 55 00 78324.197210 118883.384503 125212.685516
2012 06 25 23 55 00 78324.080847 118883.224028 125212.503552
2012 06 26 23 55 00 78324.255952 118883.212810 125212.509788
2012 06 27 23 55 00 78324.295950 118883.125060 125212.505335
2012 06 28 23 55 00 78324.309203 118883.155847 125212.470990
2012 06 29 23 55 00 78324.203524 118883.316405 125212.549534
2012 06 30 23 55 00 78324.112838 118883.309292 125212.397953
2012 07 01 23 55 00 78323.977335 118883.409934 125212.430943
2012 07 02 23 55 00 78324.154486 118883.165981 125212.446013
2012 07 03 23 55 00 78324.115811 118883.216157 125212.457396
2012 07 04 23 55 00 78324.348055 118883.294142 125212.638559
2012 07 05 23 55 00 78324.152740 118883.316458 125212.518956
2012 07 06 23 55 00 78323.916074 118883.201679 125212.318256
2012 07 07 23 55 00 78324.206197 118883.273140 125212.484724
2012 07 08 23 55 00 78324.006209 118882.910955 125212.403606
2012 07 09 23 55 00 78323.925463 118883.088918 125212.344580
2012 07 10 23 55 00 78324.135763 118883.133146 125212.509189
2012 07 11 23 55 00 78323.822479 118883.251594 125212.550420
2012 07 12 23 55 00 78323.908377 118883.208784 125212.296152
2012 07 13 23 55 00 78323.903636 118882.999782 125212.374098
2012 07 14 23 55 00 78323.819645 118883.101047 125212.367788
2012 07 15 23 55 00 78323.606013 118883.149462 125212.415328
2012 07 16 23 55 00 78323.880588 118883.338095 125212.464006
2012 07 17 23 55 00 78323.992728 118883.168226 125212.394240
2012 07 18 23 55 00 78324.091913 118883.011523 125212.173553
2012 07 19 23 55 00 78324.063390 118883.220365 125212.440828
2012 07 20 23 55 00 78324.023596 118883.134612 125212.308020
2012 07 21 23 55 00 78324.241909 118882.959094 125212.170485
2012 07 22 23 55 00 78324.220264 118883.143476 125212.234775
2012 07 23 23 55 00 78324.157374 118883.181101 125212.408710
2012 07 24 23 55 00 78324.323809 118883.014044 125212.294907
2012 07 25 23 55 00 78323.952489 118882.886404 125212.294256
2012 07 26 23 55 00 78324.237068 118883.110085 125212.456701
2012 07 27 23 55 00 78324.154155 118882.932835 125212.175462
2012 07 28 23 55 00 78323.931761 118882.945627 125212.345741
2012 07 29 23 55 00 78324.106109 118883.035020 125212.257846
2012 07 30 23 55 00 78323.998792 118883.055913 125212.293715
2012 07 31 23 55 00 78324.008049 118883.095191 125212.349875
2012 08 01 23 55 00 78324.310497 118883.170059 125212.340433
2012 08 02 23 55 00 78324.188852 118882.975844 125212.101208
2012 08 03 23 55 00 78324.258099 118882.874397 125212.309612
2012 08 04 23 55 00 78324.243407 118883.114120 125212.277863
2012 08 05 23 55 00 78324.206706 118883.178542 125212.319647
2012 08 06 23 55 00 78324.147494 118882.998849 125212.225611
2012 08 07 23 55 00 78323.935729 118883.101740 125212.027340
2012 08 08 23 55 00 78324.205725 118882.869833 125212.214089
2012 08 09 23 55 00 78324.212670 118883.127564 125212.300822
2012 08 10 23 55 00 78323.965213 118882.941222 125212.124476
2012 08 11 23 55 00 78324.007540 118882.941698 125212.247983
2012 08 12 23 55 00 78324.331377 118882.973690 125212.076715
2012 08 13 23 55 00 78324.054439 118882.998387 125212.101770
2012 08 14 23 55 00 78324.146315 118882.950252 125212.280814
2012 08 15 23 55 00 78324.005058 118883.175972 125212.457666
2012 08 16 23 55 00 78323.863552 118883.095381 125212.236169
2012 08 17 23 55 00 78324.029189 118882.718698 125211.962430
2012 08 18 23 55 00 78324.072238 118882.842458 125211.928088
2012 08 19 23 55 00 78324.055718 118882.911877 125212.010713
2012 08 20 23 55 00 78324.268645 118882.945513 125212.253295
2012 08 21 23 55 00 78323.894937 118882.890272 125212.166958
2012 08 22 23 55 00 78323.817638 118882.951011 125212.008829
2012 08 23 23 55 00 78324.034165 118882.925414 125211.912245
2012 08 24 23 55 00 78324.117876 118882.770621 125211.781223
2012 08 25 23 55 00 78324.001842 118882.940229 125212.026229
2012 08 26 23 55 00 78324.132031 118882.840313 125211.980155
2012 08 27 23 55 00 78324.007432 118882.982823 125211.974138
2012 08 28 23 55 00 78324.058300 118882.937223 125211.840291
2012 08 29 23 55 00 78324.134282 118882.904321 125211.768310
2012 08 30 23 55 00 78324.157125 118882.698751 125212.016385
2012 08 31 23 55 00 78324.042492 118882.893859 125212.031490
2012 09 01 23 55 00 78324.080876 118882.917108 125212.093291
2012 09 02 23 55 00 78324.091040 118882.851204 125211.917627
2012 09 03 23 55 00 78324.097480 118882.932164 125211.884018
2012 09 04 23 55 00 78324.130880 118882.840861 125211.939819
2012 09 05 23 55 00 78324.066493 118882.826383 125212.045326
2012 09 06 23 55 00 78324.060282 118882.784698 125212.147869
2012 09 07 23 55 00 78324.033653 118882.879240 125212.153701
2012 09 08 23 55 00 78324.148143 118882.790843 125211.960825
2012 09 09 23 55 00 78323.961474 118882.639600 125211.716764
2012 09 10 23 55 00 78324.088059 118882.744568 125211.839338
2012 09 11 23 55 00 78323.980708 118882.726988 125211.909386
2012 09 12 23 55 00 78324.090458 118882.680546 125211.969489
2012 09 13 23 55 00 78323.910899 118882.697428 125211.930893
2012 09 14 23 55 00 78323.939609 118882.756975 125211.908026
2012 09 15 23 55 00 78323.871446 118882.721985 125211.873994
2012 09 16 23 55 00 78323.861938 118882.630801 125211.882546
2012 09 17 23 55 00 78323.932810 118882.939893 125211.951298
2012 09 18 23 55 00 78323.949024 118882.570430 125211.891273
2012 09 19 23 55 00 78323.918626 118882.617463 125211.902022
2012 09 20 23 55 00 78323.616587 118882.671889 125211.700897
2012 09 21 23 55 00 78323.925769 118882.679053 125211.742697
2012 09 22 23 55 00 78323.764461 118882.763572 125211.757199
2012 09 23 23 55 00 78323.882906 118882.712179 125211.791121
2012 09 24 23 55 00 78324.040879 118882.597215 125211.610434
2012 09 25 23 55 00 78323.999228 118882.820574 125211.796481
2012 09 26 23 55 00 78323.985997 118882.620649 125211.711541
2012 09 27 23 55 00 78324.077071 118882.549116 125211.742115
2012 09 28 23 55 00 78324.198232 118882.722849 125212.005709
2012 09 29 23 55 00 78323.828260 118882.727440 125211.804959
2012 09 30 23 55 00 78323.816864 118882.419209 125211.615919
2012 10 01 23 55 00 78323.827709 118882.605414 125211.639108
2012 10 02 23 55 00 78323.991164 118882.455813 125211.718159
2012 10 03 23 55 00 78323.985835 118882.587270 125211.701182
2012 10 04 23 55 00 78323.952207 118882.537151 125211.656286
2012 10 05 23 55 00 78323.915635 118882.522015 125211.725890
2012 10 06 23 55 00 78323.501715 118882.644346 125211.771924
2012 10 07 23 55 00 78323.842008 118882.672950 125211.597158
2012 10 08 23 55 00 78323.916477 118882.540722 125211.477921
2012 10 09 23 55 00 78323.828696 118882.454312 125211.452036
2012 10 10 23 55 00 78323.883979 118882.544429 125211.616517
2012 10 11 23 55 00 78323.786134 118882.466544 125211.448212
2012 10 12 23 55 00 78323.682716 118882.527507 125211.454827
2012 10 13 23 55 00 78323.939927 118882.550815 125211.498265
2012 10 14 23 55 00 78323.994821 118882.395432 125211.297092
2012 10 15 23 55 00 78323.834905 118882.412569 125211.409440
2012 10 16 23 55 00 78323.888495 118882.320352 125211.436249
2012 10 17 23 55 00 78323.776443 118882.400099 125211.536029
2012 10 18 23 55 00 78323.774539 118882.632313 125211.649639
2012 10 19 23 55 00 78323.707832 118882.441940 125211.698014
2012 10 20 23 55 00 78323.827141 118882.609708 125211.568785
2012 10 21 23 55 00 78323.923421 118882.442456 125211.666620
2012 10 22 23 55 00 78323.897715 118882.407882 125211.438436
2012 10 23 23 55 00 78324.208983 118882.257162 125211.306122
2012 10 24 23 55 00 78323.971855 118882.488043 125211.485499
2012 10 25 23 55 00 78323.927423 118882.544869 125211.507869
2012 10 26 23 55 00 78323.546733 118882.276129 125211.409236
2012 10 27 23 55 00 78323.568325 118882.327770 125211.469623
2012 10 28 23 55 00 78324.004660 118882.512814 125211.516161
2012 10 29 23 55 00 78323.846042 118882.371244 125211.387606
2012 10 30 23 55 00 78324.079319 118882.322917 125211.385851
2012 10 31 23 55 00 78324.086170 118882.220754 125211.348021
2012 11 01 23 55 00 78323.784796 118882.250272 125211.527594
2012 11 02 23 55 00 78323.741679 118882.378219 125211.345769
2012 11 03 23 55 00 78323.758731 118882.205401 125211.402960
2012 11 04 23 55 00 78323.637800 118882.407483 125211.426589
2012 11 05 23 55 00 78324.081303 118882.285014 125211.416509
2012 11 06 23 55 00 78324.047929 118882.520936 125211.570916
2012 11 07 23 55 00 78323.963857 118882.394734 125211.450511
2012 11 08 23 55 00 78323.881410 118882.307244 125211.350724
2012 11 09 23 55 00 78323.883750 118882.286585 125211.200664
2012 11 10 23 55 00 78323.813257 118882.191417 125211.234251
2012 11 11 23 55 00 78323.574406 118882.218182 125211.414505
2012 11 12 23 55 00 78323.597272 118882.317018 125211.316863
2012 11 13 23 55 00 78323.700369 118882.290775 125211.481322
2012 11 14 23 55 00 78323.814513 118882.211500 125211.247701
2012 11 15 23 55 00 78323.900726 118882.211566 125211.236315
2012 11 16 23 55 00 78323.865961 118882.196348 125211.306080
2012 11 17 23 55 00 78323.902986 118882.285165 125211.397155
2012 11 18 23 55 00 78323.819958 118882.311723 125211.309563
2012 11 19 23 55 00 78323.738570 118882.431985 125211.300668
2012 11 20 23 55 00 78323.978822 118882.198967 125211.245072
2012 11 21 23 55 00 78323.806763 118882.154852 125211.138964
2012 11 22 23 55 00 78324.077202 118881.928971 125211.116945
2012 11 23 23 55 00 78323.717834 118882.113898 125211.181174
2012 11 24 23 55 00 78323.997786 118882.504409 125211.548817
2012 11 25 23 55 00 78323.930853 118882.415591 125211.227388
2012 11 26 23 55 00 78323.894137 118881.969930 125211.268943
2012 11 27 23 55 00 78323.881623 118882.091167 125211.241050
2012 11 28 23 55 00 78324.049065 118882.506122 125211.352292
2012 11 29 23 55 00 78323.691371 118882.280058 125211.075068
2012 11 30 23 55 00 78323.780292 118882.088058 125211.165091
2012 12 01 23 55 00 78323.750854 118882.140245 125211.212590
2012 12 02 23 55 00 78323.683284 118882.151196 125211.171104
2012 12 03 23 55 00 78323.582787 118882.187505 125211.347327
2012 12 04 23 55 00 78323.635478 118882.128356 125211.194531
2012 12 05 23 55 00 78323.746321 118882.102303 125211.172563
2012 12 06 23 55 00 78323.879501 118882.412241 125211.376651
2012 12 07 23 55 00 78323.971416 118882.120319 125211.283709
2012 12 08 23 55 00 78323.752580 118882.098282 125211.155892
2012 12 09 23 55 00 78323.868439 118882.038783 125211.273476
2012 12 10 23 55 00 78323.963678 118881.987484 125211.137058
2012 12 11 23 55 00 78324.078954 118882.365657 125211.584658
2012 12 12 23 55 00 78323.886516 118881.998836 125211.511380
2012 12 13 23 55 00 78323.853540 118882.241261 125211.335822
2012 12 14 23 55 00 78323.500952 118882.297708 125211.245129
2012 12 15 23 55 00 78323.487173 118882.033581 125211.093184
2012 12 16 23 55 00 78323.579368 118882.438921 125211.082199
2012 12 17 23 55 00 78323.799419 118882.011335 125211.123395
2012 12 18 23 55 00 78323.622472 118881.944999 125211.098114
2012 12 19 23 55 00 78323.711786 118882.169274 125210.998108
2012 12 20 23 55 00 78323.985743 118882.511865 125211.152934
2012 12 21 23 55 00 78323.903710 118882.050160 125211.010390
2012 12 22 23 55 00 78323.817050 118882.198428 125211.050296
2012 12 23 23 55 00 78323.864756 118882.046353 125211.157397
2012 12 24 23 55 00 78323.932426 118882.016490 125210.991808
2012 12 25 23 55 00 78323.885774 118882.309605 125210.997700
2012 12 26 23 55 00 78323.656000 118881.921550 125211.043013
2012 12 27 23 55 00 78323.584868 118882.137790 125211.154176
2012 12 28 23 55 00 78323.843564 118882.399301 125211.272924
2012 12 29 23 55 00 78323.654976 118882.021987 125211.015183
2012 12 30 23 55 00 78323.629520 118882.195873 125210.940372
2012 12 31 23 55 00 78323.707123 118882.327857 125211.251038
2013 01 01 23 55 00 78323.738009 118882.142928 125211.215300
2013 01 02 23 55 00 78323.512495 118881.950289 125210.957060
2013 01 03 23 55 00 78323.493357 118882.099587 125210.876223
2013 01 04 23 55 00 78323.668523 118882.301474 125211.241055
2013 01 05 23 55 00 78324.291279 118882.124190 125211.473425
2013 01 06 23 55 00 78323.806475 118882.072785 125211.104243
2013 01 07 23 55 00 78323.683474 118882.063435 125211.016793
2013 01 08 23 55 00 78323.895666 118881.915883 125210.970018
2013 01 09 23 55 00 78323.699935 118882.189288 125210.994324
2013 01 10 23 55 00 78323.893111 118882.330213 125211.253867
2013 01 11 23 55 00 78323.749611 118882.129150 125211.078096
2013 01 12 23 55 00 78323.761655 118882.085243 125210.984458
2013 01 13 23 55 00 78323.698619 118882.195713 125210.900719
2013 01 14 23 55 00 78323.685969 118882.152230 125210.890791
2013 01 15 23 55 00 78323.462615 118881.750570 125210.786443
2013 01 16 23 55 00 78323.674504 118882.073227 125210.749319
2013 01 17 23 55 00 78324.050217 118881.673781 125211.000595
2013 01 18 23 55 00 78323.661021 118882.133524 125210.844291
2013 01 19 23 55 00 78323.672653 118882.014011 125210.878894
2013 01 20 23 55 00 78323.287791 118882.084504 125210.886221
2013 01 21 23 55 00 78323.446735 118881.828490 125210.752795
2013 01 22 23 55 00 78323.565688 118881.891796 125210.911238
2013 01 23 23 55 00 78324.107193 118882.234752 125211.082713
2013 01 24 23 55 00 78323.795717 118882.014324 125210.849342
2013 01 25 03 25 00 78323.502554 118883.026757 125211.393092
2013 01 26 23 55 00 78323.588525 118881.698712 125210.680106
2013 01 27 23 55 00 78323.857171 118881.758498 125210.878043
2013 01 28 23 55 00 78323.842340 118882.176644 125210.819408
2013 01 29 23 55 00 78323.374605 118882.060624 125210.756125
2013 01 30 23 55 00 78323.337528 118882.158851 125210.872441
2013 01 31 23 55 00 78323.512063 118882.227217 125210.917244
2013 02 01 23 55 00 78323.490375 118882.217104 125210.898445
2013 02 02 23 55 00 78324.008212 118882.203660 125211.223924
2013 02 03 23 55 00 78323.879400 118882.148634 125211.017570
2013 02 04 23 55 00 78323.513672 118881.926633 125210.895212
2013 02 05 23 55 00 78323.650068 118881.951253 125210.885147
2013 02 06 23 55 00 78323.734798 118881.719449 125210.602741
2013 02 07 23 55 00 78323.824162 118881.716278 125210.962712
2013 02 08 23 55 00 78323.799452 118881.798959 125210.774540
2013 02 09 23 55 00 78323.591546 118881.572594 125210.715116
2013 02 10 23 55 00 78323.788939 118881.540705 125210.772047
2013 02 11 23 55 00 78323.670163 118881.599045 125210.788345
2013 02 12 23 55 00 78323.479372 118881.813564 125210.591168
2013 02 13 23 55 00 78323.339385 118882.188529 125210.655316
2013 02 14 23 55 00 78323.529280 118881.507453 125210.903503
2013 02 15 23 55 00 78323.609812 118882.211453 125210.984491
2013 02 16 23 55 00 78323.803682 118881.675083 125210.739428
2013 02 17 23 55 00 78323.736639 118881.836112 125210.785009
2013 02 18 23 55 00 78323.352573 118881.998037 125210.563865
2013 02 19 23 55 00 78323.574907 118882.063282 125210.664318
2013 02 20 23 55 00 78323.446369 118881.958930 125210.772410
2013 02 21 23 55 00 78323.169051 118881.809057 125210.748179
2013 02 22 23 55 00 78323.556430 118881.854871 125210.635783
2013 02 23 23 55 00 78323.862379 118881.656975 125210.626205
2013 02 24 23 55 00 78323.881459 118881.990933 125210.816289
2013 02 25 23 55 00 78324.092134 118882.183781 125210.922542
2013 02 26 23 55 00 78323.687922 118881.944570 125210.711214
2013 02 27 23 55 00 78323.774670 118881.736305 125210.514480
2013 02 28 23 55 00 78324.106836 118881.451101 125210.746492
2013 03 01 23 55 00 78323.847412 118881.628205 125210.453167
2013 03 02 23 55 00 78323.373748 118881.734263 125210.822195
2013 03 03 23 55 00 78323.563212 118881.830328 125210.697605
2013 03 04 23 55 00 78323.886545 118881.835992 125210.492150
2013 03 05 23 55 00 78323.776054 118881.786803 125210.634397
2013 03 06 23 55 00 NaN 118881.882589 125210.810252
2013 03 07 23 55 00 NaN 118881.839956 125210.730613
2013 03 08 23 55 00 78323.480050 118881.725279 125210.736723
2013 03 09 23 55 00 78323.482820 118881.675753 125210.713652
2013 03 10 20 30 00 78323.737501 118881.647893 125210.564558
2013 03 11 23 55 00 78323.323769 118881.561576 125210.466232
2013 03 12 23 55 00 78323.605342 118881.783595 125210.561742
2013 03 13 23 55 00 78323.663352 118881.552775 125210.477314
2013 03 14 23 55 00 78323.366710 118881.731879 125210.597955
2013 03 15 23 55 00 78322.630833 118881.900995 125210.586016
2013 03 16 23 55 00 78322.735545 118881.492863 125210.571232
2013 03 17 23 55 00 78323.110528 118881.829377 125210.885111
2013 03 18 23 55 00 78322.929811 118881.781714 125210.427762
2013 03 19 23 55 00 NaN 118881.542313 125210.343769
2013 03 20 09 55 00 NaN 118881.683574 125210.775465
2013 03 21 23 55 00 78322.322685 118881.636131 125210.355051
2013 03 22 23 55 00 78322.539620 118881.660795 125210.447559
2013 03 23 23 55 00 NaN 118881.342357 125210.282968
2013 03 24 23 55 00 NaN 118881.606130 125210.438098
2013 03 25 23 55 00 78322.700380 118881.737376 125210.447484
2013 03 26 23 55 00 NaN 118881.840052 125210.435120
2013 03 27 23 55 00 NaN 118881.773409 125210.637322
2013 03 28 23 55 00 78322.755061 118881.645958 125210.501658
2013 03 29 23 55 00 NaN 118881.733415 125210.490779
2013 03 30 23 55 00 NaN 118881.868613 125210.714097
2013 03 31 23 55 00 78322.747988 118881.827427 125210.592951
2013 04 01 23 55 00 78322.714286 118881.698633 125210.552713
2013 04 02 23 55 00 78322.771677 118881.644744 125210.428348
2013 04 03 23 55 00 78322.670957 118881.612100 125210.387021
2013 04 04 23 55 00 78322.769111 118881.885195 125210.572206
2013 04 05 23 55 00 78322.678133 118881.297791 125210.261839
2013 04 06 23 55 00 78322.824465 118881.655752 125210.400315
2013 04 07 23 55 00 78322.559603 118881.468490 125210.295401
2013 04 08 23 55 00 78322.773851 118881.677706 125210.430499
2013 04 09 23 55 00 78322.959182 118881.715872 125210.502909
2013 04 10 23 55 00 78322.709220 118881.781324 125210.249070
2013 04 11 23 55 00 78322.998729 118881.483162 125210.225724
2013 04 12 23 55 00 78322.662837 118881.066904 125210.300373
2013 04 13 23 55 00 78323.168215 118881.481536 125210.414771
2013 04 14 23 55 00 78323.016455 118881.536439 125210.247293
2013 04 15 23 55 00 78322.578617 118881.890235 125210.475689
2013 04 16 23 55 00 78322.852626 118881.824176 125210.446410
2013 04 17 08 55 00 78323.044294 118882.273617 125210.991326
2013 04 18 23 55 00 78322.704024 118881.722758 125210.463726
2013 04 19 23 55 00 78322.616434 118881.805672 125210.512145
2013 04 20 23 55 00 78322.781613 118881.449053 125210.132078
2013 04 21 23 55 00 78322.904456 118881.528758 125210.388193
2013 04 22 23 55 00 78322.736482 118881.446771 125210.339837
2013 04 23 23 55 00 78322.767697 118881.658896 125210.164114
2013 04 24 23 55 00 78322.969050 118881.580716 125210.162494
2013 04 25 23 55 00 78322.936763 118881.519881 125210.090014
2013 04 26 23 55 00 78322.993526 118881.392640 125210.167044
2013 04 27 23 55 00 78322.723940 118881.741082 125210.464072
2013 04 28 23 55 00 78323.035012 118881.699928 125210.362516
2013 04 29 23 55 00 78322.996518 118881.487157 125210.321009
2013 04 30 23 55 00 78322.847025 118881.400696 125210.228186
2013 05 01 23 55 00 78322.606095 118881.516178 125210.551735
2013 05 02 23 55 00 78322.750996 118881.403319 125210.204522
2013 05 03 23 55 00 78322.558158 118881.583562 125210.174563
2013 05 04 23 55 00 78322.676361 118881.486118 125210.220369
2013 05 05 23 55 00 78322.826049 118881.307168 125210.129244
2013 05 06 23 55 00 78322.790767 118881.589150 125210.074756
2013 05 07 23 55 00 78322.606164 118881.565060 125210.151392
2013 05 08 23 55 00 78322.862890 118881.390516 125210.088150
2013 05 09 23 55 00 78322.753662 118881.463982 125210.014117
2013 05 10 23 55 00 78322.792254 118881.449947 125210.013319
2013 05 11 23 55 00 78322.779883 118881.357517 125209.858164
2013 05 12 23 55 00 78322.830135 118881.504890 125209.951553
2013 05 13 23 55 00 78322.635393 118881.350061 125209.866189
2013 05 14 23 55 00 78322.795763 118881.411289 125210.239956
2013 05 15 23 55 00 78322.876243 118881.641603 125210.317766
2013 05 16 23 55 00 78322.732261 118881.427709 125210.074750
2013 05 17 23 55 00 78322.787257 118881.407184 125210.039844
2013 05 18 23 55 00 78322.531211 118881.265617 125210.000317
2013 05 19 23 55 00 78322.803453 118881.336205 125210.180141
2013 05 20 23 55 00 78322.597544 118881.474430 125210.133589
2013 05 21 23 55 00 78322.798523 118881.488966 125210.056053
2013 05 22 23 55 00 78322.754601 118881.420547 125209.800759
2013 05 23 23 55 00 78322.821226 118881.361207 125209.865002
2013 05 24 23 55 00 78322.825998 118881.398930 125210.007375
2013 05 25 23 55 00 78322.698877 118881.251587 125209.950577
2013 05 26 23 55 00 78322.833962 118881.386927 125209.954729
2013 05 27 23 55 00 78322.681989 118881.351145 125209.737414
2013 05 28 23 55 00 78322.806132 118881.455265 125209.898108
2013 05 29 23 55 00 78322.926856 118881.311744 125209.796523
2013 05 30 23 55 00 78322.681651 118881.263875 125209.890917
2013 05 31 23 55 00 78322.800604 118881.403480 125209.921898
2013 06 01 23 55 00 78323.014703 118881.436554 125210.012997
2013 06 02 23 55 00 78322.554499 118881.363932 125209.874394
