################################################################################
# WEBOBS OVPF
#
# PROC: {PROC.GIPSYX} GNSS GIPSYX PdF OVPF
# TITLE: {\fontsize{14}{\bfVariation de distance}}: ref. BOMG
# FILENAME: BASELINES_BOMG_all.txt
#
#
# CREATED: 19-Jan-2022 08:52:40 by sysop@pitondescalumets
# COPYRIGHT: 2022, OVPF-IPGP
################################################################################
#
year month day hour minute second BOMG-BORG_(cm) BOMG-DERG_(cm) BOMG-DSRG_(cm)
2009 12 27 23 55 00 78311.458762 118880.226528 125214.637697
2009 12 28 23 55 00 78311.561733 118880.308268 125214.566374
2009 12 29 23 55 00 78311.315257 118880.774916 125214.991774
2009 12 30 23 55 00 78311.718788 118881.480030 125215.768443
2009 12 31 23 55 00 78311.841382 118881.609557 125215.724272
2010 01 01 23 55 00 78312.746382 118881.779363 125215.746747
2010 01 02 23 55 00 78315.239051 118885.194497 125221.801199
2010 01 03 23 55 00 78317.850002 118886.516959 125226.079194
2010 01 04 23 55 00 78317.535551 118886.147674 125225.574205
2010 01 05 23 55 00 78317.392825 118886.300874 125225.456617
2010 01 06 23 55 00 78317.268387 118885.939318 125225.085463
2010 01 07 23 55 00 78316.967882 118885.938085 125224.686310
2010 01 08 23 55 00 78316.968323 118885.826320 125224.739960
2010 01 09 23 55 00 78316.667681 118885.773926 125224.582320
2010 01 10 23 55 00 78316.766311 118886.016566 125224.457572
2010 01 11 23 55 00 78316.653628 118885.638590 125224.293778
2010 01 12 23 55 00 78316.722299 118885.790828 125224.348637
2010 01 13 23 55 00 78316.538238 118885.823385 125224.336003
2010 01 14 23 55 00 78316.267558 118885.200825 125224.247432
2010 01 15 23 55 00 78316.594617 118885.315174 125224.358684
2010 01 16 23 55 00 78316.609769 118885.429202 125224.558861
2010 01 17 23 55 00 78316.734904 118885.618536 125224.336776
2010 01 18 23 55 00 78316.867739 118885.479663 125224.146810
2010 01 19 23 55 00 78317.171995 118885.801280 125224.663019
2010 01 20 23 55 00 78316.692826 118885.754772 125224.417199
2010 01 21 23 55 00 78316.671791 118885.995488 125224.270990
2010 01 22 23 55 00 78316.872777 118885.737559 125224.133173
2010 01 23 23 55 00 78316.780707 118885.881737 125224.376671
2010 01 24 23 55 00 78316.351301 118885.537993 125224.187303
2010 01 25 23 55 00 78316.477912 118885.744368 125224.321622
2010 01 26 23 55 00 78316.553999 118886.119890 125224.115765
2010 01 27 23 55 00 78316.563942 118886.107499 125224.182662
2010 01 28 23 55 00 78316.495848 118886.629352 125224.630535
2010 01 29 23 55 00 78316.575825 118885.855269 125224.160291
2010 01 30 23 55 00 78316.744405 118885.370011 125224.059656
2010 01 31 23 55 00 78316.273736 118885.461091 125224.035993
2010 02 01 23 55 00 78316.301498 118885.675737 125224.049002
2010 02 02 23 55 00 78316.404328 118885.666647 125224.084005
2010 02 03 23 55 00 78316.271161 118885.825419 125224.386552
2010 02 04 23 55 00 78316.450939 118885.884514 125224.138330
2010 02 05 23 55 00 78316.449640 118885.870244 125224.027485
2010 02 06 23 55 00 78316.375972 118885.554879 125223.869654
2010 02 07 23 55 00 78316.401682 118885.863126 125223.803698
2010 02 08 23 55 00 78316.433901 118886.079432 125224.031644
2010 02 09 23 55 00 78316.217641 118886.460512 125224.083939
2010 02 10 23 55 00 78316.427283 118886.473916 125223.933145
2010 02 11 23 55 00 78316.282756 118886.834218 125223.938362
2010 02 12 23 55 00 78316.353271 118887.121029 125224.367074
2010 02 13 23 55 00 78316.307450 118887.082130 125223.776610
2010 02 14 23 55 00 78316.441307 118886.958990 125223.853429
2010 02 15 23 55 00 78315.907331 118886.645547 125223.590627
2010 02 16 23 55 00 78315.933433 118886.926023 125223.688798
2010 02 17 23 55 00 78315.714002 118887.028322 125223.684383
2010 02 18 23 55 00 78315.824129 118887.160851 125223.807744
2010 02 19 23 55 00 78315.610698 118887.068328 125223.653892
2010 02 20 23 55 00 78315.764442 118886.624299 125223.335183
2010 02 21 23 55 00 78316.084788 118886.781216 125223.376456
2010 02 22 23 55 00 78315.974726 118886.676183 125223.723610
2010 02 23 23 55 00 78315.797325 118886.457195 125223.214053
2010 02 24 23 55 00 78315.882374 118886.542055 125223.448307
2010 02 25 23 55 00 78315.549720 118886.318566 125223.061770
2010 02 26 23 55 00 78315.788367 118886.119612 125223.083022
2010 02 27 23 55 00 78315.710010 118886.221990 125223.047492
2010 02 28 23 55 00 78315.622237 118886.179650 125223.048203
2010 03 01 23 55 00 78315.667843 118886.077384 125223.012712
2010 03 02 23 55 00 78315.872614 118886.058340 125222.961459
2010 03 03 23 55 00 78316.276841 118887.342925 125222.859494
2010 03 04 23 55 00 78316.285936 118887.252794 125222.764798
2010 03 05 23 55 00 78316.489277 118887.221505 125222.870544
2010 03 06 23 55 00 78316.494211 118887.205495 125223.143143
2010 03 07 23 55 00 78316.269618 118887.363336 125222.767111
2010 03 08 23 55 00 78316.190185 118887.149277 125222.690726
2010 03 09 23 55 00 78316.185806 118887.300708 125222.754253
