################################################################################
# WEBOBS OVPF
#
# PROC: {PROC.GIPSYX} GNSS GIPSYX PdF OVPF
# TITLE: {\fontsize{14}{\bfVariation de distance}}: ref. SNEG
# FILENAME: BASELINES_SNEG_all.txt
#
#
# CREATED: 01-Feb-2024 13:08:01 by sysop@pitondescalumets
# COPYRIGHT: MMXXIV, OVPF-IPGP
################################################################################
#
#yyyy mm dd HH MM SS SNEG-BORG_(cm)_gipsyx SNEG-DERG_(cm)_gipsyx SNEG-DSRG_(cm)_gipsyx
2010 05 27 23 55 00 139547.835795 41615.562103 115835.863230
2010 05 28 23 55 00 139547.675540 41615.569009 115835.854918
2010 05 29 23 55 00 139547.489077 41615.831877 115835.913704
2010 05 30 23 55 00 139547.786319 41616.681978 115836.144807
2010 05 31 23 55 00 139547.689736 41616.215423 115835.966155
2010 06 01 23 55 00 139548.016947 41616.638453 115836.303106
2010 06 02 23 55 00 139547.813562 41615.158402 115835.978145
2010 06 03 23 55 00 139548.295747 41616.735651 115836.105303
2010 06 04 23 55 00 139547.841189 41616.282328 115835.903214
2010 06 05 23 55 00 139547.880927 41615.944846 115835.838446
2010 06 06 23 55 00 139547.642161 41615.561089 115835.606066
2010 06 07 23 55 00 139547.857563 41615.702410 115835.608105
2010 06 08 23 55 00 139547.608150 41615.973390 115835.614943
2010 06 09 23 55 00 NaN 41616.028150 115835.538286
2010 06 10 23 55 00 NaN 41616.058886 115835.525310
2010 06 11 23 55 00 139547.458116 41615.992266 115835.533048
2010 06 12 23 55 00 139547.493366 41615.904751 115835.619051
2010 06 13 23 55 00 139547.513711 41615.962532 115835.752790
2010 06 14 23 55 00 139547.463352 41615.878791 115835.479367
2010 06 15 23 55 00 139547.637314 41616.107013 115835.940059
2010 06 16 23 55 00 139547.602379 41616.143916 115835.858689
2010 06 17 23 55 00 139547.515416 41616.016549 115835.589044
2010 06 18 23 55 00 139547.473902 41615.903953 115835.673220
2010 06 19 23 55 00 139547.347775 41615.961056 115835.427069
2010 06 20 23 55 00 NaN 41615.827859 115835.419423
2010 06 21 23 55 00 NaN 41615.802249 115835.391708
2010 06 22 23 55 00 139547.361905 41615.538942 115835.301686
2010 06 23 23 55 00 139547.322936 41615.845380 115835.563946
2010 06 24 23 55 00 139547.187437 41615.825516 115835.487311
2010 06 25 23 55 00 139547.367678 41615.395862 115835.405036
2010 06 26 23 55 00 139547.419478 41615.425798 115835.449909
2010 06 27 23 55 00 139547.235026 41615.377458 115835.204831
2010 06 28 23 55 00 139547.303858 41615.642651 115835.171824
2010 06 29 23 55 00 139547.334899 41616.031285 115835.559550
2010 06 30 23 55 00 139547.367517 41616.147740 115835.720353
2010 07 01 23 55 00 139547.432259 41615.669667 115835.488150
2010 07 02 23 55 00 139547.437708 41615.826545 115835.313659
2010 07 03 23 55 00 139547.551767 41615.892369 115835.456646
2010 07 04 23 55 00 139546.929276 41615.693432 115835.177453
2010 07 05 23 55 00 139547.363961 41615.729350 115835.467460
2010 07 06 23 55 00 139547.300592 41615.553554 115835.383948
2010 07 07 08 50 00 139547.137257 41615.199744 115835.046229
2010 07 08 23 55 00 139547.189648 41615.560398 115835.336489
2010 07 09 23 55 00 139546.752803 41615.568782 115835.041525
2010 07 10 23 55 00 139547.095695 41615.501964 115835.222203
2010 07 11 23 55 00 139547.183813 41615.235321 115835.096661
2010 07 12 23 55 00 139547.255613 41615.036633 115834.972063
2010 07 13 23 55 00 139547.351466 41615.004987 115835.080772
2010 07 14 23 55 00 139547.169773 41615.121818 115834.850683
2010 07 15 11 50 00 139547.143328 41615.415783 115834.968606
2010 07 16 23 55 00 139546.910404 41614.615674 115834.452561
2010 07 17 23 55 00 139547.168228 41614.698167 115834.743734
2010 07 18 23 55 00 NaN 41614.864485 115834.670713
2010 07 19 23 55 00 NaN 41614.965969 115834.739379
2010 07 20 23 55 00 139547.220319 41615.413045 115834.973367
2010 07 21 23 55 00 139547.054834 41615.703981 115834.969736
2010 07 22 23 55 00 139546.845453 41615.969762 115834.825992
2010 07 23 23 55 00 NaN 41616.026979 115834.976426
2010 07 24 23 55 00 NaN 41615.675714 115834.964138
2010 07 25 23 55 00 NaN 41615.114985 115834.763011
2010 07 26 23 55 00 139546.939442 41614.534521 115834.412743
2010 07 27 23 55 00 NaN 41614.873638 115834.962265
2010 07 28 23 55 00 NaN 41614.640911 115834.689260
2010 07 29 23 55 00 139546.859591 41614.721237 115834.691192
2010 07 30 23 55 00 139546.855284 41614.813224 115834.434651
2010 07 31 23 55 00 139547.012083 41614.972376 115834.439992
2010 08 01 23 55 00 139546.886913 41614.471124 115834.254429
2010 08 02 23 55 00 139546.943708 41614.854832 115834.638958
2010 08 03 23 55 00 139546.850110 41614.936129 115834.407547
2010 08 04 23 55 00 139546.668437 41614.964060 115834.212218
2010 08 05 23 55 00 139546.549540 41615.575870 115834.507750
2010 08 06 23 55 00 139546.772975 41615.320524 115834.379974
2010 08 07 23 55 00 139546.812112 41615.782863 115834.672289
2010 08 08 23 55 00 139546.991028 41615.693275 115834.811185
2010 08 09 23 55 00 139546.818730 41615.486825 115834.881253
2010 08 10 23 55 00 139546.851860 41615.719057 115834.803162
2010 08 11 23 55 00 139546.762308 41615.352107 115834.137719
2010 08 12 23 55 00 139546.661930 41615.464733 115834.351675
2010 08 13 23 55 00 139546.644152 41615.718308 115834.417337
2010 08 14 23 55 00 139546.676256 41615.791009 115834.448474
2010 08 15 23 55 00 139546.771204 41615.827119 115834.408827
2010 08 16 23 55 00 139546.695258 41615.849405 115834.339326
2010 08 17 23 55 00 139546.915145 41616.178530 115834.467173
2010 08 18 23 55 00 139546.893122 41616.122849 115834.734279
2010 08 19 23 55 00 139546.755850 41616.208096 115834.629327
2010 08 20 23 55 00 139546.699515 41616.394438 115834.574791
2010 08 21 23 55 00 139546.764184 41616.413402 115834.607121
2010 08 22 23 55 00 139546.699910 41616.348261 115834.481854
2010 08 23 23 55 00 139546.819436 41616.253628 115834.535182
2010 08 24 23 55 00 139546.852501 41616.439564 115834.464526
2010 08 25 23 55 00 139546.817706 41616.263922 115834.394423
2010 08 26 23 55 00 139546.650187 41616.610448 115834.389757
2010 08 27 23 55 00 139546.510357 41616.889253 115834.440776
2010 08 28 23 55 00 139546.789576 41616.922967 115834.522380
2010 08 29 23 55 00 139546.703497 41617.039458 115834.662167
2010 08 30 23 55 00 139546.866414 41616.888923 115834.493271
2010 08 31 23 55 00 139546.927801 41616.764686 115834.326227
2010 09 01 23 55 00 139546.850622 41616.851722 115834.218505
2010 09 02 23 55 00 139546.998600 41617.223593 115834.671353
2010 09 03 23 55 00 139546.872230 41617.717345 115834.732557
2010 09 04 23 55 00 139546.990707 41615.406395 115834.245434
2010 09 05 23 55 00 139547.006278 41614.010327 115834.228101
2010 09 06 23 55 00 139547.097100 41614.177653 115834.105626
2010 09 07 23 55 00 139547.265912 41614.140891 115834.242776
2010 09 08 23 55 00 139546.843994 41614.453815 115834.217708
2010 09 09 23 55 00 139547.624817 41614.140328 115834.524571
2010 09 10 23 55 00 139547.255137 41614.751067 115834.608589
2010 09 11 23 55 00 139547.139726 41614.460820 115834.618382
2010 09 12 23 55 00 139547.375004 41615.011161 115834.775808
2010 09 13 23 55 00 139547.175028 41615.228933 115834.638925
2010 09 14 23 55 00 139547.264307 41615.418470 115834.639424
2010 09 15 23 55 00 139547.319432 41615.432998 115834.747625
2010 09 16 23 55 00 139547.315201 41615.525865 115834.695848
2010 09 17 23 55 00 139547.382061 41615.533307 115834.790195
2010 09 18 23 55 00 139547.390742 41615.551037 115834.810522
2010 09 19 23 55 00 139547.385744 41615.655658 115834.804357
2010 09 20 23 55 00 139547.354271 41615.670686 115834.810808
2010 09 21 23 55 00 139547.592542 41615.590496 115834.925557
2010 09 22 23 55 00 139547.584936 41614.363251 115835.502498
2010 09 23 23 55 00 139547.649441 41615.574903 115835.121272
2010 09 24 23 55 00 139551.469829 41618.517193 115841.645954
2010 09 25 23 55 00 139551.384500 41618.577772 115841.496857
2010 09 26 23 55 00 139551.450115 41618.593988 115841.557592
2010 09 27 23 55 00 139551.519149 41618.614047 115841.681320
2010 09 28 23 55 00 139551.744016 41618.628597 115841.786596
2010 09 29 23 55 00 139551.758207 41618.775222 115842.054521
2010 09 30 23 55 00 139551.850729 41617.887122 115842.367447
2010 10 01 23 55 00 139551.621168 41617.300967 115842.582386
2010 10 02 23 55 00 139551.734594 41617.690071 115842.136582
2010 10 03 23 55 00 139551.678570 41618.318013 115842.261055
2010 10 04 23 55 00 139551.902002 41619.456157 115842.462005
2010 10 05 23 55 00 139551.841523 41620.549998 115842.700887
2010 10 06 23 55 00 139552.261577 41618.875651 115842.648097
2010 10 07 23 55 00 139551.933543 41618.218886 115842.091108
2010 10 08 23 55 00 139552.104165 41619.380193 115841.985635
2010 10 09 23 55 00 139552.560351 41617.913837 115842.117543
2010 10 10 23 55 00 139552.070957 41618.604095 115841.970708
2010 10 11 23 55 00 139552.198308 41618.857353 115842.136780
2010 10 12 23 55 00 139552.216885 41618.869909 115842.048856
2010 10 13 23 55 00 139552.236704 41618.980033 115842.181674
2010 10 14 23 55 00 139555.972879 41620.283714 115843.378408
2010 10 15 23 55 00 139559.187667 41617.953824 115841.083918
2010 10 16 23 55 00 139559.006680 41617.950319 115840.978448
2010 10 17 23 55 00 139558.716979 41617.765947 115840.804947
2010 10 18 23 55 00 139558.501626 41617.656842 115840.618767
2010 10 19 23 55 00 139558.256210 41617.630713 115840.524473
2010 10 20 23 55 00 139558.130366 41617.563254 115840.452403
2010 10 21 23 55 00 139558.202893 41617.473632 115840.663233
2010 10 22 23 55 00 139558.318455 41617.267495 115840.759046
2010 10 23 23 55 00 139558.177335 41617.309626 115840.637968
2010 10 24 23 55 00 139558.095296 41617.552350 115840.927800
2010 10 25 23 55 00 139558.020796 41617.479562 115840.893792
2010 10 26 23 55 00 139557.970886 41617.328736 115840.544944
2010 10 27 23 55 00 139557.669302 41617.240014 115840.189729
2010 10 28 23 55 00 139557.681476 41617.186320 115840.145412
2010 10 29 23 55 00 139557.809435 41616.924141 115840.190805
2010 10 30 23 55 00 139557.708214 41616.948163 115840.169493
2010 10 31 23 55 00 139557.760702 41617.018176 115840.151726
2010 11 01 23 55 00 139557.914563 41617.179222 115840.226129
2010 11 02 23 55 00 139557.864171 41617.315524 115840.550297
2010 11 03 23 55 00 139558.027182 41616.954413 115840.416197
2010 11 04 23 55 00 139557.689173 41617.003215 115840.183957
2010 11 05 23 55 00 139557.555710 41616.429752 115840.582078
2010 11 06 23 55 00 139557.708507 41616.603568 115840.369901
2010 11 07 23 55 00 139557.803950 41616.369859 115840.365684
2010 11 08 23 55 00 139557.638902 41616.736044 115840.257226
2010 11 09 23 55 00 139557.756967 41617.082100 115840.267073
2010 11 10 23 55 00 139557.703796 41617.278078 115840.385883
2010 11 11 23 55 00 139557.904177 41617.241071 115840.390723
2010 11 12 23 55 00 139557.846829 41617.153364 115840.455531
2010 11 13 23 55 00 139558.085130 41617.267111 115840.532853
2010 11 14 23 55 00 139558.042462 41617.236859 115840.574115
2010 11 15 23 55 00 139558.201054 41616.556898 115840.942523
2010 11 16 23 55 00 139558.411793 41618.472292 115841.102324
2010 11 17 23 55 00 139558.106110 41615.685036 115840.711650
2010 11 18 23 55 00 139558.416163 41617.065726 115841.110229
2010 11 19 23 55 00 139558.562418 41615.803238 115841.209438
2010 11 20 23 55 00 139558.451494 41617.457534 115841.264149
2010 11 21 23 55 00 139558.501943 41615.961365 115841.138084
2010 11 22 23 55 00 139558.767486 41616.796416 115841.213043
2010 11 23 23 55 00 139558.699498 41616.549523 115841.320962
2010 11 24 23 55 00 139559.033442 41616.902153 115841.142550
2010 11 25 23 55 00 139558.887997 41617.381984 115841.481911
2010 11 26 23 55 00 139558.924274 41617.420680 115841.416072
2010 11 27 23 55 00 139558.996575 41617.359940 115841.328445
2010 11 28 23 55 00 139559.208002 41617.859366 115842.331268
2010 11 29 23 55 00 139559.090684 41616.680181 115841.970306
2010 11 30 23 55 00 139559.103923 41616.733734 115841.723356
2010 12 01 23 55 00 139559.265294 41617.314703 115841.727198
2010 12 02 23 55 00 139559.220315 41617.604907 115841.845039
2010 12 03 23 55 00 139559.330540 41617.820753 115841.784893
2010 12 04 23 55 00 139559.565707 41617.910571 115842.051506
2010 12 05 23 55 00 139559.660906 41617.789826 115842.021919
2010 12 06 23 55 00 139559.571221 41617.749355 115842.098920
2010 12 07 23 55 00 139559.590434 41617.698287 115842.103065
2010 12 08 23 55 00 139559.833380 41617.748173 115842.215909
2010 12 09 17 35 00 139561.027623 41618.007546 115842.963776
2010 12 10 23 55 00 139578.754338 41616.194739 115851.417018
2010 12 11 23 55 00 139578.922774 41616.379639 115851.619036
2010 12 12 23 55 00 139578.647708 41616.688663 115851.574319
2010 12 13 23 55 00 139578.857295 41616.825895 115851.708251
2010 12 14 23 55 00 139579.090177 41616.917374 115851.818703
2010 12 15 23 55 00 139579.352713 41617.058844 115852.073462
2010 12 16 23 55 00 139579.155287 41616.281904 115852.011386
2010 12 17 23 55 00 139578.963568 41616.691758 115851.887744
2010 12 18 23 55 00 139579.626963 41616.840041 115852.117291
2010 12 19 23 55 00 139579.370525 41616.822893 115852.264425
2010 12 20 23 55 00 139579.537858 41617.014966 115852.293342
2010 12 21 23 55 00 139579.262998 41616.981965 115852.387179
2010 12 22 23 55 00 139579.505463 41617.071574 115852.314997
2010 12 23 23 55 00 139579.697132 41616.699576 115852.836096
2010 12 24 23 55 00 139579.879463 41616.066228 115852.794927
2010 12 25 23 55 00 139579.676641 41616.381609 115852.694316
2010 12 26 23 55 00 139579.731090 41616.982076 115852.566159
2010 12 27 23 55 00 139579.615690 41617.104102 115852.529339
2010 12 28 23 55 00 139579.742850 41617.238561 115852.733215
2010 12 29 23 55 00 139579.818652 41617.171962 115852.835612
2010 12 30 23 55 00 139579.920580 41616.835266 115853.103699
2010 12 31 23 55 00 139579.983470 41616.682758 115853.005516
2011 01 01 23 55 00 139579.678162 41616.948500 115852.675247
2011 01 02 23 55 00 139580.090649 41616.887407 115853.004812
2011 01 03 23 55 00 139579.943352 41616.174538 115853.088028
2011 01 04 23 55 00 139580.171017 41615.753649 115853.233896
2011 01 05 23 55 00 139579.760698 41615.922950 115853.226333
2011 01 06 23 55 00 139580.015301 41615.901171 115853.185891
2011 01 07 23 55 00 139580.008380 41616.299059 115853.103543
2011 01 08 23 55 00 139580.065008 41616.833245 115852.993492
2011 01 09 23 55 00 139580.092634 41616.953741 115853.127647
2011 01 10 23 55 00 139580.180440 41617.181103 115853.027551
2011 01 11 23 55 00 139580.068297 41616.877337 115853.383222
2011 01 12 23 55 00 139580.053495 41616.660428 115853.446017
2011 01 13 23 55 00 139580.145736 41616.649107 115853.373765
2011 01 14 23 55 00 139579.886908 41616.694482 115853.208834
2011 01 15 23 55 00 139580.167464 41616.862072 115853.189036
2011 01 16 23 55 00 139580.131905 41617.130560 115853.186228
2011 01 17 23 55 00 139580.111936 41616.555746 115853.388526
2011 01 18 23 55 00 139580.218776 41616.316669 115853.443094
2011 01 19 23 55 00 139580.450732 41616.155663 115853.510950
2011 01 20 23 55 00 139580.245470 41616.354133 115853.527491
2011 01 21 23 55 00 139580.186893 41617.591938 115853.672450
2011 01 22 23 55 00 139580.021771 41616.613626 115853.428441
2011 01 23 23 55 00 139579.908023 41616.097978 115852.933250
2011 01 24 23 55 00 139579.957292 41616.101129 115853.449171
2011 01 25 23 55 00 139580.279942 41616.233358 115853.762090
2011 01 26 23 55 00 139580.215974 41615.995931 115853.510299
2011 01 27 23 55 00 139579.862755 41616.193978 115853.398803
2011 01 28 23 55 00 139580.268941 41616.008235 115853.845888
2011 01 29 23 55 00 139580.033087 41616.073819 115853.818448
2011 01 30 23 55 00 139580.145539 41615.989614 115853.765189
2011 01 31 23 55 00 139580.153465 41615.887073 115853.650507
2011 02 01 23 55 00 139580.283248 41615.783712 115853.604986
2011 02 02 23 55 00 139581.025807 41616.584628 115855.069074
2011 02 03 23 55 00 139581.356644 41616.310715 115855.789075
2011 02 04 23 55 00 139581.733034 41616.378944 115855.658482
2011 02 05 23 55 00 139581.535536 41616.435063 115855.579560
2011 02 06 23 55 00 139581.643549 41616.630083 115855.504421
2011 02 07 23 55 00 139581.578813 41617.010328 115855.700042
2011 02 08 23 55 00 139581.546435 41616.810639 115855.594928
2011 02 09 23 55 00 139581.531536 41616.724813 115856.142718
2011 02 10 23 55 00 139581.781693 41617.462587 115856.303024
2011 02 11 23 55 00 139581.662751 41617.171557 115856.208834
2011 02 12 23 55 00 139581.842517 41617.237141 115856.197170
2011 02 13 23 55 00 139581.720327 41617.376771 115856.227922
2011 02 14 23 55 00 139581.752310 41617.143498 115856.268939
2011 02 15 23 55 00 139581.859594 41617.475106 115856.154154
2011 02 16 23 55 00 139581.509846 41617.720640 115855.868755
2011 02 17 23 55 00 139582.240228 41617.606441 115856.131867
2011 02 18 23 55 00 139581.969915 41617.487453 115856.394616
2011 02 19 23 55 00 139582.006094 41617.577841 115856.260517
2011 02 20 23 55 00 139582.093068 41617.682100 115856.157885
2011 02 21 23 55 00 139581.878517 41617.551599 115855.818237
2011 02 22 23 55 00 139582.113376 41617.602472 115856.049039
2011 02 23 23 55 00 139581.686695 41617.743493 115856.018695
2011 02 24 23 55 00 139581.896359 41617.258152 115855.887848
2011 02 25 10 25 00 139581.574167 41617.571737 115855.577714
2011 02 26 23 55 00 139581.593680 41617.719867 115855.681487
2011 02 27 23 55 00 139582.069324 41617.799409 115855.711134
2011 02 28 23 55 00 139581.550122 41617.787066 115855.524802
2011 03 01 16 00 00 139581.496425 41618.062295 115855.448831
2011 03 02 23 55 00 139581.746227 41617.742749 115855.557648
2011 03 03 23 55 00 139581.834564 41617.331885 115855.707368
2011 03 04 23 55 00 139581.777886 41617.751251 115855.963556
2011 03 05 23 55 00 139581.788396 41617.575697 115855.885257
2011 03 06 23 55 00 139581.705397 41617.644441 115855.905423
2011 03 07 23 55 00 139581.582827 41617.734365 115856.000747
2011 03 08 23 55 00 139581.557659 41617.780131 115855.620080
2011 03 09 23 55 00 139581.512084 41617.654404 115855.366939
2011 03 10 23 55 00 139581.821766 41617.572899 115855.780027
2011 03 11 23 55 00 139581.519877 41617.679225 115855.664242
2011 03 12 23 55 00 139581.525184 41617.688843 115855.480595
2011 03 13 23 55 00 139581.337658 41617.673691 115855.688470
2011 03 14 23 55 00 139581.332776 41617.509120 115855.738013
2011 03 15 23 55 00 139581.303071 41617.798174 115855.759774
2011 03 16 23 55 00 139581.665650 41617.888831 115856.070947
2011 03 17 23 55 00 139581.436312 41617.645355 115855.731540
2011 03 18 23 55 00 139581.290723 41618.007661 115855.766042
2011 03 19 23 55 00 139581.226409 41617.426396 115855.728011
2011 03 20 23 55 00 139581.353301 41617.853576 115855.777779
2011 03 21 23 55 00 139581.205966 41617.561382 115855.487759
2011 03 22 23 55 00 139581.370123 41617.557242 115855.463091
2011 03 23 23 55 00 139581.636167 41617.675608 115855.779921
2011 03 24 23 55 00 139581.427564 41617.617877 115855.341634
2011 03 25 23 55 00 139581.224876 41617.528461 115855.519028
2011 03 26 23 55 00 139581.280280 41617.454937 115855.412570
2011 03 27 23 55 00 139581.101712 41617.456939 115855.386391
2011 03 28 23 55 00 139581.049261 41617.321149 115855.477201
2011 03 29 23 55 00 139581.267256 41617.520256 115855.691199
2011 03 30 23 55 00 139581.298860 41617.890783 115855.472265
2011 03 31 23 55 00 139581.113095 41617.763582 115855.258883
2011 04 01 23 55 00 139581.317125 41617.406785 115855.474068
2011 04 02 23 55 00 139581.401573 41617.448497 115855.347493
2011 04 03 23 55 00 139581.031746 41617.247680 115855.386981
2011 04 04 23 55 00 139580.988547 41617.463988 115855.331693
2011 04 05 23 55 00 139580.857456 41617.560299 115855.292328
2011 04 06 23 55 00 139580.812295 41617.514668 115855.616240
2011 04 07 23 55 00 139581.115169 41617.428060 115855.662002
2011 04 08 23 55 00 139581.143893 41617.432462 115855.419806
2011 04 09 23 55 00 139580.961821 41617.391833 115855.265258
2011 04 10 23 55 00 139581.088118 41617.658837 115855.358111
2011 04 11 23 55 00 139581.078060 41617.960064 115855.372258
2011 04 12 23 55 00 139580.814665 41617.811773 115854.999232
2011 04 13 23 55 00 139581.044299 41617.576913 115855.122660
2011 04 14 23 55 00 139580.493999 41617.471778 115854.575561
2011 04 15 23 55 00 139580.762613 41617.560816 115855.133614
2011 04 16 23 55 00 139580.811334 41617.526591 115855.125406
2011 04 17 23 55 00 139580.730610 41617.565875 115855.177729
2011 04 18 23 55 00 139580.917084 41617.357876 115854.688759
2011 04 19 23 55 00 139580.852974 41617.467865 115854.959779
2011 04 20 23 55 00 139580.649854 41617.493237 115854.934677
2011 04 21 23 55 00 139580.909126 41617.420034 115854.984443
2011 04 22 23 55 00 139580.821556 41617.501147 115854.829317
2011 04 23 23 55 00 139580.623240 41617.669857 115854.738608
2011 04 24 23 55 00 139580.977625 41617.051150 115854.948551
2011 04 25 23 55 00 139580.417047 41617.481171 115854.827351
2011 04 26 23 55 00 139580.719970 41617.382348 115854.732360
2011 04 27 23 55 00 139580.581233 41617.433359 115854.881909
2011 04 28 23 55 00 139580.847254 41617.568640 115854.959390
2011 04 29 23 55 00 139580.570844 41617.609636 115854.643825
2011 04 30 23 55 00 139580.625746 41617.623159 115854.488925
2011 05 01 23 55 00 139580.558158 41617.563854 115854.617086
2011 05 02 23 55 00 139580.906646 41617.595468 115854.736716
2011 05 03 23 55 00 139580.623235 41617.254149 115854.831928
2011 05 04 23 55 00 139580.520645 41617.448593 115854.818516
2011 05 05 23 55 00 139580.496997 41617.484625 115854.794397
2011 05 06 23 55 00 139580.464320 41617.436803 115854.648472
2011 05 07 23 55 00 139580.557409 41617.641741 115854.852963
2011 05 08 23 55 00 139580.896974 41617.562345 115854.905138
2011 05 09 08 35 00 139580.749172 41617.302938 115854.626710
2011 05 10 23 55 00 139580.334809 41617.467532 115854.709244
2011 05 11 23 55 00 139580.353911 41617.352654 115854.691439
2011 05 12 23 55 00 139579.972551 41617.666147 115854.637129
2011 05 13 23 55 00 139580.302168 41617.500658 115854.547486
2011 05 14 23 55 00 139580.371164 41617.431325 115854.545302
2011 05 15 23 55 00 139580.341250 41617.497008 115854.492496
2011 05 16 23 55 00 139580.294415 41617.526916 115854.381105
2011 05 17 23 55 00 139580.327800 41617.497075 115854.390571
2011 05 18 23 55 00 139580.162051 41617.345965 115854.492364
2011 05 19 23 55 00 139580.247754 41617.535809 115854.324935
2011 05 20 23 55 00 139580.505601 41617.451837 115854.552111
2011 05 21 23 55 00 139580.125598 41617.550920 115854.237328
2011 05 22 23 55 00 139580.199168 41617.571707 115854.415704
2011 05 23 23 55 00 139580.032367 41617.424104 115854.440996
2011 05 24 23 55 00 139579.972867 41617.711108 115854.344543
2011 05 25 23 55 00 139580.286392 41617.426679 115854.461086
2011 05 26 23 55 00 139580.230641 41617.501010 115854.444136
2011 05 27 23 55 00 139580.061197 41617.722721 115854.387776
2011 05 28 23 55 00 139580.203782 41617.565675 115854.314917
2011 05 29 23 55 00 139580.115205 41617.619925 115854.213069
2011 05 30 23 55 00 139580.214561 41617.593242 115854.211879
2011 05 31 23 55 00 139580.264702 41617.508739 115854.103707
2011 06 01 23 55 00 139579.965514 41617.652833 115854.070113
2011 06 02 23 55 00 139580.079111 41617.619987 115854.225364
2011 06 03 23 55 00 139580.092288 41617.443196 115854.226096
2011 06 04 23 55 00 139580.136919 41617.391073 115854.164923
2011 06 05 23 55 00 139580.307169 41617.515818 115854.051054
2011 06 06 23 55 00 139580.005719 41617.657978 115854.244775
2011 06 07 23 55 00 139580.217610 41617.294470 115854.550361
2011 06 08 23 55 00 139580.160692 41617.473438 115854.311431
2011 06 09 23 55 00 139580.149021 41617.248878 115854.264010
2011 06 10 23 55 00 139580.171753 41617.462245 115854.164337
2011 06 11 23 55 00 139580.103349 41617.345168 115854.104652
2011 06 12 23 55 00 139580.001150 41617.258952 115854.315706
2011 06 13 23 55 00 139579.952193 41617.191504 115854.333873
2011 06 14 23 55 00 139580.007683 41616.553474 115854.233820
2011 06 15 23 55 00 139579.939089 41616.615229 115854.352579
2011 06 16 23 55 00 139579.845504 41616.212707 115854.358176
2011 06 17 23 55 00 139579.577927 41616.353427 115854.239591
2011 06 18 23 55 00 139579.957977 41616.800934 115854.331172
2011 06 19 23 55 00 139580.125359 41617.099383 115854.239350
2011 06 20 23 55 00 139580.174790 41616.302239 115854.486145
2011 06 21 23 55 00 139579.985822 41617.217583 115854.062251
2011 06 22 23 55 00 139579.998229 41616.908201 115853.969779
2011 06 23 23 55 00 139579.766057 41617.010153 115854.083409
2011 06 24 23 55 00 139579.856298 41616.704286 115853.971479
2011 06 25 23 55 00 139579.926807 41616.614915 115854.132118
2011 06 27 23 55 00 139579.848418 41616.739055 115854.255339
2011 07 04 23 55 00 139579.694709 41617.041413 115853.759593
2011 07 05 23 55 00 139580.162665 41616.644817 115854.210253
2011 07 06 23 55 00 139579.864722 41617.187989 115854.068259
2011 07 07 23 55 00 139580.062964 41617.217202 115854.176429
2011 07 08 23 55 00 139579.765968 41617.105914 115853.791519
2011 07 09 23 55 00 139579.600913 41617.287349 115853.876657
2011 07 10 23 55 00 139579.821742 41617.264745 115854.047770
2011 07 11 23 55 00 139579.667415 41617.184479 115853.928410
2011 07 12 23 55 00 139579.783911 41617.156498 115853.862417
2011 07 13 23 55 00 139579.840616 41616.928487 115854.089784
2011 07 14 23 55 00 139579.581985 41617.284131 115853.758599
2011 07 15 23 55 00 139579.687284 41616.678542 115853.990564
2011 07 16 23 55 00 139579.347029 41618.508268 115854.027757
2011 07 17 23 55 00 139579.580678 41618.509192 115854.167759
2011 07 18 23 55 00 139579.509902 41618.288964 115853.861227
2011 07 19 23 55 00 139579.641494 41617.358155 115853.897390
2011 07 20 23 55 00 139579.599515 41616.660388 115853.705061
2011 07 21 23 55 00 139579.677934 41616.578817 115853.723680
2011 07 22 23 55 00 139579.638665 41616.816550 115853.638443
2011 07 23 23 55 00 139579.528081 41617.060682 115853.784838
2011 07 24 23 55 00 139579.515216 41616.898638 115853.623020
2011 07 25 23 55 00 139579.547638 41617.064191 115853.626042
2011 07 26 23 55 00 139579.507358 41616.876759 115853.716657
2011 07 27 23 55 00 139579.519820 41617.059927 115853.808255
2011 07 28 23 55 00 139579.354109 41618.187073 115853.715146
2011 07 29 23 55 00 139579.245603 41618.394810 115853.951911
2011 07 30 23 55 00 139579.438679 41618.263644 115853.753896
2011 07 31 23 55 00 139579.536099 41618.218164 115853.703653
2011 08 01 23 55 00 139579.926311 41616.461248 115853.680100
2011 08 02 23 55 00 139579.415794 41617.144880 115853.645926
2011 08 03 23 55 00 139579.450867 41615.993114 115853.765796
2011 08 04 23 55 00 139579.056379 41617.298425 115853.626104
2011 08 05 23 55 00 139579.455151 41618.128008 115853.723383
2011 08 06 23 55 00 139579.292888 41618.485570 115853.762863
2011 08 07 23 55 00 139579.134794 41618.759584 115853.824932
2011 08 08 23 55 00 139579.280728 41618.632689 115853.728342
2011 08 09 23 55 00 139578.889234 41618.605198 115853.506172
2011 08 10 23 55 00 139579.180472 41618.168032 115853.677942
2011 08 11 23 55 00 139579.390074 41618.033230 115853.707321
2011 08 12 23 55 00 139579.242000 41618.655197 115853.512328
2011 08 13 23 55 00 139579.196073 41618.660697 115853.760356
2011 08 14 23 55 00 139578.892539 41618.522453 115853.365393
2011 08 15 23 55 00 139579.279625 41616.139156 115853.619157
2011 08 16 23 55 00 139579.595276 41615.880855 115853.694837
2011 08 17 23 55 00 139579.405987 41616.433111 115853.345627
2011 08 18 23 55 00 139579.399008 41616.591182 115853.419941
2011 08 19 23 55 00 139579.362339 41616.317087 115853.479117
