################################################################################
# WEBOBS OVPF
#
# PROC: {PROC.GIPSYX} GNSS GIPSYX PdF OVPF
# TITLE: {\fontsize{14}{\bfVariation de distance}}: ref. SNEG
# FILENAME: BASELINES_SNEG_all.txt
#
#
# CREATED: 01-Feb-2024 13:08:01 by sysop@pitondescalumets
# COPYRIGHT: MMXXIV, OVPF-IPGP
################################################################################
#
#yyyy mm dd HH MM SS SNEG-BORG_(cm)_gipsyx SNEG-DERG_(cm)_gipsyx SNEG-DSRG_(cm)_gipsyx
2014 12 13 23 55 00 139578.822284 41616.611253 115872.613678
2014 12 14 23 55 00 139578.614146 41616.551608 115872.366489
2014 12 15 23 55 00 139578.588771 41616.481107 115872.418540
2014 12 16 23 55 00 139578.783035 41616.471261 115872.565460
2014 12 17 23 55 00 139578.443880 41616.645462 115872.549900
2014 12 18 23 55 00 139578.678676 41616.625385 115872.579735
2014 12 19 23 55 00 139578.557932 41616.531317 115872.417299
2014 12 20 23 55 00 139578.609497 41616.644515 115872.566518
2014 12 21 23 55 00 139578.828777 41616.645972 115872.705219
2014 12 22 23 55 00 139578.351519 41616.628717 115872.595058
2014 12 23 23 55 00 139578.190335 41616.609606 115872.082851
2014 12 24 23 55 00 139578.333926 41616.468968 115872.294457
2014 12 25 23 55 00 139578.646789 41616.496273 115872.518115
2014 12 26 23 55 00 139578.650001 41616.454030 115872.366293
2014 12 27 23 55 00 139578.440253 41616.670568 115872.647698
2014 12 28 23 55 00 139578.708342 41616.656462 115872.693172
2014 12 29 23 55 00 139578.560755 41616.564534 115872.590959
2014 12 30 23 55 00 139579.004654 41616.490221 115872.750855
2014 12 31 23 55 00 139578.773588 41616.486497 115872.548843
2015 01 01 23 55 00 139578.744472 41616.470493 115872.601370
2015 01 02 23 55 00 139578.745591 41616.372100 115872.324452
2015 01 03 23 55 00 139578.883369 41616.538429 115872.430514
2015 01 04 23 55 00 139578.623572 41616.624740 115872.500382
2015 01 05 23 55 00 139578.883774 41616.472242 115872.434519
2015 01 06 23 55 00 139578.755589 41616.431787 115872.406376
2015 01 07 23 55 00 139578.903815 41616.606052 115872.613942
2015 01 08 23 55 00 139578.573762 41616.615692 115872.407115
2015 01 09 23 55 00 139578.428090 41616.409275 115872.135989
2015 01 10 23 55 00 139578.561413 41616.533211 115872.532015
2015 01 11 23 55 00 139578.911532 41616.740324 115872.614879
2015 01 12 23 55 00 139578.529256 41616.752798 115872.452661
2015 01 13 23 55 00 139578.651740 41616.850255 115872.572965
2015 01 14 23 55 00 139578.859339 41616.734443 115872.617966
2015 01 15 23 55 00 139578.738475 41616.699418 115872.748375
2015 01 16 23 55 00 139578.626596 41616.613507 115872.547491
2015 01 17 23 55 00 139578.856150 41616.575620 115872.599640
2015 01 18 23 55 00 139578.732895 41616.645043 115872.919283
2015 01 19 23 55 00 139578.764164 41616.905558 115872.752933
2015 01 20 23 55 00 139578.847435 41616.820906 115872.489349
2015 01 21 23 55 00 139579.079761 41616.560384 115872.734549
2015 01 22 23 55 00 139578.898291 41616.804348 115872.915726
2015 01 23 23 55 00 139579.069115 41616.490309 115872.543030
2015 01 24 23 55 00 139578.737215 41616.813812 115872.797867
2015 01 25 23 55 00 139578.865046 41616.896388 115872.631186
2015 01 26 23 55 00 139578.834750 41616.766046 115872.642498
2015 01 27 23 55 00 139578.798329 41616.509883 115872.691884
2015 01 28 23 55 00 139578.966469 41616.514491 115872.761943
2015 01 29 23 55 00 139578.838797 41616.545521 115872.703577
2015 01 30 23 55 00 139578.989916 41616.545070 115872.645364
2015 01 31 23 55 00 139579.161941 41616.520216 115872.633486
2015 02 01 23 55 00 139579.089330 41616.531682 115872.645631
2015 02 02 23 55 00 139579.209027 41616.378653 115872.556301
2015 02 03 23 55 00 139578.963764 41616.750498 115872.675747
2015 02 04 23 55 00 139582.691167 41617.821603 115878.863723
2015 02 05 23 55 00 139583.843175 41617.957334 115878.607437
2015 02 06 09 35 00 139584.398466 41617.558861 115878.771745
2015 02 16 23 55 00 139583.714927 41617.753931 115878.189763
2015 02 17 23 55 00 139584.181795 41617.810920 115878.440460
2015 02 18 23 55 00 139584.029266 41617.726471 115878.433268
2015 02 19 23 55 00 139584.501352 41617.587242 115878.557755
2015 02 20 23 55 00 139583.460302 41617.590387 115878.065823
2015 02 21 23 55 00 139583.723386 41617.829607 115878.501606
2015 02 22 23 55 00 139583.988055 41617.656805 115878.253193
2015 02 23 23 55 00 139583.855594 41617.854465 115878.412776
2015 02 24 23 55 00 139583.931928 41617.790527 115878.300767
2015 02 25 23 55 00 139583.944037 41617.799965 115878.261184
2015 02 26 23 55 00 139584.099393 41617.623340 115878.366438
2015 02 27 23 55 00 139584.116437 41617.619137 115878.462645
2015 02 28 23 55 00 139584.184026 41617.809902 115878.595353
2015 03 01 23 55 00 139584.078960 41617.734717 115878.473493
2015 03 02 23 55 00 139584.123734 41617.679818 115878.221642
2015 03 03 23 55 00 139583.750765 41617.876479 115878.565932
2015 03 04 23 55 00 139583.863206 41617.706784 115878.459919
2015 03 05 23 55 00 139583.848471 41617.791353 115878.733214
2015 03 06 23 55 00 139583.597617 41617.833695 115878.405607
2015 03 07 23 55 00 139584.046558 41617.984976 115878.644012
2015 03 08 23 55 00 139584.059947 41617.868328 115878.456837
2015 03 09 23 55 00 139583.864236 41617.968020 115878.612606
2015 03 10 23 55 00 139584.246177 41617.983387 115878.740816
2015 03 11 23 55 00 139584.790473 41617.903707 115878.800690
2015 03 12 23 55 00 139584.519815 41617.741401 115878.731637
2015 03 13 23 55 00 139583.809880 41617.996946 115878.274849
2015 03 14 23 55 00 139584.212232 41617.885153 115878.570034
2015 03 15 23 55 00 139584.222048 41617.867829 115878.614161
2015 03 16 23 55 00 139583.958166 41617.971786 115878.518802
2015 03 17 23 55 00 139583.901620 41617.893793 115878.288527
2015 03 18 23 55 00 139584.077154 41617.994682 115878.649563
2015 03 19 23 55 00 139584.054364 41617.906510 115878.645372
2015 03 20 23 55 00 139584.111070 41617.786549 115878.355738
2015 03 21 23 55 00 139583.945429 41617.819453 115878.484867
2015 03 22 23 55 00 139583.912324 41617.724946 115878.520380
2015 03 23 23 55 00 139584.363622 41617.844946 115878.476019
2015 03 24 23 55 00 139584.183273 41617.828724 115878.489525
2015 03 25 23 55 00 139584.257911 41617.762054 115878.457401
2015 03 26 23 55 00 139584.166508 41617.810663 115878.485286
2015 03 27 23 55 00 139584.169486 41617.987937 115878.542285
2015 03 28 23 55 00 139584.137101 41617.958809 115878.277390
2015 03 29 23 55 00 139583.966476 41617.839826 115878.542793
2015 03 30 23 55 00 139584.180461 41617.893726 115878.550768
2015 03 31 23 55 00 139584.259924 41617.852766 115878.597068
2015 04 01 23 55 00 139584.172194 41617.992147 115878.359110
2015 04 02 23 55 00 139584.486467 41617.969557 115878.533808
2015 04 03 23 55 00 139584.300155 41617.891146 115878.620282
2015 04 04 23 55 00 139584.465825 41618.045343 115878.781038
2015 04 05 23 55 00 139584.197965 41617.941071 115878.688710
2015 04 06 23 55 00 139584.236783 41618.002080 115878.924450
2015 04 07 23 55 00 139584.297427 41617.931169 115878.552866
2015 04 08 23 55 00 139584.333183 41617.894520 115878.594642
2015 04 09 23 55 00 139584.399541 41617.887980 115878.662147
2015 04 10 23 55 00 139584.250482 41617.990464 115878.628908
2015 04 11 23 55 00 139584.454811 41618.052865 115878.986933
2015 04 12 23 55 00 139584.434587 41617.983131 115878.728402
2015 04 13 23 55 00 139584.256268 41617.974174 115878.631188
2015 04 14 23 55 00 139584.351680 41617.914040 115878.806773
2015 04 15 23 55 00 139584.327991 41618.221116 115878.853094
2015 04 16 23 55 00 139584.595903 41617.986347 115878.824500
2015 04 17 23 55 00 139584.495181 41618.067332 115878.854374
2015 04 18 23 55 00 139584.309923 41618.171833 115878.709392
2015 04 19 23 55 00 139584.445687 41618.021231 115878.831968
2015 04 20 23 55 00 139584.557966 41618.130683 115878.909151
2015 04 21 23 55 00 139584.552478 41618.049127 115878.926190
2015 04 22 23 55 00 139584.461654 41618.124972 115878.946043
2015 04 23 23 55 00 139584.733675 41618.074814 115878.958496
2015 04 24 23 55 00 139584.789034 41618.130352 115879.182515
2015 04 25 23 55 00 139584.824538 41618.112359 115879.073205
2015 04 26 23 55 00 139584.737996 41618.254898 115879.119544
2015 04 27 23 55 00 139585.169020 41618.355908 115879.533413
2015 04 28 23 55 00 139585.326408 41618.401081 115879.735925
2015 04 29 23 55 00 139585.480080 41618.225628 115879.700518
2015 04 30 23 55 00 139585.276536 41618.382763 115879.697353
2015 05 01 23 55 00 139585.513274 41618.290579 115879.689731
2015 05 02 23 55 00 139585.164181 41618.381046 115879.620482
2015 05 03 23 55 00 139585.206813 41618.230667 115879.282799
2015 05 04 23 55 00 139585.471177 41618.268606 115879.575517
2015 05 05 23 55 00 139585.303699 41618.302277 115879.460058
2015 05 06 23 55 00 139585.356731 41618.456051 115879.673745
2015 05 07 23 55 00 139585.534680 41618.408186 115879.841299
2015 05 08 23 55 00 139585.349572 41618.429688 115879.712873
2015 05 09 23 55 00 139585.153265 41618.506256 115879.557867
2015 05 10 23 55 00 139585.657112 41618.573156 115879.978370
2015 05 11 23 55 00 139585.479762 41618.647239 115880.025425
2015 05 12 23 55 00 139585.581499 41618.554980 115880.051229
2015 05 13 23 55 00 139585.567988 41618.623148 115879.921006
2015 05 14 23 55 00 139585.697176 41618.585910 115880.046393
2015 05 15 23 55 00 139585.765823 41618.513812 115879.978596
2015 05 16 23 55 00 139585.826445 41618.620501 115880.139489
2015 05 17 23 55 00 139591.656791 41615.460058 115882.182728
2015 05 18 23 55 00 139590.361136 41615.696822 115881.192232
2015 05 19 23 55 00 139589.804282 41615.570598 115880.827584
2015 05 20 23 55 00 139589.610245 41615.570413 115880.718528
2015 05 21 23 55 00 139589.304847 41615.592124 115880.553623
2015 05 22 23 55 00 139589.126038 41615.451982 115880.693846
2015 05 23 23 55 00 139588.977065 41615.514561 115880.585994
2015 05 24 23 55 00 139588.923254 41615.409547 115880.404228
2015 05 25 23 55 00 139588.919518 41615.317252 115880.388904
2015 05 26 23 55 00 139588.836542 41615.237845 115880.317438
2015 05 27 23 55 00 139588.923828 41615.331222 115880.486471
2015 05 28 23 55 00 139588.814044 41615.226913 115880.267302
2015 05 29 23 55 00 139588.834414 41615.262385 115880.408937
2015 05 30 23 55 00 139588.778618 41615.564578 115880.471051
2015 05 31 23 55 00 139588.689418 41615.456012 115880.454102
2015 06 01 23 55 00 139589.005607 41615.485948 115880.800557
2015 06 02 23 55 00 139589.066173 41615.441265 115880.698525
2015 06 03 23 55 00 139588.931211 41615.437192 115880.681472
2015 06 04 23 55 00 139589.009947 41615.385975 115880.611255
2015 06 05 23 55 00 139589.042692 41615.321930 115880.698623
2015 06 06 23 55 00 139589.112005 41615.284888 115880.665500
2015 06 07 23 55 00 139588.894717 41615.379356 115880.670069
2015 06 08 23 55 00 139588.965583 41615.359820 115880.707565
2015 06 09 23 55 00 139588.940990 41615.382166 115880.621576
2015 06 10 23 55 00 139589.009211 41615.322265 115880.749367
2015 06 11 23 55 00 139588.766649 41615.439670 115880.577114
2015 06 12 23 55 00 139588.847331 41615.456493 115880.664698
2015 06 13 23 55 00 139589.206864 41615.455131 115881.005061
2015 06 14 23 55 00 139589.551670 41615.524464 115881.197162
2015 06 15 23 55 00 139589.587593 41615.628359 115881.300534
2015 06 16 23 55 00 139589.339298 41615.529635 115881.098930
2015 06 17 23 55 00 139589.359459 41615.570008 115881.007692
2015 06 18 23 55 00 139589.178473 41615.622056 115881.037543
2015 06 19 23 55 00 139589.252674 41615.502330 115881.042240
2015 06 20 23 55 00 139589.591750 41615.651718 115881.339125
2015 06 21 23 55 00 139589.580629 41615.829520 115881.478553
2015 06 22 23 55 00 139589.408744 41615.584246 115881.270402
2015 06 23 23 55 00 139589.264038 41615.545227 115881.344119
2015 06 24 23 55 00 139589.544630 41615.685009 115881.597501
2015 06 25 23 55 00 139589.626930 41615.785100 115881.633888
2015 06 26 23 55 00 139590.071184 41615.777419 115881.644702
2015 06 27 23 55 00 139589.973429 41616.033688 115881.897000
2015 06 28 23 55 00 139589.959969 41615.903396 115881.788842
2015 06 29 23 55 00 139590.037199 41615.913950 115881.892750
2015 06 30 23 55 00 139590.220986 41615.808741 115882.035324
2015 07 01 23 55 00 139590.279777 41615.636441 115882.044338
2015 07 02 23 55 00 139590.639780 41615.809423 115882.171460
2015 07 03 23 55 00 139590.742368 41615.772523 115882.289066
2015 07 04 23 55 00 139590.935081 41615.895222 115882.522634
2015 07 05 23 55 00 139591.404802 41615.989166 115882.893289
2015 07 06 23 55 00 139591.202943 41616.115609 115883.023299
2015 07 07 23 55 00 139591.471903 41616.232040 115883.241763
2015 07 08 23 55 00 139591.590735 41616.309995 115883.289279
2015 07 09 23 55 00 139591.677572 41616.298958 115883.384126
2015 07 10 23 55 00 139591.849900 41616.400381 115883.587611
2015 07 11 23 55 00 139591.943130 41616.410913 115883.640355
2015 07 12 23 55 00 139591.922619 41616.447059 115883.754873
2015 07 13 23 55 00 139592.000952 41616.531049 115883.853747
2015 07 14 23 55 00 139592.147994 41616.571538 115884.115897
2015 07 15 23 55 00 139592.245292 41616.654708 115884.200931
2015 07 16 23 55 00 139592.177402 41616.640309 115884.247162
2015 07 17 23 55 00 139592.301303 41616.732954 115884.404168
2015 07 18 23 55 00 139592.084769 41616.630236 115884.138518
2015 07 19 23 55 00 139592.229473 41616.688275 115884.223057
2015 07 20 23 55 00 139592.306545 41616.710491 115884.215364
2015 07 21 23 55 00 139592.362455 41616.745927 115884.262560
2015 07 22 23 55 00 139592.475062 41616.624154 115884.269324
2015 07 23 23 55 00 139592.458985 41616.553452 115884.216862
2015 07 24 23 55 00 139592.446847 41616.574731 115884.187613
2015 07 25 23 55 00 139592.453329 41616.634825 115884.246162
2015 07 26 23 55 00 139592.539685 41616.580437 115884.261801
2015 07 27 23 55 00 139592.674603 41616.727297 115884.436446
2015 07 28 23 55 00 139592.584388 41616.892545 115884.719491
2015 07 29 23 55 00 139592.667146 41616.719086 115884.549032
2015 07 30 23 55 00 139592.682957 41616.747446 115884.509902
2015 07 31 23 55 00 139588.030143 41621.785393 115876.269699
2015 08 01 23 55 00 139588.449049 41621.809966 115876.933902
2015 08 02 23 55 00 139588.788720 41622.031765 115877.166238
2015 08 03 23 55 00 139588.670095 41621.984018 115877.295362
2015 08 04 23 55 00 139588.888742 41622.139119 115877.583630
2015 08 05 23 55 00 139588.943656 41622.175575 115877.763525
2015 08 06 23 55 00 139589.277313 41622.242570 115878.092316
2015 08 07 23 55 00 139589.424839 41622.258258 115878.250837
2015 08 08 23 55 00 139589.878227 41622.437246 115878.662340
2015 08 09 23 55 00 139590.010095 41622.094964 115878.573610
2015 08 10 23 55 00 139590.187979 41622.010905 115878.505796
2015 08 11 23 55 00 139590.412945 41622.257089 115879.028038
2015 08 12 23 55 00 139590.587787 41622.475395 115879.362615
2015 08 13 23 55 00 139590.781123 41622.546909 115879.602589
2015 08 14 23 55 00 139590.984822 41622.424031 115879.587052
2015 08 15 23 55 00 139591.286597 41622.652124 115879.951680
2015 08 16 23 55 00 139591.422108 41622.612307 115880.100030
2015 08 17 23 55 00 139591.679873 41622.665813 115880.263265
2015 08 18 04 40 00 139592.088470 41623.009466 115880.810907
2015 08 19 23 55 00 139592.062027 41622.752416 115880.565469
2015 08 20 23 55 00 139592.311657 41622.862098 115880.919569
2015 08 21 23 55 00 139592.721682 41622.834230 115881.131878
2015 08 22 23 55 00 139592.540610 41622.825996 115881.074355
2015 08 23 23 55 00 139592.632723 41623.096472 115881.248343
2015 08 24 23 55 00 139601.577786 41622.040228 115885.576735
2015 08 25 23 55 00 139605.191452 41623.330700 115887.566184
2015 08 26 23 55 00 139605.424704 41623.401664 115887.543567
2015 08 27 23 55 00 139605.304861 41623.316604 115887.580521
2015 08 28 23 55 00 139605.353849 41623.188820 115887.426055
2015 08 29 23 55 00 139605.202914 41623.205670 115887.351427
2015 08 30 23 55 00 139605.232450 41623.310514 115887.466215
2015 08 31 23 55 00 139605.264493 41623.239866 115887.367125
2015 09 01 23 55 00 139605.370221 41623.120631 115887.276003
2015 09 02 23 55 00 139605.359013 41623.177362 115887.306284
2015 09 03 23 55 00 139605.285399 41623.118269 115887.196736
2015 09 04 23 55 00 139605.129837 41623.094675 115887.216721
2015 09 05 23 55 00 139605.031339 41623.187685 115887.142690
2015 09 06 23 55 00 139605.195694 41623.100045 115887.152983
2015 09 07 23 55 00 139605.381382 41623.202551 115887.265701
2015 09 08 23 55 00 139605.371277 41623.272229 115887.335018
2015 09 09 23 55 00 139605.297173 41623.135124 115887.392911
2015 09 10 23 55 00 139605.466896 41623.233162 115887.285648
2015 09 11 23 55 00 139605.388605 41623.270544 115887.389957
2015 09 12 23 55 00 139605.732019 41623.146444 115887.502800
2015 09 13 23 55 00 139605.634014 41623.399057 115887.543053
2015 09 14 23 55 00 139605.786635 41623.218244 115887.506304
2015 09 15 23 55 00 139605.769688 41623.229837 115887.555806
2015 09 16 23 55 00 139605.709862 41623.195710 115887.451229
2015 09 17 23 55 00 139605.676942 41623.216560 115887.496817
2015 09 18 23 55 00 139605.773924 41623.339627 115887.598634
2015 09 19 23 55 00 139605.754164 41623.322397 115887.465862
2015 09 20 23 55 00 139605.826113 41623.384034 115887.586821
2015 09 21 23 55 00 139605.966702 41623.440280 115887.709786
2015 09 22 23 55 00 139605.986251 41623.436797 115887.861278
2015 09 23 23 55 00 139606.071936 41623.520766 115887.992197
2015 09 24 23 55 00 139606.091183 41623.703198 115888.114195
2015 09 25 23 55 00 139606.021367 41623.530434 115888.019555
2015 09 26 23 55 00 139606.165373 41623.548742 115888.193564
2015 09 27 23 55 00 139606.140577 41623.560364 115888.010496
2015 09 28 23 55 00 139606.167943 41623.399141 115887.865755
2015 09 29 23 55 00 139606.198252 41623.596323 115887.840216
2015 09 30 23 55 00 139605.859997 41623.425690 115887.904695
2015 10 01 23 55 00 139606.171528 41623.387668 115888.066414
2015 10 02 23 55 00 139606.136250 41623.546931 115888.012856
2015 10 03 23 55 00 139605.711279 41623.541107 115887.785504
2015 10 04 23 55 00 139605.973460 41623.401651 115887.767987
2015 10 05 23 55 00 139605.679374 41623.541142 115887.860585
2015 10 06 23 55 00 139605.519138 41623.333843 115887.706218
2015 10 07 23 55 00 139606.111502 41623.356482 115887.812314
2015 10 08 23 55 00 139605.880960 41623.402412 115887.739451
2015 10 09 23 55 00 139605.824966 41623.420355 115887.664482
2015 10 10 23 55 00 139606.025882 41623.288986 115887.690055
2015 10 11 23 55 00 139605.676503 41623.335967 115887.532038
2015 10 12 23 55 00 139605.613295 41623.341276 115887.516584
2015 10 13 23 55 00 139605.742088 41623.211972 115887.528052
2015 10 14 23 55 00 139605.656877 41623.227194 115887.380674
2015 10 15 23 55 00 139605.440302 41623.213596 115887.227829
2015 10 16 23 55 00 139605.242529 41623.064559 115887.017601
2015 10 17 23 55 00 139604.789437 41622.977558 115886.693459
2015 10 18 23 55 00 139604.877050 41622.890499 115886.763615
2015 10 19 23 55 00 139604.911940 41623.136528 115887.027120
2015 10 20 23 55 00 139605.055853 41623.059188 115886.851959
2015 10 21 23 55 00 139605.419251 41623.159334 115887.261600
2015 10 22 23 55 00 139605.228736 41623.114932 115887.256688
2015 10 23 23 55 00 139605.140469 41623.004014 115886.986664
2015 10 24 23 55 00 139604.796705 41622.987169 115886.528544
2015 10 25 23 55 00 139604.845663 41623.018232 115886.965033
2015 10 26 23 55 00 139604.989082 41622.934062 115886.803475
2015 10 27 23 55 00 139605.073826 41623.045168 115887.014132
2015 10 28 23 55 00 139605.190416 41623.089670 115887.137604
2015 10 29 23 55 00 139605.592610 41623.294426 115887.342150
2015 10 30 23 55 00 139605.299035 41623.175405 115887.122258
2015 10 31 23 55 00 139604.901434 41622.980586 115886.772327
2015 11 01 23 55 00 139605.037590 41622.858869 115886.749321
2015 11 02 23 55 00 139605.067550 41622.992055 115886.892820
2015 11 03 23 55 00 139605.283544 41623.000115 115887.082810
2015 11 04 23 55 00 139605.408375 41622.980666 115887.142408
2015 11 05 23 55 00 139605.461237 41623.201881 115887.285104
2015 11 06 23 55 00 139605.483568 41623.083188 115887.171519
2015 11 07 23 55 00 139605.528018 41623.307852 115887.402255
2015 11 08 23 55 00 139605.678897 41623.272352 115887.600956
2015 11 09 23 55 00 139605.783281 41623.238181 115887.590703
2015 11 10 23 55 00 139606.089531 41623.281894 115887.780868
2015 11 11 23 55 00 139606.030738 41623.241330 115887.716431
2015 11 12 23 55 00 139605.960374 41623.410889 115887.717745
2015 11 13 23 55 00 139606.048898 41623.402528 115887.820353
2015 11 14 23 55 00 139606.186749 41623.382947 115887.863889
2015 11 15 23 55 00 139606.282459 41623.425543 115888.026802
2015 11 16 23 55 00 139606.149757 41623.365272 115887.878047
2015 11 17 23 55 00 139606.324819 41623.387585 115887.984562
2015 11 18 23 55 00 139606.232198 41623.499898 115888.072075
2015 11 19 23 55 00 139606.195812 41623.524548 115888.028732
2015 11 20 23 55 00 139606.380015 41623.407845 115888.055994
2015 11 21 23 55 00 139606.527929 41623.445793 115888.232788
2015 11 22 23 55 00 139606.341087 41623.394580 115888.056189
2015 11 23 23 55 00 139606.173110 41623.276122 115887.850335
2015 11 24 23 55 00 139606.287282 41623.367767 115887.942692
2015 11 25 23 55 00 139606.369424 41623.500769 115888.197460
2015 11 26 23 55 00 139606.512490 41623.495404 115888.229510
2015 11 27 23 55 00 139606.475914 41623.503940 115888.230605
2015 11 28 23 55 00 139606.324498 41623.441903 115888.172716
2015 11 29 23 55 00 139606.246015 41623.471936 115888.028740
2015 11 30 23 55 00 139606.487483 41623.497650 115888.351184
2015 12 01 23 55 00 139606.335412 41623.504895 115888.144116
2015 12 02 23 55 00 139606.371836 41623.517150 115888.094521
2015 12 03 23 55 00 139606.314086 41623.459714 115888.135091
2015 12 04 23 55 00 139606.446928 41623.526239 115888.126701
2015 12 05 23 55 00 139606.213285 41623.445486 115888.176473
2015 12 06 23 55 00 139606.488386 41623.506523 115888.111748
2015 12 07 23 55 00 139606.669310 41623.676637 115888.285956
2015 12 08 23 55 00 139606.433258 41623.516407 115888.234001
2015 12 09 23 55 00 139606.404957 41623.436000 115888.141093
2015 12 10 23 55 00 139606.103748 41623.620487 115888.158134
2015 12 11 23 55 00 139606.344132 41623.616115 115888.270456
2015 12 12 23 55 00 139606.432372 41623.565375 115888.228682
2015 12 13 23 55 00 139606.462309 41623.654974 115888.229527
2015 12 14 23 55 00 139606.738951 41623.416079 115888.364465
2015 12 15 23 55 00 139606.615322 41623.679859 115888.213521
2015 12 16 23 55 00 139606.532040 41623.528445 115888.275092
2015 12 17 23 55 00 139606.570889 41623.570618 115888.606988
2015 12 18 23 55 00 139606.451479 41623.195620 115888.070408
2015 12 19 23 55 00 139606.845687 41623.439757 115888.364523
2015 12 20 23 55 00 139606.693175 41623.584959 115888.311257
2015 12 21 23 55 00 139606.395888 41623.592112 115888.420117
2015 12 22 23 55 00 139606.573804 41623.548575 115888.302127
2015 12 23 23 55 00 139606.437905 41623.346203 115888.090270
2015 12 24 18 15 00 139606.663611 41623.669087 115888.497336
2015 12 25 12 35 00 139607.099850 41624.004224 115889.037047
2015 12 26 13 55 00 139606.938285 41623.821446 115888.834742
2015 12 27 22 20 00 139606.477113 41623.530308 115888.428150
2015 12 28 23 55 00 139606.471437 41623.481386 115888.253062
2015 12 29 11 55 00 139606.398524 41623.777855 115888.382941
2015 12 30 23 55 00 139606.452250 41623.641281 115888.496290
2015 12 31 23 55 00 139606.531765 41623.705285 115888.467095
2016 01 01 23 55 00 139606.858004 41623.801984 115888.574780
2016 01 02 23 55 00 139607.205413 41623.647459 115888.488114
2016 01 03 23 55 00 139607.278989 41623.529731 115888.632384
2016 01 04 23 55 00 139606.102556 41623.510519 115887.955407
2016 01 05 23 55 00 139606.616024 41623.502737 115888.211146
2016 01 06 23 55 00 139606.645122 41623.599922 115888.281891
2016 01 07 23 55 00 139606.446625 41623.649164 115888.305675
2016 01 08 23 55 00 139606.150345 41623.807129 115888.374062
2016 01 09 19 35 00 139606.574030 41623.670356 115888.459583
2016 01 10 23 55 00 139606.555072 41623.677125 115888.374162
2016 01 11 23 55 00 139606.492532 41623.646019 115888.363688
2016 01 12 23 55 00 139606.706020 41623.734967 115888.330274
2016 01 13 23 55 00 139606.442019 41623.655132 115888.313689
2016 01 14 23 55 00 139606.515645 41623.652595 115888.436952
2016 01 15 23 55 00 139606.508110 41623.568552 115888.320647
2016 01 16 23 55 00 139606.465352 41623.721649 115888.364469
2016 01 17 23 55 00 139606.683937 41623.459268 115888.206152
2016 01 18 11 25 00 139606.983880 41623.435927 115888.523250
2016 01 19 23 55 00 139606.548851 41623.541559 115888.268339
2016 01 20 23 55 00 139606.847874 41623.553555 115888.542346
2016 01 21 23 55 00 139606.424531 41623.576826 115888.284185
2016 01 22 23 55 00 139606.293694 41623.781240 115888.347542
2016 01 23 23 55 00 139606.103335 41623.481217 115888.167953
2016 01 24 00 55 00 NaN NaN NaN
2016 01 25 23 55 00 139606.534617 41623.669908 115888.417421
2016 01 26 23 55 00 139606.716836 41623.657726 115888.561435
2016 01 27 18 10 00 139606.836734 41623.688054 115888.519743
2016 01 28 23 55 00 139607.017156 41623.717109 115888.642612
2016 01 29 23 55 00 139607.127304 41623.789047 115888.811982
2016 01 30 23 55 00 139607.313567 41623.822830 115888.859344
2016 01 31 23 55 00 139607.552920 41623.780561 115888.970969
2016 02 01 23 55 00 139607.632951 41623.869111 115889.200985
2016 02 02 23 55 00 139607.343352 41623.693751 115888.961003
2016 02 03 23 55 00 139607.601444 41624.019597 115889.255409
2016 02 04 23 55 00 139607.461953 41624.132131 115889.478437
2016 02 05 23 55 00 139607.607047 41624.059799 115889.373339
2016 02 06 23 55 00 139607.664161 41624.126562 115889.671291
2016 02 07 23 55 00 139607.605778 41624.200726 115889.518922
2016 02 08 13 30 00 139607.431212 41624.476319 115889.762388
2016 02 09 23 55 00 139607.525815 41623.988964 115889.470124
2016 02 10 23 55 00 139607.695344 41623.959616 115889.402932
2016 02 11 23 55 00 139607.762500 41623.862752 115889.425997
2016 02 12 23 55 00 139607.779994 41623.946104 115889.357978
2016 02 13 23 55 00 139607.668072 41624.011645 115889.422529
2016 02 14 15 40 00 139607.469921 41623.806979 115889.094099
2016 02 15 23 55 00 139607.769182 41623.957785 115889.358028
2016 02 16 23 55 00 139607.780866 41623.891847 115889.357429
2016 02 17 23 55 00 139607.507493 41623.882060 115889.278872
2016 02 18 23 55 00 139607.640882 41623.841824 115889.066521
2016 02 19 23 55 00 139607.899274 41623.722603 115889.093546
2016 02 20 23 55 00 139607.693339 41623.936191 115889.301322
2016 02 21 23 55 00 139607.698755 41623.933531 115889.309625
2016 02 22 23 55 00 139607.560638 41623.958946 115889.185619
2016 02 23 23 55 00 139607.729811 41623.818316 115889.309934
2016 02 24 23 55 00 139607.664941 41624.020728 115889.455544
2016 02 25 23 55 00 139607.607359 41623.980925 115889.282967
2016 02 26 23 55 00 139607.481506 41624.022667 115889.250085
2016 02 27 23 55 00 139607.487220 41624.064007 115889.307190
2016 02 28 23 55 00 139607.639121 41623.908110 115889.157245
2016 02 29 23 55 00 139607.746431 41623.994228 115889.251020
2016 03 01 23 55 00 139607.763667 41623.946460 115889.360025
2016 03 02 23 55 00 139607.506638 41623.817697 115889.330438
2016 03 03 23 55 00 139607.608608 41623.987835 115889.395385
2016 03 04 23 55 00 139607.491418 41623.982747 115889.141715
2016 03 05 20 50 00 139607.640591 41623.780683 115889.249953
2016 03 06 23 55 00 139607.502712 41623.967460 115889.313283
2016 03 07 23 55 00 139607.571218 41623.876563 115889.204936
2016 03 08 23 55 00 139607.545729 41624.350011 115889.491218
