################################################################################
# WEBOBS OVPF
#
# PROC: {PROC.CGNSSOVPF} GNSS GAMIT/GLOBK OVPF
# TITLE: {\fontsize{14}{\bfVariation de distance}}: ref. BOMG
# FILENAME: BASELINES_BOMG_all.txt
#
#
# CREATED: 10-Jan-2024 13:34:35 by sysop@pitondescalumets
# COPYRIGHT: MMXXIV, (c) OVPF-IPGP
################################################################################
#
#yyyy mm dd HH MM SS BOMG-BORG_(cm) BOMG-DERG_(cm) BOMG-DSRG_(cm) BOMG-SNEG_(cm)
2018 12 17 11 59 00 88130.724400 108081.832588 112106.463205 90540.633353
2018 12 18 11 59 00 88130.700936 108081.656514 112106.399195 90540.323866
2018 12 22 11 59 00 88130.733161 108081.246296 112106.013783 90540.156358
2018 12 23 11 59 00 88130.688782 108081.620187 112106.243358 90540.656975
2018 12 24 11 59 00 88130.721958 108081.811764 112106.328759 90540.776820
2018 12 25 11 59 00 88130.771583 108081.683544 112106.245741 90540.571792
2018 12 26 11 59 00 88130.761857 108081.734597 112106.260910 90540.648054
2018 12 27 11 59 00 88130.622358 108081.563995 112106.124956 90540.438870
2018 12 28 11 59 00 88130.726784 108081.754637 112106.202104 90540.658364
2018 12 29 11 59 00 88130.833069 108081.505512 112106.310656 90540.446421
2018 12 30 11 59 00 88130.741722 108081.716696 112106.301512 90540.653130
2018 12 31 11 59 00 88130.835853 108081.755625 112106.359570 90540.601233
2019 01 01 11 59 00 88130.689387 108081.264831 112106.197436 90540.144484
2019 01 02 11 59 00 88130.755266 108081.752401 112106.602005 90540.572829
2019 01 03 11 59 00 88130.945043 108081.707296 112106.334156 90540.520765
2019 01 04 11 59 00 88130.702823 108081.655290 112106.265099 90540.657679
2019 01 05 11 59 00 88130.817215 108081.698862 112106.547228 90540.696587
2019 01 06 11 59 00 88130.535686 108081.628079 112106.374769 90540.581788
2019 01 07 11 59 00 88131.044468 108081.809358 112106.817888 90540.532444
2019 01 08 11 59 00 88130.962520 108081.664145 112106.711663 90540.538303
2019 01 09 11 59 00 88130.796134 108081.694877 112106.436598 90540.698778
2019 01 10 11 59 00 88130.762476 108081.689591 112106.421312 90540.652632
2019 01 11 11 59 00 88130.725356 108081.672130 112106.426417 90540.686239
2019 01 12 11 59 00 88130.828433 108081.807013 112106.502739 90540.702554
2019 01 13 11 59 00 88130.929408 108081.472388 112106.244752 90540.481886
2019 01 14 11 59 00 88130.778208 108081.785111 112106.456345 90540.712540
2019 01 15 11 59 00 88130.715113 108081.721871 112106.408800 90540.673846
2019 01 16 11 59 00 88130.737871 108081.804649 112106.335041 90540.744308
2019 01 17 11 59 00 88130.860311 108081.765230 112106.562657 90540.677211
2019 01 18 11 59 00 88130.724187 108081.627861 112106.149795 90540.641560
2019 01 21 11 59 00 88130.814260 108081.779917 112106.411252 90540.724404
2019 01 22 11 59 00 88130.838973 108081.670076 112106.361339 90540.655077
2019 01 23 11 59 00 88130.780553 108081.809929 112106.357115 90540.757424
2019 01 24 11 59 00 88130.832971 108081.788368 112106.356782 90540.759879
2019 01 25 11 59 00 88130.829378 108081.890274 112106.170978 90540.787638
2019 01 26 11 59 00 88131.012559 108081.650047 112106.608798 90540.571558
2019 01 27 11 59 00 88130.909600 108081.892734 112106.577057 90540.719064
2019 01 28 11 59 00 88130.689231 108081.751509 112106.447201 90540.599746
2019 01 29 11 59 00 88130.925834 108081.814379 112106.499385 90540.625939
2019 01 30 11 59 00 88130.962413 108081.626505 112106.475202 90540.459126
2019 01 31 11 59 00 88131.042503 108081.735906 112106.458875 90540.703346
2019 02 04 11 59 00 88131.050805 108082.060218 112106.656280 90540.940601
2019 02 05 11 59 00 88131.294795 108081.842441 112106.936570 90540.763088
2019 02 06 11 59 00 88131.160746 108082.199889 112107.016512 90541.064134
2019 02 07 11 59 00 88131.148310 108082.065445 112106.889416 90541.035163
2019 02 08 11 59 00 88131.132236 108082.354590 112107.037012 90541.141706
2019 02 09 11 59 00 88131.092698 108082.112875 112107.017930 90541.013762
2019 02 11 11 59 00 88131.288681 108082.478820 112107.057702 90541.315592
2019 02 12 11 59 00 88131.156544 108082.543675 112107.244299 90541.203630
2019 02 13 11 59 00 88131.255584 108082.869719 112107.349911 90541.616355
2019 02 14 11 59 00 88131.125640 108082.975969 112107.288316 90541.742010
2019 02 15 11 59 00 88131.075094 108082.896887 112107.256845 90541.781144
2019 02 16 11 59 00 88131.536753 108083.745209 112108.284724 90542.416981
2019 02 17 11 59 00 88131.865956 108084.419334 112109.075987 90542.851059
2019 02 18 11 59 00 88132.619546 108071.440082 112114.854040 90538.975098
2019 02 19 11 59 00 88132.356332 108070.095125 112114.880332 90539.066901
2019 02 21 11 59 00 88132.444615 108069.874036 112114.581985 90538.667775
2019 02 22 11 59 00 88132.315675 108069.724777 112114.414520 90538.218565
2019 02 23 11 59 00 88132.395130 108069.390834 112114.170060 90537.953481
2019 02 24 11 59 00 88132.288165 108069.680999 112113.873042 90538.212191
2019 02 25 11 59 00 88132.175418 108069.419382 112113.973068 90537.932036
2019 02 26 11 59 00 88132.200775 108069.567317 112113.939282 90537.942055
2019 02 27 11 59 00 88132.157201 108069.669986 112113.874315 90538.079618
2019 02 28 11 59 00 88132.192964 108069.556771 112113.803037 90537.997869
2019 03 01 11 59 00 88132.160433 108069.630334 112113.946908 90537.953035
2019 03 03 11 59 00 88132.182381 108069.569864 112113.764305 90537.842751
2019 03 04 11 59 00 88132.093664 108069.642096 112113.660424 90537.992723
2019 03 05 11 59 00 88132.145504 108069.571127 112113.821623 90537.824519
2019 03 06 11 59 00 88132.113052 108069.543302 112113.647105 90537.773285
2019 03 07 11 59 00 88132.161136 108069.394852 112113.727238 90537.720135
2019 03 08 11 59 00 88132.012422 108068.834433 112113.175550 90536.995966
2019 03 09 11 59 00 88131.856402 108068.181416 112112.501720 90536.527016
2019 03 10 11 59 00 88131.768600 108067.772878 112112.149068 90535.921264
2019 03 11 11 59 00 88131.778856 108067.841074 112112.190505 90536.080335
2019 03 12 11 59 00 88131.827049 108067.869215 112112.298241 90536.175428
2019 03 13 11 59 00 88132.012254 108068.239340 112112.411279 90536.371478
2019 03 14 11 59 00 88131.990920 108068.086407 112112.257594 90536.283665
2019 03 15 11 59 00 88131.792432 108068.352848 112112.302590 90536.455411
2019 03 16 11 59 00 88131.929823 108068.464371 112112.286424 90536.610346
2019 03 17 11 59 00 88132.075486 108068.585658 112112.672919 90536.657882
2019 03 18 11 59 00 88131.994545 108068.234227 112112.555867 90536.375194
2019 03 19 11 59 00 88131.834096 108068.400931 112112.638687 90536.477771
2019 03 21 11 59 00 88132.070831 108068.609266 112112.628952 90536.659651
2019 03 22 11 59 00 88131.992980 108068.882196 112112.741324 90536.946172
2019 03 23 11 59 00 88132.200717 108069.195503 112112.985906 90536.960414
2019 03 24 11 59 00 88132.082753 108069.152424 112113.079278 90537.005010
2019 03 25 11 59 00 88132.073651 108069.034208 112112.914453 90537.091762
2019 03 26 11 59 00 88132.099485 108069.307230 112112.977810 90537.366120
2019 03 27 11 59 00 88131.868757 108069.380655 112112.933426 90537.380193
2019 03 28 11 59 00 88132.148483 108069.508132 112113.187149 90537.416951
2019 03 29 11 59 00 88132.221511 108069.444868 112113.179660 90537.456557
2019 03 30 11 59 00 88132.243530 108069.734992 112113.442455 90537.635584
2019 03 31 11 59 00 88132.305918 108069.862037 112113.480786 90537.850635
2019 04 01 11 59 00 88132.142034 108069.802354 112113.275061 90537.754212
2019 04 02 11 59 00 88132.271154 108069.880131 112113.398629 90537.833075
2019 04 03 11 59 00 88132.333622 108069.909758 112113.478152 90537.725572
2019 04 04 11 59 00 88131.945574 108069.644127 112113.408608 90537.325754
2019 04 05 11 59 00 88132.101608 108070.083379 112113.511848 90537.696400
2019 04 06 11 59 00 88132.191235 108069.846876 112113.395463 90537.535971
2019 04 07 11 59 00 88132.223404 108069.863099 112113.270352 90537.664699
2019 04 08 11 59 00 88132.333485 108069.887745 112113.300778 90537.673646
2019 04 09 11 59 00 88132.121766 108069.954028 112113.445390 90537.671216
2019 04 10 11 59 00 88132.233557 108069.980525 112113.418411 90537.672505
2019 04 11 11 59 00 88132.330116 108069.691396 112113.367106 90537.450697
2019 04 12 11 59 00 88132.208506 108069.801953 112113.340330 90537.551919
2019 04 13 11 59 00 88132.159380 108069.804656 112113.243884 90537.640772
2019 04 14 11 59 00 88132.176625 108069.838877 112113.233130 90537.691878
2019 04 15 11 59 00 88132.139611 108070.049581 112113.385097 90537.637234
2019 04 17 11 59 00 88132.171634 108069.899936 112113.192637 90537.676813
2019 04 18 11 59 00 88132.213117 108069.741886 112113.111198 90537.517734
2019 04 19 11 59 00 88132.120824 108069.909307 112113.091116 90537.662692
2019 04 21 11 59 00 88132.277317 108069.801816 112113.315073 90537.436513
2019 04 22 11 59 00 88132.272105 108069.846156 112113.228945 90537.508780
2019 04 23 11 59 00 88132.188658 108070.001997 112113.170708 90537.696169
2019 04 24 11 59 00 88132.273073 108070.028042 112113.259111 90537.632414
2019 04 25 11 59 00 88132.337070 108070.016822 112113.269545 90537.666740
2019 04 26 11 59 00 88132.373527 108069.906426 112113.234051 90537.425027
2019 04 27 11 59 00 88132.249600 108069.961197 112113.224361 90537.696317
2019 04 28 11 59 00 88132.236241 108069.897707 112113.142234 90537.563716
2019 04 29 11 59 00 88132.241153 108070.173139 112113.349579 90537.675710
2019 04 30 11 59 00 88132.150592 108069.992534 112113.069132 90537.631822
2019 05 01 11 59 00 88132.257756 108069.937268 112113.234524 90537.474480
2019 05 03 11 59 00 88132.163562 108069.836714 112113.239836 90537.229586
2019 05 04 11 59 00 88132.196266 108069.772482 112113.215441 90537.210042
2019 05 05 11 59 00 88132.127539 108069.777059 112113.247005 90537.165476
2019 05 06 11 59 00 88132.154363 108070.040478 112113.298189 90537.534502
2019 05 07 11 59 00 88132.155981 108070.049153 112113.175294 90537.563302
2019 05 08 11 59 00 88132.159854 108070.204026 112113.347055 90537.707458
2019 05 09 11 59 00 88132.158779 108070.132698 112113.314605 90537.431608
2019 05 10 11 59 00 88132.239641 108070.166829 112113.431010 90537.688608
2019 05 11 11 59 00 88132.271337 108070.133846 112113.404419 90537.738016
2019 05 12 11 59 00 88132.216774 108070.324427 112113.439384 90537.881391
2019 05 13 11 59 00 88132.267371 108070.318752 112113.492633 90537.741537
2019 05 14 11 59 00 88132.414555 108070.431446 112113.576806 90537.986675
2019 05 15 11 59 00 88132.244420 108070.285383 112113.483948 90537.821369
2019 05 16 11 59 00 88132.395710 108070.433070 112113.674208 90537.968846
2019 05 17 11 59 00 88132.200175 108070.459069 112113.574363 90537.988181
2019 05 18 11 59 00 88132.352995 108070.549035 112113.778806 90538.005164
2019 05 19 11 59 00 88132.309115 108070.583054 112113.624904 90538.075874
2019 05 22 11 59 00 88132.282755 108070.638861 112113.644146 90538.165639
2019 05 23 11 59 00 88132.364107 108070.543737 112113.574548 90538.059452
2019 05 24 11 59 00 88132.369213 108070.584159 112113.776225 90538.020855
2019 05 25 11 59 00 88132.480644 108071.029085 112113.968467 90538.355223
2019 05 26 11 59 00 88132.344087 108070.982467 112113.861803 90538.513847
2019 05 27 11 59 00 88132.405653 108071.028005 112113.972452 90538.499281
2019 05 28 11 59 00 88132.678420 108071.097622 112114.212864 90538.282627
2019 05 29 11 59 00 88132.717246 108071.106523 112114.333595 90538.326909
2019 05 30 11 59 00 88132.590575 108071.394256 112114.312505 90538.761970
2019 05 31 11 59 00 88132.542351 108071.586799 112114.355838 90539.032575
2019 06 01 11 59 00 88132.696935 108071.838327 112114.516948 90539.258517
2019 06 02 11 59 00 88132.595785 108071.811180 112114.740776 90539.007159
2019 06 03 11 59 00 88132.895535 108072.048896 112114.964783 90539.160651
2019 06 04 11 59 00 88132.834681 108071.927029 112114.844205 90539.139738
2019 06 05 11 59 00 88133.036277 108072.049056 112115.143436 90539.057668
2019 06 06 11 59 00 88132.925202 108072.212217 112115.061360 90539.205117
2019 06 07 11 59 00 88132.816052 108072.151543 112115.031301 90539.237739
2019 06 08 11 59 00 88132.805138 108072.390407 112114.989903 90539.652467
2019 06 09 11 59 00 88132.934635 108072.444865 112115.228620 90539.548872
2019 06 10 11 59 00 88132.900213 108072.827766 112115.536717 90539.740260
2019 06 11 11 59 00 88133.057395 108069.879883 112117.358737 90538.478552
2019 06 12 11 59 00 88133.098137 108069.281664 112116.820592 90538.053074
2019 06 13 11 59 00 88133.121400 108069.455804 112116.852263 90538.081734
2019 06 14 11 59 00 88133.120073 108069.536124 112116.793484 90538.298388
2019 06 15 11 59 00 88133.172223 108069.641948 112116.817628 90538.464229
2019 06 16 11 59 00 88133.107882 108069.880053 112116.886764 90538.719444
2019 06 17 11 59 00 88133.163805 108070.144786 112117.061293 90538.849863
2019 06 18 11 59 00 88133.265220 108070.017038 112117.097890 90538.595403
2019 06 19 11 59 00 88133.270752 108070.278953 112117.238352 90538.788870
2019 06 21 11 59 00 88133.413509 108070.591428 112117.528111 90539.063414
2019 06 22 11 59 00 88133.351882 108070.449462 112117.441491 90538.791958
2019 06 23 11 59 00 88133.413573 108070.495895 112117.511544 90539.131920
2019 06 24 11 59 00 88133.216019 108070.769958 112117.470693 90539.220393
2019 06 25 11 59 00 88133.394973 108070.859722 112117.572220 90539.379527
2019 06 26 11 59 00 88133.400339 108070.835387 112117.597597 90539.459515
2019 06 27 11 59 00 88133.478112 108071.092816 112117.799760 90539.770948
2019 06 28 11 59 00 88133.639905 108070.997314 112117.788542 90539.642207
2019 06 29 11 59 00 88133.465695 108071.124570 112117.721785 90539.837538
2019 06 30 11 59 00 88133.568416 108071.175148 112117.794701 90539.934378
2019 07 01 11 59 00 88133.569068 108071.290346 112117.837642 90540.024512
2019 07 02 11 59 00 88133.447322 108071.330338 112117.784357 90540.067545
2019 07 03 11 59 00 88133.550238 108071.444774 112117.922913 90540.165964
2019 07 04 11 59 00 88133.637743 108071.572477 112117.984835 90540.292425
2019 07 05 11 59 00 88133.636789 108071.603317 112117.999704 90540.275328
2019 07 06 11 59 00 88133.633861 108071.617849 112117.994062 90540.324481
2019 07 07 11 59 00 88133.707862 108071.585940 112118.044684 90540.317190
2019 07 08 11 59 00 88133.683011 108071.686428 112118.023483 90540.400893
2019 07 09 11 59 00 88133.786016 108071.615955 112118.094014 90540.192982
2019 07 10 11 59 00 88134.000111 108071.717918 112118.226691 90540.522539
2019 07 11 11 59 00 88133.845564 108071.760654 112118.218142 90540.336593
2019 07 13 11 59 00 88133.767965 108071.838238 112118.141327 90540.525003
2019 07 14 11 59 00 88133.811041 108072.021926 112118.336834 90540.594939
2019 07 15 11 59 00 88133.912560 108071.965331 112118.310549 90540.669069
2019 07 16 11 59 00 88133.857553 108072.042023 112118.445423 90540.528611
2019 07 17 11 59 00 88134.020430 108072.156093 112118.639733 90540.582173
2019 07 18 11 59 00 88133.846894 108072.126267 112118.881854 90540.627162
2019 07 19 11 59 00 88133.799261 108071.851187 112118.323286 90540.362074
2019 07 21 11 59 00 88133.903775 108071.819393 112118.285689 90540.649227
2019 07 22 11 59 00 88133.924255 108072.108395 112118.382517 90540.570505
2019 07 23 11 59 00 88134.060757 108072.323130 112118.804919 90540.743417
2019 07 24 11 59 00 88133.911211 108072.198111 112118.418094 90540.770066
2019 07 25 11 59 00 88133.942500 108072.245857 112118.357702 90540.875296
2019 07 26 11 59 00 88133.906416 108072.230563 112118.423976 90540.715605
2019 07 27 11 59 00 88133.989578 108072.071676 112118.362834 90540.596581
2019 07 28 11 59 00 88133.942884 108072.157765 112118.492560 90540.689568
2019 07 29 11 59 00 88150.632422 108061.046817 112117.959277 90531.982419
2019 07 30 11 59 00 88151.202911 108060.814809 112117.809642 90531.824471
2019 07 31 11 59 00 88151.301878 108061.162726 112118.213780 90532.019573
2019 08 01 11 59 00 88151.279545 108061.624062 112118.382545 90532.599818
2019 08 02 11 59 00 88151.318158 108062.185518 112118.709929 90533.063439
2019 08 03 11 59 00 88151.280680 108062.389732 112118.942108 90533.237894
2019 08 04 11 59 00 88151.210604 108062.722149 112119.019519 90533.661472
2019 08 05 11 59 00 88151.261122 108062.973067 112119.256515 90533.883809
2019 08 06 11 59 00 88151.423415 108063.367005 112119.606804 90534.162631
2019 08 07 11 59 00 88151.362654 108063.694822 112119.842576 90534.377949
2019 08 08 11 59 00 88151.476117 108063.742225 112119.880178 90534.555145
2019 08 09 11 59 00 88151.570580 108063.892589 112119.975660 90534.665892
2019 08 10 11 59 00 88151.497862 108064.074298 112120.076214 90534.725909
2019 08 11 11 59 00 88152.867897 108060.011081 112115.157577 90532.349625
2019 08 12 11 59 00 88152.306715 108059.363585 112113.992540 90531.842315
2019 08 13 11 59 00 88152.337396 108059.244417 112114.041748 90531.669587
2019 08 14 11 59 00 88152.172417 108058.988021 112113.969263 90531.680560
2019 08 15 11 59 00 88152.158407 108059.118903 112114.097454 90531.777812
2019 08 16 11 59 00 88152.180860 108059.373271 112114.368079 90531.959690
2019 08 17 11 59 00 88152.319162 108059.449998 112114.523759 90531.993334
2019 08 18 11 59 00 88152.318944 108059.521511 112114.558840 90532.178824
2019 08 19 11 59 00 88152.548071 108059.685252 112114.953008 90532.134275
2019 08 21 11 59 00 88152.361047 108060.110647 112115.205404 90532.573095
2019 08 23 11 59 00 88152.463119 108060.355466 112115.538074 90532.813111
2019 08 24 11 59 00 88152.697229 108060.686540 112115.926324 90533.026845
2019 08 25 11 59 00 88152.558498 108060.765098 112115.936164 90533.220110
2019 08 26 11 59 00 88152.597720 108060.902280 112115.999440 90533.308590
2019 08 27 11 59 00 88152.793248 108061.066830 112116.188014 90533.415852
2019 08 28 11 59 00 88152.844443 108061.165141 112116.350633 90533.509629
2019 08 29 11 59 00 88152.775647 108061.365627 112116.456920 90533.676337
2019 08 30 11 59 00 88152.893833 108061.392376 112116.710097 90533.491500
2019 08 31 11 59 00 88152.754128 108061.538533 112116.671580 90533.652291
2019 09 01 11 59 00 88152.831286 108061.675380 112116.786797 90533.915596
2019 09 02 11 59 00 88152.812180 108061.716867 112116.818027 90534.065378
2019 09 03 11 59 00 88152.863733 108061.805024 112116.947804 90534.134662
2019 09 04 11 59 00 88152.839905 108061.783592 112116.971706 90533.905929
2019 09 05 11 59 00 88152.827407 108061.838983 112117.004553 90533.977518
2019 09 06 11 59 00 88152.989238 108062.165577 112117.123104 90534.363050
2019 09 07 11 59 00 88152.882790 108061.841895 112117.218848 90533.886561
2019 09 08 11 59 00 88152.941973 108061.960992 112117.184528 90533.915975
2019 09 09 11 59 00 88152.772435 108061.941899 112117.046149 90534.103873
2019 09 10 11 59 00 88152.793003 108061.923534 112117.023392 90534.143055
2019 09 11 11 59 00 88152.760475 108061.918129 112117.047766 90534.146014
2019 09 12 11 59 00 88152.824852 108061.892975 112117.156022 90533.945559
2019 09 13 11 59 00 88152.807083 108061.902707 112117.057406 90534.033385
2019 09 14 11 59 00 88152.815495 108061.943820 112117.232189 90533.911364
2019 09 15 11 59 00 88152.689799 108061.892523 112117.028731 90534.106797
2019 09 16 11 59 00 88152.725387 108061.921275 112117.027262 90534.108138
2019 09 17 11 59 00 88152.663194 108061.905869 112117.000183 90534.016012
2019 09 18 11 59 00 88152.569131 108062.167218 112116.994075 90534.363257
2019 09 19 11 59 00 88152.650957 108061.919760 112117.026207 90534.120006
2019 09 21 11 59 00 88152.760692 108062.042570 112117.306053 90533.935101
2019 09 22 11 59 00 88152.708248 108062.123806 112117.335109 90534.018833
2019 09 23 11 59 00 88152.669384 108061.971297 112117.150433 90534.032834
2019 09 24 11 59 00 88152.583574 108062.020191 112117.072559 90534.141989
2019 09 25 11 59 00 88152.552497 108061.975295 112117.083121 90534.104491
2019 09 26 11 59 00 88152.629220 108061.983498 112117.163864 90534.057018
2019 09 27 11 59 00 88152.719464 108061.883415 112117.132475 90533.951923
2019 09 28 11 59 00 88152.653407 108061.968004 112117.090179 90534.069436
2019 09 29 11 59 00 88152.543096 108061.999576 112117.040719 90534.125338
2019 09 30 11 59 00 88152.499406 108062.130457 112117.106344 90534.232670
2019 10 01 11 59 00 88152.578124 108062.048724 112117.163493 90534.122827
2019 10 02 11 59 00 88152.530467 108062.013328 112117.079224 90534.089905
2019 10 03 11 59 00 88152.599339 108062.014238 112117.104177 90534.055228
2019 10 04 11 59 00 88152.520490 108061.883715 112116.980079 90534.009476
2019 10 05 11 59 00 88152.402946 108062.113024 112116.992691 90534.209930
2019 10 06 11 59 00 88152.450054 108062.036273 112117.119744 90534.041950
2019 10 07 11 59 00 88152.517474 108062.147029 112117.281525 90534.037684
2019 10 08 11 59 00 88152.425829 108062.033527 112117.140862 90534.122139
2019 10 09 11 59 00 88152.461966 108062.042233 112117.129325 90534.063691
2019 10 10 11 59 00 88152.428372 108061.975367 112117.098185 90534.006792
2019 10 11 11 59 00 88152.497814 108062.091468 112117.213148 90534.075869
2019 10 12 11 59 00 88152.710291 108062.259041 112117.390672 90534.190253
2019 10 13 11 59 00 88152.689859 108062.375980 112117.557813 90534.273537
2019 10 14 11 59 00 88152.786510 108062.484236 112117.717467 90534.407461
2019 10 15 11 59 00 88152.731848 108062.816498 112117.763479 90534.714697
2019 10 16 11 59 00 88152.824353 108063.046749 112118.117752 90534.800115
2019 10 17 11 59 00 88152.754911 108063.105965 112118.030588 90535.101399
2019 10 18 11 59 00 88152.778267 108063.338328 112118.144432 90535.349052
2019 10 19 11 59 00 88152.826331 108063.493627 112118.277841 90535.468562
2019 10 21 11 59 00 88153.304774 108064.161012 112119.270469 90535.924307
2019 10 22 11 59 00 88153.495216 108064.459599 112119.826789 90536.124590
2019 10 23 11 59 00 88153.595778 108064.814001 112119.752976 90536.528562
2019 10 24 11 59 00 88153.486668 108064.865058 112119.889424 90536.655674
2019 10 25 11 59 00 88153.758636 108061.024689 112118.234491 90534.560426
2019 10 26 11 59 00 88153.790476 108060.376928 112117.825811 90533.753713
2019 10 27 11 59 00 88153.649250 108060.344870 112117.769660 90533.728147
2019 10 28 11 59 00 88153.801550 108060.540203 112117.984970 90533.882301
2019 10 29 11 59 00 88153.820945 108060.811549 112118.178775 90534.058843
2019 10 30 11 59 00 88153.746172 108061.094264 112118.354138 90534.276155
2019 10 31 11 59 00 88153.596550 108061.227794 112118.276481 90534.450468
2019 11 01 11 59 00 88153.908150 108061.404149 112118.603117 90534.566432
2019 11 02 11 59 00 88153.884218 108061.670877 112118.810778 90534.681194
2019 11 03 11 59 00 88154.001523 108061.677368 112119.064263 90534.650098
2019 11 04 11 59 00 88154.040121 108061.855348 112119.135505 90534.826780
2019 11 05 11 59 00 88154.014151 108062.385069 112119.324167 90535.527324
2019 11 06 11 59 00 88154.152774 108062.508545 112119.607384 90535.540018
2019 11 07 11 59 00 88154.061927 108062.513217 112119.481778 90535.513943
2019 11 08 11 59 00 88154.271383 108062.648524 112119.799520 90535.439845
2019 11 09 11 59 00 88154.113719 108062.942725 112119.791220 90535.831752
2019 11 10 11 59 00 88154.289989 108063.219862 112120.159936 90536.117787
2019 11 11 11 59 00 88154.245582 108063.027360 112119.973686 90535.930437
2019 11 12 11 59 00 88154.253065 108063.150438 112120.139893 90535.970340
2019 11 13 11 59 00 88154.272263 108063.288114 112120.133674 90536.188002
2019 11 14 11 59 00 88154.252228 108063.278823 112120.207594 90536.130176
2019 11 15 11 59 00 88154.232894 108063.163066 112120.223887 90535.847020
2019 11 16 11 59 00 88154.245941 108063.165143 112120.073575 90535.853625
2019 11 17 11 59 00 88154.332679 108063.196588 112120.150497 90535.807563
2019 11 18 11 59 00 88154.270736 108063.347031 112120.413661 90536.058107
2019 11 19 11 59 00 88154.269263 108063.289610 112120.288892 90536.049333
2019 11 21 11 59 00 88154.187579 108063.344264 112120.269782 90536.034568
2019 11 22 11 59 00 88154.126598 108063.253051 112119.853196 90535.990130
2019 11 23 11 59 00 88154.177509 108063.227936 112120.034911 90536.027861
2019 11 24 11 59 00 88154.124484 108063.261728 112120.042210 90535.887091
2019 11 25 11 59 00 88154.114214 108063.234019 112120.007105 90535.924794
2019 11 26 11 59 00 88154.197235 108063.144001 112120.166134 90535.781757
2019 11 27 11 59 00 88154.196561 108063.233663 112120.203970 90535.801874
2019 11 28 11 59 00 88154.206859 108063.195555 112120.305633 90535.864456
2019 11 29 11 59 00 88153.921185 108063.294971 112120.014160 90535.967451
2019 11 30 11 59 00 88154.034224 108063.207999 112120.076444 90535.950866
2019 12 04 11 59 00 88154.020829 108063.108239 112119.978099 90535.794033
2019 12 05 11 59 00 88153.995028 108062.994882 112120.111831 90535.669433
2019 12 06 11 59 00 88153.959006 108063.412796 112120.269558 90536.025960
2019 12 07 11 59 00 88153.999576 108063.303594 112119.884510 90536.079808
2019 12 08 11 59 00 88154.181438 108063.347354 112120.268018 90535.904594
2019 12 09 11 59 00 88154.277186 108063.439397 112120.380680 90535.983844
2019 12 12 11 59 00 88153.910583 108063.095977 112119.800055 90535.772429
2019 12 13 11 59 00 88154.121245 108063.236096 112120.029980 90535.875909
2019 12 14 11 59 00 88154.026492 108063.262181 112120.094637 90535.902180
2019 12 15 11 59 00 88153.873794 108062.738951 112119.734340 90535.574249
2019 12 16 11 59 00 88154.004223 108063.160891 112120.221131 90535.767888
2019 12 17 11 59 00 88154.030839 108062.990081 112120.006909 90535.616486
2019 12 18 11 59 00 88154.060970 108063.352166 112120.241967 90535.879145
2019 12 19 11 59 00 88154.438611 108062.842007 112119.990179 90535.420575
2019 12 21 11 59 00 88154.004407 108063.530577 112120.372854 90535.926058
2019 12 22 11 59 00 88154.067774 108063.341617 112120.291518 90535.767471
2019 12 23 11 59 00 88154.018900 108063.158663 112120.139899 90535.727845
2019 12 24 11 59 00 88153.970162 108063.489605 112120.244123 90535.949560
2019 12 25 11 59 00 88154.057759 108063.779058 112120.490896 90536.023002
2019 12 26 11 59 00 88154.220895 108063.587644 112120.747760 90535.893620
2019 12 27 11 59 00 88154.369381 108064.002973 112120.651052 90536.383910
2019 12 28 11 59 00 88154.240659 108063.903342 112120.755367 90536.311627
2019 12 29 11 59 00 88154.255260 108064.010369 112120.907666 90536.354872
2019 12 30 11 59 00 88154.342558 108064.184193 112121.250989 90536.601740
2019 12 31 11 59 00 88154.530794 108064.279185 112121.347481 90536.721663
2020 01 01 11 59 00 88154.504194 108064.242045 112121.303684 90536.758358
2020 01 02 11 59 00 88154.380309 108064.593021 112121.470208 90536.960460
2020 01 03 11 59 00 88154.366571 108064.502594 112121.330298 90536.941274
2020 01 04 11 59 00 88154.450810 108064.705216 112121.460097 90537.095253
2020 01 05 11 59 00 88154.430622 108064.772411 112121.511666 90537.115241
2020 01 06 11 59 00 88154.660690 108065.049399 112121.928830 90537.318106
2020 01 07 11 59 00 88154.439719 108064.865444 112121.549638 90537.357979
2020 01 08 11 59 00 88154.555209 108065.114140 112121.786047 90537.565276
2020 01 09 11 59 00 88154.388998 108065.172218 112121.730157 90537.625409
2020 01 10 11 59 00 88154.462336 108065.273550 112121.679595 90537.680626
2020 01 11 11 59 00 88154.539190 108065.363547 112121.957193 90537.474151
2020 01 12 11 59 00 88154.658821 108065.321423 112121.989539 90537.607559
2020 01 13 11 59 00 88154.621005 108065.104419 112121.928063 90537.438208
2020 01 14 11 59 00 88154.701272 108065.441863 112122.130624 90537.806261
2020 01 15 11 59 00 88154.601584 108065.459314 112122.136455 90537.769753
2020 01 16 11 59 00 88154.399567 108065.424650 112121.988396 90537.513334
2020 01 17 11 59 00 88154.543771 108065.478325 112122.084327 90537.614980
2020 01 18 11 59 00 88154.590596 108065.446202 112122.045585 90537.744437
2020 01 19 11 59 00 88154.601948 108065.406801 112121.978373 90537.711382
2020 01 22 11 59 00 88154.759883 108065.486324 112122.148994 90537.585878
2020 01 23 11 59 00 88154.674585 108065.388501 112122.112379 90537.601293
2020 01 24 11 59 00 88154.824836 108065.532377 112122.155544 90537.590491
